dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,      16.761064
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,72,       0.338737
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,73,       0.332087
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,74,       0.334876
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,       5.266791
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,       5.061174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,       5.121393
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,       5.087774
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,       5.104753
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,       5.055724
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       5.144302
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       5.186513
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       5.151502
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       5.047244
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       5.151893
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       5.278152
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       5.052764
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       5.048704
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       5.226842
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       5.041195
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       5.133423
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       5.189633
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       5.115223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       5.090144
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,       5.181283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,       5.148473
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,       4.969454
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,       5.291222
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,       5.172772
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,       5.255202
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,       4.920396
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,       5.078334
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,       5.079733
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,       5.182953
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,       5.276591
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,       5.071964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,       5.153653
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,       4.971345
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,       5.122004
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,       4.998035
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,       5.143503
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,       5.179333
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,       5.062764
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,       5.206572
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,       5.105174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,       5.203942
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,       5.077764
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,       5.070704
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,       5.229482
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,       5.182803
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,       5.132963
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,       5.154153
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,       5.143443
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,       5.177283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,       5.165233
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,       5.049224
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,       5.188382
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,       5.097404
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,       5.162193
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,       5.140602
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,       5.217112
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,       5.119003
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,       5.195512
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,       5.122303
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,       5.108944
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,       5.133312
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,       5.074143
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,       5.223192
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,       5.066063
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,       5.104193
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,       5.091864
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,       5.093134
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,       5.133623
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,       5.142693
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,       5.200113
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,       5.037294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,       5.137133
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,       5.152093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,       5.174932
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,       8.281358
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,       8.217489
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,       8.145680
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,       8.207289
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,       8.076480
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,       8.026401
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,       8.067960
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,       8.315678
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,       8.357007
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,       8.049550
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,       8.263509
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,       7.895863
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,       8.087841
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,       8.338247
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,       8.457977
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,       8.374607
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,       8.157320
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,       8.267548
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,       8.121780
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,       8.251098
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,       8.131329
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,       8.123970
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,       8.364377
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,       7.905532
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,       8.182209
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,       8.190639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,       8.388916
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,       8.180319
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,       8.405147
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,       7.792754
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,       8.272948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,       8.162939
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,       8.047300
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,       8.047351
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,       8.298108
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,       8.374937
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,       8.250629
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,       8.148899
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,       8.282368
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,       8.145250
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,       8.191599
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,       8.074471
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,       8.020760
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,       8.206248
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,44,       8.121280
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,45,       7.895313
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,46,       7.931361
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,47,       7.919032
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,48,       8.081461
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,49,       7.984581
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,50,       8.399786
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,51,       8.332787
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,52,       8.458576
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,53,       8.500525
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,54,       7.970331
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,55,       8.216898
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,56,       7.929202
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,57,       8.510625
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,58,       8.211649
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,59,       8.072451
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,60,       8.480226
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,61,       8.501055
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,62,       8.109420
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,63,       8.325858
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,64,       8.053160
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,65,       8.226158
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,66,       8.299168
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,67,       7.921612
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,68,       8.119120
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,69,       8.325528
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,70,       8.185179
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,71,       8.248919
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,72,       7.935223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,73,       8.339838
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,74,       8.427187
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      18.826442
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      18.639003
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      18.480685
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      18.268037
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      18.367046
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      18.528714
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      18.647683
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      18.579294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      18.351667
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      18.290027
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      18.544715
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      18.842761
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      18.726122
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      18.628964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      18.816391
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      18.575934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      18.827631
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      18.908550
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,      18.464984
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,      18.809411
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,20,      18.733672
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,21,      18.581314
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,22,      18.606223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,23,      18.688572
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,24,      18.381116
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,25,      18.560474
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,26,      18.764262
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,27,      18.731802
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,28,      18.244747
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,29,      18.615794
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,30,      18.462835
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,31,      18.371506
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,32,      18.717922
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,33,      18.381125
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,34,      18.436745
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,35,      18.659732
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,36,      18.584334
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,37,      18.676893
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,38,      18.282048
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,39,      18.141929
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,40,      18.276197
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,41,      18.510764
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,42,      18.573694
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,43,      18.426905
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,44,      18.648443
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,45,      18.480805
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,46,      18.101669
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,47,      18.223408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,48,      18.422815
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,49,      18.433046
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,50,      18.156119
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,51,      18.196438
