dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,      16.761064
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,1,      11.600101
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,2,       0.335597
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,3,       0.332936
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,4,       0.325007
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,5,       0.334726
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,6,       0.326106
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,7,       0.324826
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,8,       0.340216
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,9,       0.340536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,10,       0.316557
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,11,       0.325707
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,12,       0.340587
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,13,       0.342006
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,14,       0.339716
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,15,       0.336106
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,16,       0.348486
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,17,       0.332976
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,18,       0.321127
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,19,       0.332506
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,20,       0.341256
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,21,       0.323926
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,22,       0.339646
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,23,       0.332807
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,24,       0.325147
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,25,       0.339006
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,26,       0.337557
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,27,       0.325066
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,28,       0.331336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,29,       0.335336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,30,       0.332517
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,31,       0.330196
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,32,       0.331387
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,33,       0.337307
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,34,       0.332196
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,35,       0.332796
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,36,       0.337327
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,37,       0.330756
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,38,       0.326446
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,39,       0.327067
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,40,       0.324146
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,41,       0.324966
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,42,       0.334296
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,43,       0.329646
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,44,       0.341847
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,45,       0.332076
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,46,       0.324267
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,47,       0.335806
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,48,       0.324447
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,49,       0.338847
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,50,       0.328726
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,51,       0.336907
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,52,       0.330327
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,53,       0.344366
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,54,       0.348266
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,55,       0.342776
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,56,       0.340116
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,57,       0.340876
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,58,       0.338257
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,59,       0.340697
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,60,       0.339206
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,61,       0.330877
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,62,       0.341866
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,63,       0.346016
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,64,       0.344356
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,65,       0.340226
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,66,       0.343286
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,67,       0.328557
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,68,       0.329996
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,69,       0.330936
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,70,       0.337786
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,71,       0.325817
