dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,      21.553807
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,41,       0.270077
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,42,       0.274606
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,43,       0.276347
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,44,       0.277657
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,45,       0.277267
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,46,       0.273248
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,47,       0.273357
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,48,       0.271637
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,49,       0.270077
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,50,       0.273167
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,51,       0.283837
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,52,       0.272157
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,53,       0.276937
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,54,       0.271227
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,55,       0.270927
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,56,       0.277827
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,57,       0.274247
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,58,       0.279437
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,59,       0.279907
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,60,       0.278547
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,61,       0.277057
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,62,       0.277347
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,63,       0.276197
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,64,       0.277897
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,65,       0.274347
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,66,       0.274957
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,67,       0.275787
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,68,       0.276327
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,69,       0.271946
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,70,       0.277127
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,71,       0.277366
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,72,       0.277407
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,73,       0.273727
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,74,       0.277477
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,0,       4.476552
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,1,       4.135075
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,2,       4.077126
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,3,       4.128506
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,4,       4.106296
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,5,       4.099816
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,6,       4.198485
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,7,       4.174865
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,8,       4.046976
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,9,       4.208325
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,10,       4.052617
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,11,       4.126416
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,12,       4.112536
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,13,       4.100676
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,14,       4.090836
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,15,       4.114486
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,16,       4.080775
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,17,       4.059336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,18,       4.137495
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,19,       4.077027
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,20,       4.084176
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,21,       4.119375
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,22,       4.100415
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,23,       4.114386
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,24,       4.189715
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,25,       4.137575
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,26,       4.140015
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,27,       4.118235
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,28,       4.200174
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,29,       4.088406
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,30,       4.109345
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,31,       4.098096
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,32,       4.053487
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,33,       4.190535
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,34,       4.111595
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,35,       4.075236
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,36,       4.177905
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,37,       4.101976
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,38,       4.100696
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,39,       4.109026
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,40,       4.212175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,41,       4.239894
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,42,       4.216565
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,43,       4.164195
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,44,       4.110716
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,45,       4.252244
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,46,       4.108106
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,47,       4.094276
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,48,       4.176175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,49,       4.117796
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,50,       4.156115
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,51,       4.083786
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,52,       4.136056
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,53,       4.091716
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,54,       4.191795
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,55,       4.128705
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,56,       4.069856
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,57,       4.107166
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,58,       4.075056
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,59,       4.109586
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,60,       4.058926
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,61,       4.074936
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,62,       4.135075
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,63,       4.072886
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,64,       4.105626
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,65,       4.085256
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,66,       4.091986
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,67,       4.102575
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,68,       4.188275
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,69,       4.088356
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,70,       4.188435
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,71,       4.080156
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,72,       4.087566
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,73,       4.162285
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,74,       4.090747
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,0,       7.441529
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,1,       7.144633
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,2,       7.226552
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,       7.149823
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,       7.143563
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,       7.231032
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,       7.256212
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,       7.233702
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,       7.167643
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,       7.188982
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,       7.138883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,       7.162232
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,       7.217542
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,       7.145573
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,       7.184112
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,       7.154883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,       7.140313
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,       7.110033
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,       7.176052
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,       7.187913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,20,       7.293772
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,21,       7.154273
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,22,       7.190103
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,23,       7.212932
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,24,       7.116453
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,25,       7.233242
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,26,       7.221652
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,27,       7.206782
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,28,       7.204722
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,29,       7.123253
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,30,       7.229502
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,31,       7.160483
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,32,       7.258182
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,33,       7.227962
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,34,       7.289671
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,35,       7.286511
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,36,       7.111953
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,37,       7.154043
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,38,       7.144653
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,39,       7.216132
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,40,       7.229462
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,41,       7.266351
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,42,       7.234762
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,43,       7.099474
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,44,       7.126582
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,45,       7.164663
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,46,       7.276921
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,47,       7.209592
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,48,       7.102724
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,49,       7.256162
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,50,       7.218153
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,51,       7.221072
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,52,       7.192232
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,53,       7.274992
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,54,       7.238452
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,55,       7.193502
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,56,       7.162082
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,57,       7.175263
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,58,       7.159243
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,59,       7.141313
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,60,       7.146872
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,61,       7.210362
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,62,       7.133322
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,63,       7.210592
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,64,       7.132303
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,65,       7.207162
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,66,       7.165243
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,67,       7.145343
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,68,       7.210912
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,69,       7.189343
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,70,       7.206292
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,71,       7.264702
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,72,       7.172362
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,73,       7.257612
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,74,       7.214863
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,      21.835885
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,      21.708866
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,      21.715266
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,      21.794125
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,      21.656896
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,      21.458068
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,      21.445908
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,      21.591297
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,      21.726226
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,      21.502758
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,      21.624327
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,      21.618487
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,      21.436628
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,      21.438219
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,      21.576367
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,      21.688806
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,      21.663966
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,      21.630556
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,      21.637937
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,      21.619747
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,20,      21.773215
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,21,      21.543257
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,22,      21.531818
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,23,      21.665746
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,24,      21.527047
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,25,      21.534928
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,26,      21.905964
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,27,      21.600447
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,28,      21.753055
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,29,      21.793235
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,30,      21.654076
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,31,      21.558448
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,32,      21.688017
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,33,      22.451478
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,34,      21.489889
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,35,      21.714525
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,36,      21.543127
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,37,      21.721916
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,38,      21.521058
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,39,      21.494537
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,40,      21.689856
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,41,      21.685526
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,42,      21.617436
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,43,      21.500418
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,44,      21.776955
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,45,      21.611646
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,46,      21.600106
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,47,      21.657076
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,48,      21.707845
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,49,      21.707036
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,50,      21.633336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,51,      21.688026
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,52,      21.802144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,53,      21.576257
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,54,      21.603627
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,55,      21.639156
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,56,      21.785615
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,57,      21.562417
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,58,      21.589647
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,59,      21.539957
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,60,      21.667276
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,61,      21.756885
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,62,      21.638006
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,63,      21.647376
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,64,      21.626616
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,65,      21.632527
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,66,      21.769965
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,67,      21.579087
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,68,      21.726526
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,69,      21.549287
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,70,      21.516588
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,71,      21.567997
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,72,      21.755276
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,73,      21.659826
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,74,      21.619907
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,      35.866463
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,      35.780363
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,      35.646745
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,      35.853593
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,      35.954612
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,      35.856623
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,      35.756534
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,      35.741364
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,      35.744214
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,      35.781484
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,      35.817693
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,      35.784194
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,      35.695214
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,      35.590326
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,      35.816204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,      35.708584
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,      36.039400
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,      35.746034
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,      35.973002
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,      35.828063
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,20,      35.912582
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,21,      35.886063
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,22,      35.855323
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,23,      35.557336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,24,      35.677385
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,25,      35.682075
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,26,      35.872883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,27,      35.829443
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,28,      35.785334
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,29,      35.910052
