dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       2.131717
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.372096
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.371236
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.371626
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.370346
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.373566
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.372107
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.375255
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.372836
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.372686
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.371326
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.373366
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.372326
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.374186
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.372346
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.372916
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.383626
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.379876
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.379916
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.381706
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,20,       0.377776
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,21,       0.378636
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,22,       0.379146
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,23,       0.378476
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,24,       0.378446
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,25,       0.375656
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,26,       0.376526
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,27,       0.374436
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,28,       0.377065
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,29,       0.377076
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,30,       0.374536
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,31,       0.371966
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,32,       0.371326
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,33,       0.370616
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,34,       0.374936
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,35,       0.372125
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,36,       0.379406
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,37,       0.370496
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,38,       0.376276
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,39,       0.376476
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,40,       0.375886
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,41,       0.380026
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,42,       0.376316
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,43,       0.380985
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,44,       0.374625
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,45,       0.378086
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,46,       0.373076
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,47,       0.375636
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,48,       0.369766
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,49,       0.370956
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,50,       0.374875
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,51,       0.370487
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,52,       0.371426
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,53,       0.368626
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,54,       0.371466
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,55,       0.373196
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,56,       0.370086
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,57,       0.370316
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,58,       0.375005
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,59,       0.375886
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,60,       0.377336
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,61,       0.373696
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,62,       0.381616
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,63,       0.377516
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,64,       0.378536
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,65,       0.375536
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,66,       0.375766
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,67,       0.375846
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,68,       0.533445
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,69,       0.406305
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,70,       0.373606
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,71,       0.373516
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,72,       0.376966
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,73,       0.373305
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,74,       0.376625
