dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.043529
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,1,       0.033459
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,2,       0.033249
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,3,       0.033020
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,4,       0.032889
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,5,       0.033469
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,6,       0.032900
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,7,       0.032999
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,8,       0.032909
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,9,       0.033060
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,10,       0.033059
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,11,       0.032949
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,12,       0.032930
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,13,       0.032859
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,14,       0.032970
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,15,       0.032950
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,16,       0.032949
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,17,       0.033130
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,18,       0.033010
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,19,       0.032979
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,20,       0.032950
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,21,       0.032969
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,22,       0.033129
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,23,       0.032980
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,24,       0.032950
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,25,       0.032940
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,26,       0.032910
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,27,       0.032869
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,28,       0.033029
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,29,       0.033010
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,30,       0.032889
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,31,       0.032930
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,32,       0.032950
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,33,       0.037939
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,34,       0.033100
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,35,       0.032930
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,36,       0.032919
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,37,       0.032880
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,38,       0.033030
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,39,       0.032939
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,40,       0.032890
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,41,       0.032989
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,42,       0.032980
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,43,       0.032990
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,44,       0.033019
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,45,       0.032919
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,46,       0.032940
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,47,       0.032940
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,48,       0.033009
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,49,       0.033080
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,50,       0.038259
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,51,       0.033089
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,52,       0.032870
