dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,      16.939548
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,64,       5.075733
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,65,       5.173401
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,66,       5.061332
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,67,       4.986224
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,68,       4.916895
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,69,       5.106053
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,70,       5.079543
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,71,       5.147402
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,72,       5.220831
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,73,       5.113352
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,74,       5.140102
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,0,       7.724882
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,1,       8.020039
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,2,       7.811971
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,3,       7.990790
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,4,       7.976980
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,5,       7.945621
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,6,       7.792612
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,7,       8.098198
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,8,       7.594564
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,9,       7.792492
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,10,       7.483465
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,11,       7.845281
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,12,       7.550505
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,13,       7.455626
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,14,       7.490785
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,15,       7.795081
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,16,       7.599954
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,17,       7.900370
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,18,       7.652174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,19,       7.715253
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,20,       7.939481
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,21,       7.535305
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,22,       7.773992
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,23,       7.538925
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,24,       7.886261
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,25,       7.684324
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,26,       7.808551
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,27,       7.489556
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,28,       7.502835
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,29,       7.908001
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,30,       7.709553
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,31,       7.390937
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,32,       7.927910
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,33,       7.793402
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,34,       7.824812
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,35,       7.779002
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,36,       7.569645
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,37,       7.960980
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,38,       7.666753
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,39,       7.686934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,40,       7.842001
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,41,       7.482785
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,42,       7.695573
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,43,       7.740912
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,44,       7.588694
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,45,       7.651573
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,46,       7.851161
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,47,       7.424565
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,48,       7.900931
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,49,       7.943701
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,50,       7.437036
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,51,       7.624974
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,52,       7.515026
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,53,       7.656843
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,54,       7.914840
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,55,       7.924161
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,56,       7.838531
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,57,       7.459045
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,58,       7.949010
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,59,       7.769842
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,60,       8.006140
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,61,       7.555784
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,62,       7.648134
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,63,       7.461596
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,64,       7.603274
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,65,       7.958100
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,66,       8.015830
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,67,       7.860071
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,68,       7.603814
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,69,       7.818992
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,70,       7.979860
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,71,       7.626224
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,72,       7.958120
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,73,       8.026559
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,74,       7.635393
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,0,      24.706670
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,1,      24.783560
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,2,      24.415194
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,3,      24.730360
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,4,      24.745860
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,5,      24.521113
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,6,      24.758360
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,7,      24.715500
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,8,      24.792730
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,9,      24.718930
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,10,      24.730180
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,11,      24.858238
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,12,      24.834849
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,13,      24.927239
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,14,      24.548112
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,15,      24.336595
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,16,      24.619222
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,17,      24.464253
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,18,      25.003917
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,19,      24.472443
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,20,      24.964658
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,21,      24.864479
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,22,      24.620911
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,23,      24.859479
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,24,      24.945138
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,25,      24.915228
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,26,      25.397502
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,27,      24.594072
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,28,      24.994428
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,29,      24.619561
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,30,      24.880379
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,31,      24.490553
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,32,      24.813749
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,33,      24.919468
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,34,      24.809889
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,35,      24.548592
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,36,      24.761080
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,37,      24.662201
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,38,      24.958517
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,39,      24.413274
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,40,      24.601161
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,41,      24.715200
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,42,      24.808819
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,43,      24.498633
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,44,      24.928108
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,45,      24.461953
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,46,      24.969398
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,47,      24.476853
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,48,      24.399515
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,49,      24.394634
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,50,      24.564522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,51,      24.975918
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,52,      24.773950
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,53,      24.608801
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,54,      24.433584
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,55,      24.663131
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,56,      24.545213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,57,      24.651661
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,58,      24.469713
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,59,      25.031127
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,60,      24.737620
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,61,      24.580842
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,62,      24.972438
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,63,      24.621191
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,64,      24.620832
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,65,      24.483803
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,66,      24.871279
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,67,      24.841798
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,68,      24.892948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,69,      24.628982
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,70,      24.497452
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,71,      24.815480
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,72,      24.677811
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,73,      25.012507
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,74,      24.592142
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,      46.467904
