dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"P | P | P | P",64,0,       0.024430
2,float,uniform,PoisFFT,"P | P | P | P",128,19,       0.077759
2,float,uniform,PoisFFT,"P | P | P | P",128,20,       0.076699
2,float,uniform,PoisFFT,"P | P | P | P",128,21,       0.077489
2,float,uniform,PoisFFT,"P | P | P | P",128,22,       0.077179
2,float,uniform,PoisFFT,"P | P | P | P",128,23,       0.087309
2,float,uniform,PoisFFT,"P | P | P | P",128,24,       0.077860
2,float,uniform,PoisFFT,"P | P | P | P",128,25,       0.077079
2,float,uniform,PoisFFT,"P | P | P | P",128,26,       0.077269
2,float,uniform,PoisFFT,"P | P | P | P",128,27,       0.076420
2,float,uniform,PoisFFT,"P | P | P | P",128,28,       0.078839
2,float,uniform,PoisFFT,"P | P | P | P",128,29,       0.076969
2,float,uniform,PoisFFT,"P | P | P | P",128,30,       0.077399
2,float,uniform,PoisFFT,"P | P | P | P",128,31,       0.076969
2,float,uniform,PoisFFT,"P | P | P | P",128,32,       0.076819
2,float,uniform,PoisFFT,"P | P | P | P",128,33,       0.076669
2,float,uniform,PoisFFT,"P | P | P | P",128,34,       0.077160
2,float,uniform,PoisFFT,"P | P | P | P",128,35,       0.076539
2,float,uniform,PoisFFT,"P | P | P | P",128,36,       0.082329
2,float,uniform,PoisFFT,"P | P | P | P",128,37,       0.077460
2,float,uniform,PoisFFT,"P | P | P | P",128,38,       0.076359
2,float,uniform,PoisFFT,"P | P | P | P",128,39,       0.077009
2,float,uniform,PoisFFT,"P | P | P | P",128,40,       0.077039
2,float,uniform,PoisFFT,"P | P | P | P",128,41,       0.076590
2,float,uniform,PoisFFT,"P | P | P | P",128,42,       0.077139
2,float,uniform,PoisFFT,"P | P | P | P",128,43,       0.077989
2,float,uniform,PoisFFT,"P | P | P | P",128,44,       0.077470
2,float,uniform,PoisFFT,"P | P | P | P",128,45,       0.077389
2,float,uniform,PoisFFT,"P | P | P | P",128,46,       0.076989
2,float,uniform,PoisFFT,"P | P | P | P",128,47,       0.076909
2,float,uniform,PoisFFT,"P | P | P | P",128,48,       0.077699
2,float,uniform,PoisFFT,"P | P | P | P",128,49,       0.081379
2,float,uniform,PoisFFT,"P | P | P | P",128,50,       0.077619
2,float,uniform,PoisFFT,"P | P | P | P",128,51,       0.077789
2,float,uniform,PoisFFT,"P | P | P | P",128,52,       0.076650
2,float,uniform,PoisFFT,"P | P | P | P",128,53,       0.076859
2,float,uniform,PoisFFT,"P | P | P | P",128,54,       0.077709
2,float,uniform,PoisFFT,"P | P | P | P",128,55,       0.077239
2,float,uniform,PoisFFT,"P | P | P | P",128,56,       0.078449
2,float,uniform,PoisFFT,"P | P | P | P",128,57,       0.077149
2,float,uniform,PoisFFT,"P | P | P | P",128,58,       0.077619
2,float,uniform,PoisFFT,"P | P | P | P",128,59,       0.077109
2,float,uniform,PoisFFT,"P | P | P | P",128,60,       0.079629
2,float,uniform,PoisFFT,"P | P | P | P",128,61,       0.077589
2,float,uniform,PoisFFT,"P | P | P | P",128,62,       0.077269
2,float,uniform,PoisFFT,"P | P | P | P",128,63,       0.077489
2,float,uniform,PoisFFT,"P | P | P | P",128,64,       0.077029
2,float,uniform,PoisFFT,"P | P | P | P",128,65,       0.077429
2,float,uniform,PoisFFT,"P | P | P | P",128,66,       0.077369
2,float,uniform,PoisFFT,"P | P | P | P",128,67,       0.077499
2,float,uniform,PoisFFT,"P | P | P | P",128,68,       0.081320
2,float,uniform,PoisFFT,"P | P | P | P",128,69,       0.077319
2,float,uniform,PoisFFT,"P | P | P | P",128,70,       0.077719
2,float,uniform,PoisFFT,"P | P | P | P",128,71,       0.077069
2,float,uniform,PoisFFT,"P | P | P | P",128,72,       0.076410
2,float,uniform,PoisFFT,"P | P | P | P",128,73,       0.077059
2,float,uniform,PoisFFT,"P | P | P | P",128,74,       0.076789
2,float,uniform,PoisFFT,"P | P | P | P",192,0,       0.200528
2,float,uniform,PoisFFT,"P | P | P | P",192,1,       0.202238
2,float,uniform,PoisFFT,"P | P | P | P",192,2,       0.197138
2,float,uniform,PoisFFT,"P | P | P | P",192,3,       0.195688
2,float,uniform,PoisFFT,"P | P | P | P",192,4,       0.197678
2,float,uniform,PoisFFT,"P | P | P | P",192,5,       0.196498
2,float,uniform,PoisFFT,"P | P | P | P",192,6,       0.195568
2,float,uniform,PoisFFT,"P | P | P | P",192,7,       0.196068
2,float,uniform,PoisFFT,"P | P | P | P",192,8,       0.195578
2,float,uniform,PoisFFT,"P | P | P | P",192,9,       0.201478
2,float,uniform,PoisFFT,"P | P | P | P",192,10,       0.196138
2,float,uniform,PoisFFT,"P | P | P | P",192,11,       0.196268
2,float,uniform,PoisFFT,"P | P | P | P",192,12,       0.201518
2,float,uniform,PoisFFT,"P | P | P | P",192,13,       0.196448
2,float,uniform,PoisFFT,"P | P | P | P",192,14,       0.196978
2,float,uniform,PoisFFT,"P | P | P | P",192,15,       0.198458
2,float,uniform,PoisFFT,"P | P | P | P",192,16,       0.196778
2,float,uniform,PoisFFT,"P | P | P | P",192,17,       0.201527
2,float,uniform,PoisFFT,"P | P | P | P",192,18,       0.197317
2,float,uniform,PoisFFT,"P | P | P | P",192,19,       0.196588
2,float,uniform,PoisFFT,"P | P | P | P",192,20,       0.201598
2,float,uniform,PoisFFT,"P | P | P | P",192,21,       0.196288
2,float,uniform,PoisFFT,"P | P | P | P",192,22,       0.196958
2,float,uniform,PoisFFT,"P | P | P | P",192,23,       0.197078
2,float,uniform,PoisFFT,"P | P | P | P",192,24,       0.197298
2,float,uniform,PoisFFT,"P | P | P | P",192,25,       0.197368
2,float,uniform,PoisFFT,"P | P | P | P",192,26,       0.196898
2,float,uniform,PoisFFT,"P | P | P | P",192,27,       0.196408
2,float,uniform,PoisFFT,"P | P | P | P",192,28,       0.200907
2,float,uniform,PoisFFT,"P | P | P | P",192,29,       0.196347
2,float,uniform,PoisFFT,"P | P | P | P",192,30,       0.196407
2,float,uniform,PoisFFT,"P | P | P | P",192,31,       0.201047
2,float,uniform,PoisFFT,"P | P | P | P",192,32,       0.196198
2,float,uniform,PoisFFT,"P | P | P | P",192,33,       0.196138
2,float,uniform,PoisFFT,"P | P | P | P",192,34,       0.196558
2,float,uniform,PoisFFT,"P | P | P | P",192,35,       0.197108
2,float,uniform,PoisFFT,"P | P | P | P",192,36,       0.202948
2,float,uniform,PoisFFT,"P | P | P | P",192,37,       0.198318
2,float,uniform,PoisFFT,"P | P | P | P",192,38,       0.195408
2,float,uniform,PoisFFT,"P | P | P | P",192,39,       0.202048
2,float,uniform,PoisFFT,"P | P | P | P",192,40,       0.197398
2,float,uniform,PoisFFT,"P | P | P | P",192,41,       0.195348
2,float,uniform,PoisFFT,"P | P | P | P",192,42,       0.198598
2,float,uniform,PoisFFT,"P | P | P | P",192,43,       0.196308
2,float,uniform,PoisFFT,"P | P | P | P",192,44,       0.196018
2,float,uniform,PoisFFT,"P | P | P | P",192,45,       0.197108
2,float,uniform,PoisFFT,"P | P | P | P",192,46,       0.197308
2,float,uniform,PoisFFT,"P | P | P | P",192,47,       0.203048
2,float,uniform,PoisFFT,"P | P | P | P",192,48,       0.195578
2,float,uniform,PoisFFT,"P | P | P | P",192,49,       0.196498
2,float,uniform,PoisFFT,"P | P | P | P",192,50,       0.196548
2,float,uniform,PoisFFT,"P | P | P | P",192,51,       0.196198
2,float,uniform,PoisFFT,"P | P | P | P",192,52,       0.196368
2,float,uniform,PoisFFT,"P | P | P | P",192,53,       0.196948
2,float,uniform,PoisFFT,"P | P | P | P",192,54,       0.196728
2,float,uniform,PoisFFT,"P | P | P | P",192,55,       0.201998
2,float,uniform,PoisFFT,"P | P | P | P",192,56,       0.196667
2,float,uniform,PoisFFT,"P | P | P | P",192,57,       0.195917
2,float,uniform,PoisFFT,"P | P | P | P",192,58,       0.200637
2,float,uniform,PoisFFT,"P | P | P | P",192,59,       0.196528
2,float,uniform,PoisFFT,"P | P | P | P",192,60,       0.195798
2,float,uniform,PoisFFT,"P | P | P | P",192,61,       0.195768
2,float,uniform,PoisFFT,"P | P | P | P",192,62,       0.196218
2,float,uniform,PoisFFT,"P | P | P | P",192,63,       0.200788
2,float,uniform,PoisFFT,"P | P | P | P",192,64,       0.196448
2,float,uniform,PoisFFT,"P | P | P | P",192,65,       0.196358
2,float,uniform,PoisFFT,"P | P | P | P",192,66,       0.201378
2,float,uniform,PoisFFT,"P | P | P | P",192,67,       0.197368
2,float,uniform,PoisFFT,"P | P | P | P",192,68,       0.195638
2,float,uniform,PoisFFT,"P | P | P | P",192,69,       0.196998
2,float,uniform,PoisFFT,"P | P | P | P",192,70,       0.197768
2,float,uniform,PoisFFT,"P | P | P | P",192,71,       0.196938
2,float,uniform,PoisFFT,"P | P | P | P",192,72,       0.196188
2,float,uniform,PoisFFT,"P | P | P | P",192,73,       0.197518
2,float,uniform,PoisFFT,"P | P | P | P",192,74,       0.202648
2,float,uniform,PoisFFT,"P | P | P | P",256,0,       0.356526
2,float,uniform,PoisFFT,"P | P | P | P",256,1,       0.357516
2,float,uniform,PoisFFT,"P | P | P | P",256,2,       0.353866
2,float,uniform,PoisFFT,"P | P | P | P",256,3,       0.357926
2,float,uniform,PoisFFT,"P | P | P | P",256,4,       0.357456
2,float,uniform,PoisFFT,"P | P | P | P",256,5,       0.350287
2,float,uniform,PoisFFT,"P | P | P | P",256,6,       0.359016
2,float,uniform,PoisFFT,"P | P | P | P",256,7,       0.351416
2,float,uniform,PoisFFT,"P | P | P | P",256,8,       0.352316
2,float,uniform,PoisFFT,"P | P | P | P",256,9,       0.354717
2,float,uniform,PoisFFT,"P | P | P | P",256,10,       0.351717
2,float,uniform,PoisFFT,"P | P | P | P",256,11,       0.350206
2,float,uniform,PoisFFT,"P | P | P | P",256,12,       0.356986
2,float,uniform,PoisFFT,"P | P | P | P",256,13,       0.347906
2,float,uniform,PoisFFT,"P | P | P | P",256,14,       0.350217
2,float,uniform,PoisFFT,"P | P | P | P",256,15,       0.359396
2,float,uniform,PoisFFT,"P | P | P | P",256,16,       0.347686
2,float,uniform,PoisFFT,"P | P | P | P",256,17,       0.350356
2,float,uniform,PoisFFT,"P | P | P | P",256,18,       0.357516
2,float,uniform,PoisFFT,"P | P | P | P",256,19,       0.351816
2,float,uniform,PoisFFT,"P | P | P | P",256,20,       0.351576
2,float,uniform,PoisFFT,"P | P | P | P",256,21,       0.352786
2,float,uniform,PoisFFT,"P | P | P | P",256,22,       0.350317
2,float,uniform,PoisFFT,"P | P | P | P",256,23,       0.350606
2,float,uniform,PoisFFT,"P | P | P | P",256,24,       0.358276
2,float,uniform,PoisFFT,"P | P | P | P",256,25,       0.353886
2,float,uniform,PoisFFT,"P | P | P | P",256,26,       0.352125
2,float,uniform,PoisFFT,"P | P | P | P",256,27,       0.354596
2,float,uniform,PoisFFT,"P | P | P | P",256,28,       0.350446
2,float,uniform,PoisFFT,"P | P | P | P",256,29,       0.355926
2,float,uniform,PoisFFT,"P | P | P | P",256,30,       0.352625
2,float,uniform,PoisFFT,"P | P | P | P",256,31,       0.351326
2,float,uniform,PoisFFT,"P | P | P | P",256,32,       0.354656
2,float,uniform,PoisFFT,"P | P | P | P",256,33,       0.347936
2,float,uniform,PoisFFT,"P | P | P | P",256,34,       0.353796
2,float,uniform,PoisFFT,"P | P | P | P",256,35,       0.354906
2,float,uniform,PoisFFT,"P | P | P | P",256,36,       0.353136
2,float,uniform,PoisFFT,"P | P | P | P",256,37,       0.348966
2,float,uniform,PoisFFT,"P | P | P | P",256,38,       0.355396
2,float,uniform,PoisFFT,"P | P | P | P",256,39,       0.354585
2,float,uniform,PoisFFT,"P | P | P | P",256,40,       0.348596
2,float,uniform,PoisFFT,"P | P | P | P",256,41,       0.358616
2,float,uniform,PoisFFT,"P | P | P | P",256,42,       0.350736
2,float,uniform,PoisFFT,"P | P | P | P",256,43,       0.351676
2,float,uniform,PoisFFT,"P | P | P | P",256,44,       0.358466
2,float,uniform,PoisFFT,"P | P | P | P",256,45,       0.350176
2,float,uniform,PoisFFT,"P | P | P | P",256,46,       0.349476
2,float,uniform,PoisFFT,"P | P | P | P",256,47,       0.355186
2,float,uniform,PoisFFT,"P | P | P | P",256,48,       0.355486
2,float,uniform,PoisFFT,"P | P | P | P",256,49,       0.353526
2,float,uniform,PoisFFT,"P | P | P | P",256,50,       0.353706
2,float,uniform,PoisFFT,"P | P | P | P",256,51,       0.352076
2,float,uniform,PoisFFT,"P | P | P | P",256,52,       0.355446
2,float,uniform,PoisFFT,"P | P | P | P",256,53,       0.356196
2,float,uniform,PoisFFT,"P | P | P | P",256,54,       0.349266
2,float,uniform,PoisFFT,"P | P | P | P",256,55,       0.351067
2,float,uniform,PoisFFT,"P | P | P | P",256,56,       0.358346
2,float,uniform,PoisFFT,"P | P | P | P",256,57,       0.351636
2,float,uniform,PoisFFT,"P | P | P | P",256,58,       0.351406
2,float,uniform,PoisFFT,"P | P | P | P",256,59,       0.354256
2,float,uniform,PoisFFT,"P | P | P | P",256,60,       0.353146
2,float,uniform,PoisFFT,"P | P | P | P",256,61,       0.357996
2,float,uniform,PoisFFT,"P | P | P | P",256,62,       0.358876
2,float,uniform,PoisFFT,"P | P | P | P",256,63,       0.349887
2,float,uniform,PoisFFT,"P | P | P | P",256,64,       0.357596
2,float,uniform,PoisFFT,"P | P | P | P",256,65,       0.351046
2,float,uniform,PoisFFT,"P | P | P | P",256,66,       0.350526
2,float,uniform,PoisFFT,"P | P | P | P",256,67,       0.355576
2,float,uniform,PoisFFT,"P | P | P | P",256,68,       0.350216
2,float,uniform,PoisFFT,"P | P | P | P",256,69,       0.353566
2,float,uniform,PoisFFT,"P | P | P | P",256,70,       0.356256
2,float,uniform,PoisFFT,"P | P | P | P",256,71,       0.348756
2,float,uniform,PoisFFT,"P | P | P | P",256,72,       0.352316
2,float,uniform,PoisFFT,"P | P | P | P",256,73,       0.357716
2,float,uniform,PoisFFT,"P | P | P | P",256,74,       0.350826
2,float,uniform,PoisFFT,"P | P | P | P",320,0,       0.637783
2,float,uniform,PoisFFT,"P | P | P | P",320,1,       0.621473
2,float,uniform,PoisFFT,"P | P | P | P",320,2,       0.620893
2,float,uniform,PoisFFT,"P | P | P | P",320,3,       0.622463
2,float,uniform,PoisFFT,"P | P | P | P",320,4,       0.614653
2,float,uniform,PoisFFT,"P | P | P | P",320,5,       0.614363
2,float,uniform,PoisFFT,"P | P | P | P",320,6,       0.614313
2,float,uniform,PoisFFT,"P | P | P | P",320,7,       0.615543
2,float,uniform,PoisFFT,"P | P | P | P",320,8,       0.617663
2,float,uniform,PoisFFT,"P | P | P | P",320,9,       0.621143
2,float,uniform,PoisFFT,"P | P | P | P",320,10,       0.618793
2,float,uniform,PoisFFT,"P | P | P | P",320,11,       0.619373
2,float,uniform,PoisFFT,"P | P | P | P",320,12,       0.617823
2,float,uniform,PoisFFT,"P | P | P | P",320,13,       0.619093
2,float,uniform,PoisFFT,"P | P | P | P",320,14,       0.621043
2,float,uniform,PoisFFT,"P | P | P | P",320,15,       0.613453
2,float,uniform,PoisFFT,"P | P | P | P",320,16,       0.616003
2,float,uniform,PoisFFT,"P | P | P | P",320,17,       0.615123
2,float,uniform,PoisFFT,"P | P | P | P",320,18,       0.614743
2,float,uniform,PoisFFT,"P | P | P | P",320,19,       0.613993
2,float,uniform,PoisFFT,"P | P | P | P",320,20,       0.619953
2,float,uniform,PoisFFT,"P | P | P | P",320,21,       0.621094
2,float,uniform,PoisFFT,"P | P | P | P",320,22,       0.619483
2,float,uniform,PoisFFT,"P | P | P | P",320,23,       0.619254
2,float,uniform,PoisFFT,"P | P | P | P",320,24,       0.617713
2,float,uniform,PoisFFT,"P | P | P | P",320,25,       0.617223
2,float,uniform,PoisFFT,"P | P | P | P",320,26,       0.617063
2,float,uniform,PoisFFT,"P | P | P | P",320,27,       0.615664
2,float,uniform,PoisFFT,"P | P | P | P",320,28,       0.612593
2,float,uniform,PoisFFT,"P | P | P | P",320,29,       0.617053
2,float,uniform,PoisFFT,"P | P | P | P",320,30,       0.614244
2,float,uniform,PoisFFT,"P | P | P | P",320,31,       0.620303
2,float,uniform,PoisFFT,"P | P | P | P",320,32,       0.619493
2,float,uniform,PoisFFT,"P | P | P | P",320,33,       0.618733
2,float,uniform,PoisFFT,"P | P | P | P",320,34,       0.618644
2,float,uniform,PoisFFT,"P | P | P | P",320,35,       0.620293
2,float,uniform,PoisFFT,"P | P | P | P",320,36,       0.621742
2,float,uniform,PoisFFT,"P | P | P | P",320,37,       0.619714
2,float,uniform,PoisFFT,"P | P | P | P",320,38,       0.615554
2,float,uniform,PoisFFT,"P | P | P | P",320,39,       0.614753
2,float,uniform,PoisFFT,"P | P | P | P",320,40,       0.612893
2,float,uniform,PoisFFT,"P | P | P | P",320,41,       0.614883
2,float,uniform,PoisFFT,"P | P | P | P",320,42,       0.619723
2,float,uniform,PoisFFT,"P | P | P | P",320,43,       0.617783
2,float,uniform,PoisFFT,"P | P | P | P",320,44,       0.619513
2,float,uniform,PoisFFT,"P | P | P | P",320,45,       0.619913
2,float,uniform,PoisFFT,"P | P | P | P",320,46,       0.620973
2,float,uniform,PoisFFT,"P | P | P | P",320,47,       0.621223
2,float,uniform,PoisFFT,"P | P | P | P",320,48,       0.619473
2,float,uniform,PoisFFT,"P | P | P | P",320,49,       0.619613
2,float,uniform,PoisFFT,"P | P | P | P",320,50,       0.613903
2,float,uniform,PoisFFT,"P | P | P | P",320,51,       0.614813
2,float,uniform,PoisFFT,"P | P | P | P",320,52,       0.614993
2,float,uniform,PoisFFT,"P | P | P | P",320,53,       0.612883
2,float,uniform,PoisFFT,"P | P | P | P",320,54,       0.619863
2,float,uniform,PoisFFT,"P | P | P | P",320,55,       0.621393
2,float,uniform,PoisFFT,"P | P | P | P",320,56,       0.620533
2,float,uniform,PoisFFT,"P | P | P | P",320,57,       0.618913
2,float,uniform,PoisFFT,"P | P | P | P",320,58,       0.620453
2,float,uniform,PoisFFT,"P | P | P | P",320,59,       0.616423
2,float,uniform,PoisFFT,"P | P | P | P",320,60,       0.619163
2,float,uniform,PoisFFT,"P | P | P | P",320,61,       0.618893
2,float,uniform,PoisFFT,"P | P | P | P",320,62,       0.617773
2,float,uniform,PoisFFT,"P | P | P | P",320,63,       0.615223
2,float,uniform,PoisFFT,"P | P | P | P",320,64,       0.614313
2,float,uniform,PoisFFT,"P | P | P | P",320,65,       0.614433
2,float,uniform,PoisFFT,"P | P | P | P",320,66,       0.618433
2,float,uniform,PoisFFT,"P | P | P | P",320,67,       0.619643
2,float,uniform,PoisFFT,"P | P | P | P",320,68,       0.620243
2,float,uniform,PoisFFT,"P | P | P | P",320,69,       0.622193
2,float,uniform,PoisFFT,"P | P | P | P",320,70,       0.619783
2,float,uniform,PoisFFT,"P | P | P | P",320,71,       0.619903
2,float,uniform,PoisFFT,"P | P | P | P",320,72,       0.619144
2,float,uniform,PoisFFT,"P | P | P | P",320,73,       0.613474
2,float,uniform,PoisFFT,"P | P | P | P",320,74,       0.615593
2,float,uniform,PoisFFT,"P | P | P | P",384,0,       1.005178
2,float,uniform,PoisFFT,"P | P | P | P",384,1,       0.990199
2,float,uniform,PoisFFT,"P | P | P | P",384,2,       0.992660
2,float,uniform,PoisFFT,"P | P | P | P",384,3,       0.992169
2,float,uniform,PoisFFT,"P | P | P | P",384,4,       0.987558
2,float,uniform,PoisFFT,"P | P | P | P",384,5,       0.988659
2,float,uniform,PoisFFT,"P | P | P | P",384,6,       0.991389
2,float,uniform,PoisFFT,"P | P | P | P",384,7,       0.989319
2,float,uniform,PoisFFT,"P | P | P | P",384,8,       0.985889
2,float,uniform,PoisFFT,"P | P | P | P",384,9,       0.986789
2,float,uniform,PoisFFT,"P | P | P | P",384,10,       0.991589
2,float,uniform,PoisFFT,"P | P | P | P",384,11,       0.989129
2,float,uniform,PoisFFT,"P | P | P | P",384,12,       0.991279
2,float,uniform,PoisFFT,"P | P | P | P",384,13,       0.987019
2,float,uniform,PoisFFT,"P | P | P | P",384,14,       0.991278
2,float,uniform,PoisFFT,"P | P | P | P",384,15,       0.993469
2,float,uniform,PoisFFT,"P | P | P | P",384,16,       0.994760
2,float,uniform,PoisFFT,"P | P | P | P",384,17,       0.987609
2,float,uniform,PoisFFT,"P | P | P | P",384,18,       0.989649
2,float,uniform,PoisFFT,"P | P | P | P",384,19,       0.989379
2,float,uniform,PoisFFT,"P | P | P | P",384,20,       0.987259
2,float,uniform,PoisFFT,"P | P | P | P",384,21,       0.988049
2,float,uniform,PoisFFT,"P | P | P | P",384,22,       0.989699
2,float,uniform,PoisFFT,"P | P | P | P",384,23,       0.989279
2,float,uniform,PoisFFT,"P | P | P | P",384,24,       0.989849
2,float,uniform,PoisFFT,"P | P | P | P",384,25,       0.987949
2,float,uniform,PoisFFT,"P | P | P | P",384,26,       0.990918
2,float,uniform,PoisFFT,"P | P | P | P",384,27,       0.988139
2,float,uniform,PoisFFT,"P | P | P | P",384,28,       0.987239
2,float,uniform,PoisFFT,"P | P | P | P",384,29,       0.988539
2,float,uniform,PoisFFT,"P | P | P | P",384,30,       0.986849
2,float,uniform,PoisFFT,"P | P | P | P",384,31,       0.989989
2,float,uniform,PoisFFT,"P | P | P | P",384,32,       0.988999
