dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"Ds | Ds",64,0,       0.003480
1,double,uniform,PoisFFT,"Ds | Ds",128,13,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,14,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,15,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,16,       0.001089
1,double,uniform,PoisFFT,"Ds | Ds",128,17,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,18,       0.001069
1,double,uniform,PoisFFT,"Ds | Ds",128,19,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,20,       0.001060
1,double,uniform,PoisFFT,"Ds | Ds",128,21,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,22,       0.001060
1,double,uniform,PoisFFT,"Ds | Ds",128,23,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,24,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,25,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,26,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,27,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,28,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,29,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,30,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,31,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,32,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,33,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,34,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,35,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,36,       0.001069
1,double,uniform,PoisFFT,"Ds | Ds",128,37,       0.001091
1,double,uniform,PoisFFT,"Ds | Ds",128,38,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,39,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,40,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,41,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,42,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,43,       0.001110
1,double,uniform,PoisFFT,"Ds | Ds",128,44,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,45,       0.001110
1,double,uniform,PoisFFT,"Ds | Ds",128,46,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,47,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,48,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,49,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,50,       0.001060
1,double,uniform,PoisFFT,"Ds | Ds",128,51,       0.001110
1,double,uniform,PoisFFT,"Ds | Ds",128,52,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,53,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,54,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,55,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,56,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,57,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,58,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,59,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,60,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,61,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,62,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,63,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,64,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,65,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,66,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,67,       0.001140
1,double,uniform,PoisFFT,"Ds | Ds",128,68,       0.001060
1,double,uniform,PoisFFT,"Ds | Ds",128,69,       0.001089
1,double,uniform,PoisFFT,"Ds | Ds",128,70,       0.001080
1,double,uniform,PoisFFT,"Ds | Ds",128,71,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,72,       0.001100
1,double,uniform,PoisFFT,"Ds | Ds",128,73,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",128,74,       0.001090
1,double,uniform,PoisFFT,"Ds | Ds",192,0,       0.002730
1,double,uniform,PoisFFT,"Ds | Ds",192,1,       0.001730
1,double,uniform,PoisFFT,"Ds | Ds",192,2,       0.001640
1,double,uniform,PoisFFT,"Ds | Ds",192,3,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,4,       0.001620
1,double,uniform,PoisFFT,"Ds | Ds",192,5,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,6,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,7,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,8,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,9,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,10,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,11,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,12,       0.001591
1,double,uniform,PoisFFT,"Ds | Ds",192,13,       0.001620
1,double,uniform,PoisFFT,"Ds | Ds",192,14,       0.001599
1,double,uniform,PoisFFT,"Ds | Ds",192,15,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,16,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,17,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,18,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,19,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,20,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,21,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,22,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,23,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,24,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,25,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,26,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",192,27,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,28,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,29,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,30,       0.001599
1,double,uniform,PoisFFT,"Ds | Ds",192,31,       0.001620
1,double,uniform,PoisFFT,"Ds | Ds",192,32,       0.001630
1,double,uniform,PoisFFT,"Ds | Ds",192,33,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,34,       0.001630
1,double,uniform,PoisFFT,"Ds | Ds",192,35,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,36,       0.001610
1,double,uniform,PoisFFT,"Ds | Ds",192,37,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",192,38,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,39,       0.001550
1,double,uniform,PoisFFT,"Ds | Ds",192,40,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,41,       0.001550
1,double,uniform,PoisFFT,"Ds | Ds",192,42,       0.001540
1,double,uniform,PoisFFT,"Ds | Ds",192,43,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,44,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,45,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,46,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,47,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",192,48,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,49,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,50,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,51,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,52,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,53,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,54,       0.001550
1,double,uniform,PoisFFT,"Ds | Ds",192,55,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,56,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,57,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,58,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,59,       0.001670
1,double,uniform,PoisFFT,"Ds | Ds",192,60,       0.001789
1,double,uniform,PoisFFT,"Ds | Ds",192,61,       0.001609
1,double,uniform,PoisFFT,"Ds | Ds",192,62,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,63,       0.001789
1,double,uniform,PoisFFT,"Ds | Ds",192,64,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",192,65,       0.001571
1,double,uniform,PoisFFT,"Ds | Ds",192,66,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",192,67,       0.001600
1,double,uniform,PoisFFT,"Ds | Ds",192,68,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",192,69,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,70,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,71,       0.001570
1,double,uniform,PoisFFT,"Ds | Ds",192,72,       0.001590
1,double,uniform,PoisFFT,"Ds | Ds",192,73,       0.001560
1,double,uniform,PoisFFT,"Ds | Ds",192,74,       0.001580
1,double,uniform,PoisFFT,"Ds | Ds",256,0,       0.002990
1,double,uniform,PoisFFT,"Ds | Ds",256,1,       0.002011
1,double,uniform,PoisFFT,"Ds | Ds",256,2,       0.001969
1,double,uniform,PoisFFT,"Ds | Ds",256,3,       0.002010
1,double,uniform,PoisFFT,"Ds | Ds",256,4,       0.001980
1,double,uniform,PoisFFT,"Ds | Ds",256,5,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,6,       0.001970
1,double,uniform,PoisFFT,"Ds | Ds",256,7,       0.001970
1,double,uniform,PoisFFT,"Ds | Ds",256,8,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,9,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,10,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,11,       0.002400
1,double,uniform,PoisFFT,"Ds | Ds",256,12,       0.002150
1,double,uniform,PoisFFT,"Ds | Ds",256,13,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,14,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,15,       0.001949
1,double,uniform,PoisFFT,"Ds | Ds",256,16,       0.001939
1,double,uniform,PoisFFT,"Ds | Ds",256,17,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,18,       0.001970
1,double,uniform,PoisFFT,"Ds | Ds",256,19,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,20,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,21,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,22,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,23,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,24,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,25,       0.001970
1,double,uniform,PoisFFT,"Ds | Ds",256,26,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,27,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,28,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,29,       0.001951
1,double,uniform,PoisFFT,"Ds | Ds",256,30,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,31,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,32,       0.001970
1,double,uniform,PoisFFT,"Ds | Ds",256,33,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,34,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,35,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,36,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,37,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,38,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,39,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,40,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,41,       0.001969
1,double,uniform,PoisFFT,"Ds | Ds",256,42,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,43,       0.001971
1,double,uniform,PoisFFT,"Ds | Ds",256,44,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,45,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,46,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,47,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,48,       0.001930
1,double,uniform,PoisFFT,"Ds | Ds",256,49,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,50,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,51,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,52,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,53,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,54,       0.001930
1,double,uniform,PoisFFT,"Ds | Ds",256,55,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,56,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,57,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,58,       0.001970
1,double,uniform,PoisFFT,"Ds | Ds",256,59,       0.002110
1,double,uniform,PoisFFT,"Ds | Ds",256,60,       0.001960
1,double,uniform,PoisFFT,"Ds | Ds",256,61,       0.001949
1,double,uniform,PoisFFT,"Ds | Ds",256,62,       0.001930
1,double,uniform,PoisFFT,"Ds | Ds",256,63,       0.001930
1,double,uniform,PoisFFT,"Ds | Ds",256,64,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,65,       0.001910
1,double,uniform,PoisFFT,"Ds | Ds",256,66,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,67,       0.001930
1,double,uniform,PoisFFT,"Ds | Ds",256,68,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,69,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,70,       0.001930
1,double,uniform,PoisFFT,"Ds | Ds",256,71,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",256,72,       0.001950
1,double,uniform,PoisFFT,"Ds | Ds",256,73,       0.001951
1,double,uniform,PoisFFT,"Ds | Ds",256,74,       0.001940
1,double,uniform,PoisFFT,"Ds | Ds",320,0,       0.003880
1,double,uniform,PoisFFT,"Ds | Ds",320,1,       0.002640
1,double,uniform,PoisFFT,"Ds | Ds",320,2,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,3,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,4,       0.002569
1,double,uniform,PoisFFT,"Ds | Ds",320,5,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,6,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,7,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,8,       0.002550
1,double,uniform,PoisFFT,"Ds | Ds",320,9,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,10,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,11,       0.002550
1,double,uniform,PoisFFT,"Ds | Ds",320,12,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,13,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,14,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,15,       0.002511
1,double,uniform,PoisFFT,"Ds | Ds",320,16,       0.002529
1,double,uniform,PoisFFT,"Ds | Ds",320,17,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,18,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,19,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,20,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,21,       0.002550
1,double,uniform,PoisFFT,"Ds | Ds",320,22,       0.002560
1,double,uniform,PoisFFT,"Ds | Ds",320,23,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,24,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,25,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,26,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,27,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,28,       0.002550
1,double,uniform,PoisFFT,"Ds | Ds",320,29,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,30,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,31,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,32,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,33,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,34,       0.002490
1,double,uniform,PoisFFT,"Ds | Ds",320,35,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,36,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,37,       0.002489
1,double,uniform,PoisFFT,"Ds | Ds",320,38,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,39,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,40,       0.002490
1,double,uniform,PoisFFT,"Ds | Ds",320,41,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,42,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,43,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,44,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,45,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,46,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,47,       0.002610
1,double,uniform,PoisFFT,"Ds | Ds",320,48,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,49,       0.002491
1,double,uniform,PoisFFT,"Ds | Ds",320,50,       0.002479
1,double,uniform,PoisFFT,"Ds | Ds",320,51,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,52,       0.002490
1,double,uniform,PoisFFT,"Ds | Ds",320,53,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,54,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,55,       0.002770
1,double,uniform,PoisFFT,"Ds | Ds",320,56,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,57,       0.002560
1,double,uniform,PoisFFT,"Ds | Ds",320,58,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,59,       0.002510
1,double,uniform,PoisFFT,"Ds | Ds",320,60,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,61,       0.002490
1,double,uniform,PoisFFT,"Ds | Ds",320,62,       0.002480
1,double,uniform,PoisFFT,"Ds | Ds",320,63,       0.002509
1,double,uniform,PoisFFT,"Ds | Ds",320,64,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,65,       0.002480
1,double,uniform,PoisFFT,"Ds | Ds",320,66,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,67,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,68,       0.002490
1,double,uniform,PoisFFT,"Ds | Ds",320,69,       0.002500
1,double,uniform,PoisFFT,"Ds | Ds",320,70,       0.002480
1,double,uniform,PoisFFT,"Ds | Ds",320,71,       0.002530
1,double,uniform,PoisFFT,"Ds | Ds",320,72,       0.002520
1,double,uniform,PoisFFT,"Ds | Ds",320,73,       0.002540
1,double,uniform,PoisFFT,"Ds | Ds",320,74,       0.002669
1,double,uniform,PoisFFT,"Ds | Ds",384,0,       0.004540
1,double,uniform,PoisFFT,"Ds | Ds",384,1,       0.003150
1,double,uniform,PoisFFT,"Ds | Ds",384,2,       0.003050
1,double,uniform,PoisFFT,"Ds | Ds",384,3,       0.003000
1,double,uniform,PoisFFT,"Ds | Ds",384,4,       0.003030
1,double,uniform,PoisFFT,"Ds | Ds",384,5,       0.003020
1,double,uniform,PoisFFT,"Ds | Ds",384,6,       0.002980
1,double,uniform,PoisFFT,"Ds | Ds",384,7,       0.003039
1,double,uniform,PoisFFT,"Ds | Ds",384,8,       0.003051
1,double,uniform,PoisFFT,"Ds | Ds",384,9,       0.003000
1,double,uniform,PoisFFT,"Ds | Ds",384,10,       0.003060
1,double,uniform,PoisFFT,"Ds | Ds",384,11,       0.003000
1,double,uniform,PoisFFT,"Ds | Ds",384,12,       0.003070
1,double,uniform,PoisFFT,"Ds | Ds",384,13,       0.002990
1,double,uniform,PoisFFT,"Ds | Ds",384,14,       0.002990
1,double,uniform,PoisFFT,"Ds | Ds",384,15,       0.003010
1,double,uniform,PoisFFT,"Ds | Ds",384,16,       0.002990
1,double,uniform,PoisFFT,"Ds | Ds",384,17,       0.003040
1,double,uniform,PoisFFT,"Ds | Ds",384,18,       0.002991
1,double,uniform,PoisFFT,"Ds | Ds",384,19,       0.002990
1,double,uniform,PoisFFT,"Ds | Ds",384,20,       0.002980
1,double,uniform,PoisFFT,"Ds | Ds",384,21,       0.003020
1,double,uniform,PoisFFT,"Ds | Ds",384,22,       0.003030
1,double,uniform,PoisFFT,"Ds | Ds",384,23,       0.003020
1,double,uniform,PoisFFT,"Ds | Ds",384,24,       0.002960
1,double,uniform,PoisFFT,"Ds | Ds",384,25,       0.003000
1,double,uniform,PoisFFT,"Ds | Ds",384,26,       0.003020
1,double,uniform,PoisFFT,"Ds | Ds",384,27,       0.003000
1,double,uniform,PoisFFT,"Ds | Ds",384,28,       0.003029
1,double,uniform,PoisFFT,"Ds | Ds",384,29,       0.003060
1,double,uniform,PoisFFT,"Ds | Ds",384,30,       0.003000
1,double,uniform,PoisFFT,"Ds | Ds",384,31,       0.003010
1,double,uniform,PoisFFT,"Ds | Ds",384,32,       0.003040
