dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,      16.660917
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,68,       0.243107
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,69,       0.249518
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,70,       0.246747
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,71,       0.248817
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,72,       0.247697
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,73,       0.245118
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,74,       0.243428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,       4.087105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,       3.499811
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,       3.481752
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,       3.471142
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,       3.485992
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,       3.381963
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       3.472982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       3.441413
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       3.380023
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       3.478212
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       3.461052
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       3.562821
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       3.389013
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       3.422203
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       3.381913
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       3.492942
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       3.409473
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       3.390103
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       3.410013
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       3.504682
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,       3.455962
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,       3.438092
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,       3.488982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,       3.505231
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,       3.478082
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,       3.497812
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,       3.492401
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,       3.484642
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,       3.490282
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,       3.482312
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,       3.582470
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,       3.454392
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,       3.404673
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,       3.431462
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,       3.510672
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,       3.475701
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,       3.389542
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,       3.467782
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,       3.495701
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,       3.436563
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,       3.376153
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,       3.403242
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,       3.441313
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,       3.456132
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,       3.410982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,       3.446842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,       3.469402
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,       3.495072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,       3.399782
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,       3.490731
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,       3.425363
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,       3.374012
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,       3.430142
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,       3.498322
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,       3.432723
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,       3.425792
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,       3.374853
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,       3.419092
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,       3.464072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,       3.393632
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,       3.479472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,       3.394183
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,       3.421922
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,       3.507182
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,       3.476232
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,       3.409692
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,       3.350433
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,       3.448382
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,       3.465082
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,       3.441683
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,       3.463942
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,       3.411702
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,       3.411763
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,       3.429852
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,       3.379733
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,       6.966273
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,       7.409148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,       7.248550
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,       7.010453
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,       7.005334
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,       7.417349
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,       7.480088
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,       7.012523
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,       7.466208
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,       7.460468
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,       7.213091
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,       7.556227
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,       6.959574
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,       7.361800
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,       6.977613
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,       7.260011
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,       7.479298
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,       7.245370
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,       6.983154
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,       7.289600
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,       7.559617
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,       7.012593
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,       7.276330
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,       6.944364
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,       6.993403
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,       7.445158
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,       7.548258
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,       7.038462
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,       7.394719
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,       7.492068
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,       7.001214
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,       7.032743
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,       7.499488
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,       6.978554
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,       7.290670
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,       7.413618
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,       7.548167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,       7.057783
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,       7.028162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,       7.541317
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,       6.953824
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,       7.086932
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,       7.265290
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,       6.962663
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,44,       7.498658
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,45,       7.195211
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,46,       7.066962
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,47,       7.385189
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,48,       7.338379
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,49,       7.291251
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,50,       7.033743
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,51,       6.951254
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,52,       7.569147
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,53,       7.307150
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,54,       7.489808
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,55,       7.307879
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,56,       7.433668
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,57,       7.169171
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,58,       7.052703
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,59,       6.981764
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,60,       7.041503
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,61,       7.353829
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,62,       7.230191
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,63,       7.318150
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,64,       7.031073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,65,       6.962954
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,66,       6.952664
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,67,       7.564107
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,68,       6.948563
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,69,       7.058253
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,70,       7.251411
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,71,       7.038183
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,72,       7.436998
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,73,       7.183832
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,74,       7.087763
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      18.215670
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      18.280769
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      18.081101
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      18.082262
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      18.178121
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      18.132761
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      17.759615
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      17.959653
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      18.210010
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      18.152511
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      18.263860
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      17.787915
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      17.766405
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      18.150021
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      18.129291
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      17.827865
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      17.929264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      18.349119
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,      17.934433
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,      18.152871
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,20,      18.380439
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,21,      18.292329
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,22,      17.779556
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,23,      17.997423
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,24,      18.263219
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,25,      18.370098
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,26,      17.991482
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,27,      18.053482
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,28,      18.025703
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,29,      17.860275
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,30,      18.211161
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,31,      18.108292
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,32,      17.752055
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,33,      17.696186
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,34,      17.945293
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,35,      17.696286
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,36,      17.821335
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,37,      18.010423
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,38,      18.034232
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,39,      17.931483
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,40,      18.081952
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,41,      17.938223
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,42,      17.964223
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,43,      17.727945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,44,      18.091582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,45,      18.076192
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,46,      17.805405
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,47,      18.092162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,48,      18.069522
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,49,      18.064893
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,50,      17.846434
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,51,      17.848284
