dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.364595
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,54,       0.342456
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,55,       0.340896
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,56,       0.380066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,57,       0.347816
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,58,       0.360296
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,59,       0.344337
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,60,       0.350586
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,61,       0.349296
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,62,       0.358636
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,63,       0.346176
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,64,       0.354906
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,65,       0.339196
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,66,       0.357886
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,67,       0.355916
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,68,       0.358957
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,69,       0.377666
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,70,       0.357006
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,71,       0.356436
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,72,       0.358076
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,73,       0.364126
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,74,       0.359827
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,0,       7.863745
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,1,       7.474779
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,2,       7.226373
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,3,       7.416210
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,4,       7.400770
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,5,       7.334132
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,6,       7.429350
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,7,       7.461249
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,8,       7.245212
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,9,       7.310442
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,10,       7.250132
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,11,       7.431950
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,12,       7.339381
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,13,       7.334741
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,14,       7.341241
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,15,       7.487039
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,16,       7.163823
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,17,       7.501579
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,18,       7.401700
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,19,       7.410511
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,20,       7.304572
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,21,       7.353641
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,22,       7.255992
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,23,       7.298882
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,24,       7.307741
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,25,       7.507829
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,26,       7.458490
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,27,       7.231382
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,28,       7.370181
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,29,       7.534198
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,30,       7.396630
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,31,       7.316462
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,32,       7.164153
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,33,       7.235792
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,34,       7.380950
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,35,       7.385650
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,36,       7.357551
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,37,       7.301902
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,38,       7.539059
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,39,       7.374251
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,40,       7.154333
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,41,       7.278572
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,42,       7.280542
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,43,       7.372821
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,44,       7.299382
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,45,       7.324791
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,46,       7.203763
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,47,       7.219523
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,48,       7.421030
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,49,       7.277962
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,50,       7.496189
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,51,       7.334192
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,52,       7.307462
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,53,       7.463609
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,54,       7.349971
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,55,       7.336981
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,56,       7.555549
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,57,       7.490039
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,58,       7.447070
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,59,       7.334441
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,60,       7.345191
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,61,       7.294252
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,62,       7.419881
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,63,       7.298122
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,64,       7.179703
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,65,       7.278201
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,66,       7.499510
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,67,       7.112444
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,68,       7.448260
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,69,       7.364941
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,70,       7.392120
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,71,       7.260062
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,72,       7.281302
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,73,       7.274582
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,74,       7.457940
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,0,       8.999683
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,1,       8.768116
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,2,       8.639337
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,       8.775916
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,       8.694956
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,       8.889584
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,       8.763486
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,       8.617968
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,       8.665097
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,       8.652877
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,       8.711856
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,       8.756915
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,       8.682436
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,       8.844745
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,       8.652167
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,       8.707676
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,       8.763325
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,       8.610527
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,       8.539468
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,       8.693626
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,20,       8.858465
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,21,       8.620287
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,22,       8.728506
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,23,       8.680667
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,24,       8.746565
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,25,       8.695776
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,26,       8.756766
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,27,       8.562758
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,28,       8.699026
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,29,       8.760986
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,30,       8.589688
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,31,       8.736606
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,32,       8.559397
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,33,       8.737426
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,34,       8.782855
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,35,       8.708717
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,36,       8.714326
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,37,       8.684567
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,38,       8.800466
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,39,       8.822256
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,40,       8.869914
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,41,       8.680447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,42,       8.832235
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,43,       8.660567
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,44,       8.754085
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,45,       8.835685
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,46,       8.807525
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,47,       8.781906
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,48,       8.745336
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,49,       8.771106
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,50,       8.647457
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,51,       8.833225
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,52,       8.761146
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,53,       8.670207
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,54,       8.637337
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,55,       8.793916
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,56,       8.757006
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,57,       8.677276
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,58,       8.759966
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,59,       8.712657
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,60,       8.670667
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,61,       8.834215
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,62,       8.765046
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,63,       8.653187
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,64,       8.995133
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,65,       8.802185
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,66,       8.535019
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,67,       8.597397
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,68,       8.645317
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,69,       8.603397
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,70,       8.710206
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,71,       8.660777
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,72,       8.700876
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,73,       8.641647
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,74,       8.681997
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,      21.901594
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,      21.764286
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,      21.885304
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,      21.780945
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,      21.870225
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,      21.872595
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,      21.926614
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,      21.970784
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,      21.909685
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,      21.878045
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,      21.737386
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,      21.797706
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,      21.824925
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,      21.932484
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,      21.903534
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,      21.917824
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,      21.792236
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,      21.765566
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,      21.743216
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,      21.883895
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,20,      42.990417
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,21,      21.977304
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,22,      21.771936
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,23,      22.036553
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,24,      21.864975
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,25,      22.150591
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,26,      21.939234
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,27,      21.867604
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,28,      21.846276
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,29,      21.824336
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,30,      21.965774
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,31,      21.818405
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,32,      21.777866
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,33,      21.926385
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,34,      21.811335
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,35,      21.820456
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,36,      21.825936
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,37,      21.865535
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,38,      21.987363
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,39,      21.787055
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,40,      21.802106
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,41,      21.797016
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,42,      21.752246
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,43,      21.994934
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,44,      21.795435
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,45,      21.715297
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,46,      21.751787
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,47,      21.841666
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,48,      21.863305
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,49,      21.863205
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,50,      21.811046
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,51,      21.770016
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,52,      21.866105
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,53,      21.799066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,54,      21.895164
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,55,      21.920855
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,56,      21.892814
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,57,      21.926624
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,58,      21.708317
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,59,      21.942284
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,60,      21.874344
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,61,      21.881505
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,62,      21.840066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,63,      21.774996
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,64,      21.810995
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,65,      21.894814
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,66,      21.889505
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,67,      21.835125
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,68,      21.769886
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,69,      21.811035
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,70,      21.785985
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,71,      21.854565
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,72,      21.935144
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,73,      21.859994
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,74,      21.804406
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,      47.435980
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,      47.350881
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,      47.683957
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,      47.381090
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,      47.341901
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,      47.548949
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,      47.805515
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,      47.435550
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,      47.522579
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,      47.633247
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,      47.821446
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,      47.682447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,      47.356251
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,      47.669698
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,      47.362930
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,      47.340662
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,      47.692258
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,      47.493199
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,      47.535629
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,      47.559529
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,20,      47.636038
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,21,      47.380561
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,22,      47.654597
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,23,      47.478690
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,24,      47.698677
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,25,      47.274881
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,26,      47.572789
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,27,      47.699387
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,28,      47.379460
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,29,      47.487050
