dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,      21.769463
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,36,       3.315107
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,37,       3.422376
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,38,       3.493455
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,39,       3.395466
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,40,       3.350157
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,41,       3.538294
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,42,       3.399586
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,43,       3.682273
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,44,       3.417206
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,45,       3.586284
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,46,       3.467315
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,47,       3.633284
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,48,       3.478285
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,49,       3.501496
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,50,       3.514335
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,51,       3.258657
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,52,       3.429216
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,53,       3.590924
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,54,       3.470886
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,55,       3.385546
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,56,       3.539335
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,57,       3.513385
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,58,       3.453755
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,59,       3.411886
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,60,       3.416856
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,61,       3.386486
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,62,       3.360057
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,63,       3.288847
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,64,       3.445476
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,65,       3.471215
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,66,       3.462395
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,67,       3.530724
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,68,       3.416686
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,69,       3.562345
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,70,       3.556274
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,71,       3.495415
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,72,       3.478025
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,73,       3.502176
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,74,       3.442916
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,0,      11.625854
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,1,      10.595395
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,2,      10.977491
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,3,      11.241598
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,4,      11.617034
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,5,      11.402786
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,6,      11.051170
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,7,      11.038250
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,8,      11.160579
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,9,      11.040420
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,10,      11.545414
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,11,      10.931171
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,12,      11.348877
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,13,      10.759363
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,14,      11.719273
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,15,      10.936871
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,16,      10.928611
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,17,      11.211188
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,18,      10.882121
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,19,      11.796112
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,20,      10.670883
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,21,      11.270017
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,22,      11.574974
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,23,      11.480125
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,24,      11.444696
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,25,      11.628894
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,26,      11.536815
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,27,      11.123079
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,28,      11.183779
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,29,      11.340927
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,30,      11.378487
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,31,      11.307037
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,32,      11.209388
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,33,      11.367627
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,34,      11.759303
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,35,      11.413116
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,36,      11.002670
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,37,      11.630963
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,38,      11.385816
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,39,      10.852112
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,40,      11.487935
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,41,      11.366586
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,42,      11.004660
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,43,      11.239917
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,44,      10.976380
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,45,      11.400726
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,46,      11.128829
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,47,      11.222568
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,48,      10.649354
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,49,      11.119869
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,50,      11.339417
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,51,      11.248687
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,52,      11.287307
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,53,      11.039200
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,54,      11.335247
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,55,      11.791473
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,56,      11.433746
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,57,      10.839422
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,58,      11.350607
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,59,      11.001690
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,60,      10.742843
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,61,      11.198429
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,62,      11.721043
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,63,      11.047990
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,64,      10.836172
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,65,      11.880912
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,66,      11.075510
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,67,      11.630054
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,68,      11.255168
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,69,      11.320617
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,70,      11.120589
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,71,      11.304617
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,72,      11.454535
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,73,      11.527235
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,74,      11.292667
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,0,      29.384907
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,1,      28.305728
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,2,      29.873782
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,3,      29.556585
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,4,      29.491956
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,5,      29.666424
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,6,      29.569455
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,7,      28.793263
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,8,      29.511936
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,9,      29.749423
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,10,      29.774213
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,11,      29.647594
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,12,      29.539055
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,13,      28.906251
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,14,      29.087870
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,15,      29.466715
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,16,      28.760963
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,17,      29.150049
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,18,      28.882411
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,19,      28.882661
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,20,      29.575535
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,21,      28.875252
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,22,      28.948821
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,23,      30.032610
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,24,      28.889802
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,25,      29.524395
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,26,      28.588495
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,27,      29.096700
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,28,      28.673334
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,29,      29.568545
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,30,      29.697204
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,31,      30.492076
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,32,      29.817083
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,33,      29.746473
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,34,      29.097610
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,35,      28.908232
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,36,      29.385457
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,37,      29.758833
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,38,      29.196768
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,39,      28.674614
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,40,      28.979841
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,41,      28.863432
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,42,      29.446426
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,43,      29.437356
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,44,      29.471815
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,45,      29.834662
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,46,      28.476056
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,47,      29.672513
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,48,      28.844212
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,49,      28.890102
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,50,      29.333767
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,51,      28.943811
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,52,      28.976300
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,53,      28.925422
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,54,      28.271908
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,55,      29.486945
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,56,      29.107890
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,57,      29.490236
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,58,      28.909782
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,59,      29.512195
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,60,      29.161889
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,61,      28.892962
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,62,      29.190378
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,63,      29.599114
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,64,      28.611254
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,65,      29.710254
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,66,      29.833572
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,67,      29.797333
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,68,      29.211958
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,69,      29.410296
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,70,      29.597845
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,71,      29.633915
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,72,      29.095730
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,73,      29.444907
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,74,      30.276568
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,      54.222258
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,      54.040860
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,      51.910782
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,      62.262018
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,      51.492697
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,      62.810473
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,      54.823123
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,      55.463396
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,      54.343008
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,      62.002322
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,      58.644924
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,      53.340858
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,      54.577195
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,      59.605966
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,      59.618785
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,      50.349707
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,      59.868122
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,      64.218379
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,      50.240279
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,      50.831513
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,20,      60.295198
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,21,      61.979281
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,22,      50.982111
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,23,      59.156819
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,24,      68.078421
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,25,      71.414348
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,26,      61.141310
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,27,      68.325138
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,28,      60.984301
3,float,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,29,      70.188310
