dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,62,     193.315410
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,63,     192.546059
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,64,     248.937182
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,65,     191.219343
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,66,     193.081402
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,67,     193.787915
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,68,     191.203884
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,69,     195.840802
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,70,     191.683439
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,71,     195.316068
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,72,     197.400285
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,73,     198.100547
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,74,     197.532964
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,0,     660.029820
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,1,     686.327758
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,2,     659.711834
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,3,     659.600025
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,4,     659.721544
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,5,     659.583995
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,6,     659.320338
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,7,     660.436307
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,8,     659.551416
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,9,     660.703842
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,10,     659.679004
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,11,     660.131399
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,12,     660.152099
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,13,     659.486826
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,14,     659.140001
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,15,     660.343877
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,16,     660.349807
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,17,     659.781453
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,18,     660.052350
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,19,     659.612005
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,20,     659.820413
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,21,     660.206859
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,22,     660.650214
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,23,     659.723063
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,24,     659.508916
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,25,     660.142119
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,26,     659.800333
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,27,     659.392817
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,28,     660.302507
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,29,     659.644065
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,30,     659.200509
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,31,     659.109740
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,32,     660.070810
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,33,     659.614425
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,34,     660.108669
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,35,     659.815962
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,36,     659.689694
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,37,     660.829932
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,38,     659.849782
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,39,     660.341387
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,40,     660.404616
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,41,     659.660715
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,42,     660.453596
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,43,     659.857193
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,44,     660.005651
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,45,     659.363557
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,46,     659.888893
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,47,     660.386526
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,48,     659.709974
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,49,     660.188848
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,50,     659.550865
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,51,     659.370827
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,52,     660.007001
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,53,     659.365338
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,54,     660.620274
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,55,     659.076771
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,56,     659.157641
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,57,     660.208988
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,58,     660.000980
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,59,     659.800283
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,60,     660.073160
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,61,     660.239678
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,62,     659.886242
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,63,     659.968611
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,64,     660.048961
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,65,     659.614825
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,66,     660.136429
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,67,     660.383127
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,68,     660.349517
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,69,     660.216748
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,70,     659.873302
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,71,     660.131779
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,72,     659.419037
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,73,     660.028751
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,74,     660.001831
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,0,    1197.000819
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,1,    1191.245363
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,2,    1191.889446
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,3,    1192.935905
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,4,    1192.873145
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,5,    1193.228591
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,6,    1193.798495
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,7,    1191.214474
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,8,    1190.269714
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,9,    1195.200469
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,10,    1193.973003
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,11,    1191.344762
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,12,    1193.719156
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,13,    1194.989842
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,14,    1190.572771
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,15,    1188.954329
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,16,    1192.942295
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,17,    1190.957316
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,18,    1193.120972
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,19,    1188.562983
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,20,    1190.792048
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,21,    1190.163845
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,22,    1190.102586
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,23,    1190.725429
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,24,    1188.758021
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,25,    1189.298485
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,26,    1191.734798
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,27,    1189.871198
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,28,    1190.120226
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,29,    1192.520379
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,30,    1191.135744
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,31,    1188.799610
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,32,    1188.433404
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,33,    1190.672619
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,34,    1192.397830
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,35,    1191.019776
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,36,    1190.533411
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,37,    1189.641201
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,38,    1189.151846
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,39,    1188.853680
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,40,    1190.043436
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,41,    1188.811221
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,42,    1191.298923
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,43,    1191.980255
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,44,    1189.832988
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,45,    1188.044139
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,46,    1188.008519
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,47,    1193.114533
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,48,    1191.274803
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,49,    1189.893118
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,50,    1189.390064
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,51,    1189.190287
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,52,    1190.207285
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,53,    1189.893279
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,54,    1190.670730
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,55,    1189.795349
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,56,    1189.317054
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,57,    1193.951973
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,58,    1189.243415
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,59,    1191.050595
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,60,    1190.761969
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,61,    1192.894335
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,62,    1191.075576
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,63,    1189.757280
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,64,    1188.971139
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,65,    1189.109917
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,66,    1189.245526
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,67,    1189.133457
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,68,    1190.475422
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,69,    1191.658939
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,70,    1189.317994
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,71,    1190.112896
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,72,    1189.077068
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,73,    1189.955897
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,74,    1188.807280
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,0,    1448.999127
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,1,    1438.570703
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,2,    1445.287078
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,3,    1443.302870
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,4,    1448.135157
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,5,    1455.059890
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,6,    1438.240256
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,7,    1442.405610
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,8,    1453.730994
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,9,    1442.243032
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,10,    1450.323812
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,11,    1439.526922
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,12,    1440.726989
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,13,    1439.822949
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,14,    1440.449222
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,15,    1438.831630
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,16,    1441.990625
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,17,    1448.556662
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,18,    1444.950443
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,19,    1447.925149
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,20,    1439.001168
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,21,    1453.461067
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,22,    1446.963970
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,23,    1444.613326
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,24,    1445.842002
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,25,    1444.973391
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,26,    1439.818319
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,27,    1444.120281
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,28,    1439.514103
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,29,    1442.030295
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,30,    1449.189445
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,31,    1439.286845
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,32,    1439.098386
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,33,    1438.858820
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,34,    1442.136013
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,35,    1439.920188
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,36,    1439.351844
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,37,    1448.764989
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,38,    1442.991688
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,39,    1446.677738
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,40,    1457.026113
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,41,    1441.042820
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,42,    1445.773817
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,43,    1438.121942
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,44,    1450.949730
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,45,    1441.536154
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,46,    1450.828701
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,47,    1441.521455
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,48,    1456.501578
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,49,    1438.893223
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,50,    1446.512189
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,51,    1443.590092
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,52,    1457.497398
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,53,    1440.391546
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,54,    1438.363229
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,55,    1446.355921
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,56,    1457.395259
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,57,    1443.587512
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,58,    1438.992992
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,59,    1445.067825
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,60,    1442.734131
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,61,    1458.098781
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,62,    1444.352863
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,63,    1439.300739
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,64,    1444.511411
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,65,    1461.602642
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,66,    1438.441769
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,67,    1438.008443
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,68,    1465.574458
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,69,    1440.547465
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,70,    1439.790794
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,71,    1440.176489
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,72,    1445.099774
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,73,    1444.275064
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,74,    1449.846052
