dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,0,      17.606454
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,44,       0.713112
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,45,       0.719652
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,46,       0.718402
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,47,       0.713132
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,48,       0.715232
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,49,       0.713672
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,50,       0.714292
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,51,       0.711272
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,52,       0.721402
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,53,       0.719112
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,54,       0.726812
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,55,       0.720062
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,56,       0.715573
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,57,       1.266716
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,58,       0.729602
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,59,       0.716432
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,60,       0.726552
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,61,       0.732742
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,62,       0.730281
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,63,       0.726572
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,64,       0.725032
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,65,       0.712403
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,66,       0.722682
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,67,       0.716322
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,68,       0.711452
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,69,       0.710622
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,70,       0.715202
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,71,       0.716503
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,72,       0.716252
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,73,       0.720802
3,double,uniform,PoisFFT,"D | D | D | D | N | D",64,74,       0.714052
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,0,      14.988223
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,1,      14.940604
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,2,      15.072503
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,3,      14.975854
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,4,      15.001123
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,5,      14.994713
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,6,      14.995023
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,7,      14.980293
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,8,      15.015243
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,9,      14.908534
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,10,      14.995404
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,11,      15.038943
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,12,      14.972743
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,13,      15.034502
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,14,      14.994193
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,15,      15.043793
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,16,      15.040823
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,17,      14.970624
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,18,      14.955843
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,19,      14.962593
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,20,      15.042162
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,21,      14.991084
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,22,      14.956753
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,23,      15.018253
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,24,      14.965974
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,25,      14.954783
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,26,      15.043472
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,27,      15.098882
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,28,      15.014283
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,29,      14.959823
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,30,      14.974773
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,31,      14.949974
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,32,      15.025983
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,33,      15.013853
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,34,      14.972794
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,35,      15.007783
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,36,      15.047763
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,37,      15.027343
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,38,      15.014253
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,39,      15.160581
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,40,      15.004623
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,41,      15.009893
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,42,      14.942414
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,43,      14.971213
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,44,      15.003073
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,45,      14.943744
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,46,      14.978374
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,47,      15.022133
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,48,      15.053552
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,49,      15.039913
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,50,      14.915584
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,51,      14.995104
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,52,      15.052092
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,53,      14.983543
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,54,      15.006193
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,55,      14.946413
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,56,      14.997273
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,57,      15.039073
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,58,      15.012653
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,59,      15.014593
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,60,      15.045923
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,61,      15.032642
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,62,      14.985563
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,63,      15.060483
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,64,      14.941394
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,65,      15.053792
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,66,      14.968444
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,67,      15.040142
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,68,      14.961413
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,69,      15.063152
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,70,      15.037972
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,71,      15.023252
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,72,      15.047522
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,73,      14.966224
3,double,uniform,PoisFFT,"D | D | D | D | N | D",128,74,      15.029683
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,0,      54.827390
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,1,      55.203936
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,2,      55.365164
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,3,      55.412864
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,4,      55.346464
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,5,      55.475803
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,6,      55.189066
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,7,      55.263595
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,8,      55.280985
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,9,      54.815341
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,10,      55.389244
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,11,      54.825440
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,12,      54.806590
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,13,      54.773911
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,14,      54.767970
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,15,      55.263185
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,16,      54.735581
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,17,      54.846970
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,18,      54.797430
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,19,      54.758361
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,20,      54.767581
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,21,      54.856429
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,22,      55.281355
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,23,      54.721571
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,24,      54.816920
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,25,      54.740041
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,26,      54.783740
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,27,      54.947328
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,28,      54.782901
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,29,      54.859640
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,30,      54.696471
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,31,      54.798390
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,32,      54.784390
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,33,      54.877559
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,34,      55.238576
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,35,      54.748331
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,36,      54.782281
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,37,      54.846060
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,38,      54.787021
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,39,      54.873899
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,40,      54.741071
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,41,      54.895599
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,42,      54.930399
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,43,      54.736371
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,44,      54.857719
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,45,      54.714731
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,46,      54.773871
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,47,      54.976718
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,48,      54.723251
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,49,      54.844759
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,50,      54.708991
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,51,      54.793310
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,52,      54.943049
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,53,      54.787681
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,54,      54.845150
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,55,      54.719461
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,56,      54.910269
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,57,      55.884808
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,58,      54.678361
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,59,      54.719042
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,60,      54.640142
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,61,      54.995728
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,62,      54.841120
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,63,      54.646352
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,64,      54.743321
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,65,      54.642461
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,66,      54.711741
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,67,      54.827539
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,68,      54.681301
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,69,      54.810500
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,70,      54.602683
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,71,      54.865110
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,72,      54.825270
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,73,      54.951708
3,double,uniform,PoisFFT,"D | D | D | D | N | D",192,74,      54.732941
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,0,     131.663435
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,1,     131.647615
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,2,     131.929202
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,3,     132.383846
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,4,     131.777144
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,5,     131.543896
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,6,     131.630995
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,7,     131.556196
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,8,     131.545546
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,9,     131.600606
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,10,     131.596366
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,11,     131.615216
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,12,     131.802673
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,13,     131.780033
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,14,     131.628805
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,15,     131.790214
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,16,     131.630055
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,17,     131.788603
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,18,     131.579626
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,19,     131.601355
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,20,     131.612895
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,21,     131.751924
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,22,     131.654906
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,23,     131.697925
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,24,     131.600345
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,25,     131.642675
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,26,     131.646515
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,27,     131.823923
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,28,     132.187679
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,29,     131.575446
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,30,     131.621155
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,31,     131.846583
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,32,     131.644675
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,33,     131.818333
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,34,     131.591996
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,35,     131.717625
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,36,     131.548226
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,37,     131.577096
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,38,     131.716754
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,39,     131.524656
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,40,     131.780594
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,41,     131.641195
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,42,     131.627665
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,43,     131.553996
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,44,     131.969932
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,45,     131.723994
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,46,     131.622705
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,47,     131.639245
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,48,     131.637635
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,49,     131.532256
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,50,     131.705415
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,51,     131.603726
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,52,     131.603916
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,53,     131.708684
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,54,     131.596875
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,55,     131.550647
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,56,     131.614405
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,57,     131.624495
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,58,     131.728784
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,59,     131.647445
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,60,     131.598436
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,61,     131.655095
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,62,     131.623895
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,63,     131.559256
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,64,     131.714094
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,65,     131.592486
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,66,     131.800033
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,67,     131.727384
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,68,     131.639575
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,69,     131.841444
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,70,     131.802414
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,71,     131.604565
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,72,     131.760374
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,73,     131.736605
3,double,uniform,PoisFFT,"D | D | D | D | N | D",256,74,     131.818693
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     352.160322
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     352.411709
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     351.972053
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     351.789856
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     352.767374
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     351.397120
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     351.780055
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     352.599756
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     351.391740
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     350.776556
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     351.049194
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     351.571288
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     351.628097
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     352.716635
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     351.018414
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     351.882045
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     352.046813
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     351.831505
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     352.079882
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     352.062963
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,20,     352.376749
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,21,     351.641687
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,22,     352.024343
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,23,     352.112492
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,24,     351.223872
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,25,     351.678587
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,26,     351.755885
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,27,     351.537548
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,28,     352.013693
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,29,     351.874655
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,30,     351.397430
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,31,     351.798146
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,32,     352.033202
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,33,     352.108051
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,34,     351.863025
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,35,     351.579618
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,36,     352.035562
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,37,     352.146591
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,38,     351.487109
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,39,     351.326620
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,40,     352.297450
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,41,     351.412060
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,42,     351.868154
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,43,     352.252790
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,44,     351.229622
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,45,     351.827905
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,46,     351.791866
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,47,     351.142892
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,48,     351.575008
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,49,     351.767876
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,50,     351.377930
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,51,     352.223331
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,52,     351.937444
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,53,     351.650916
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,54,     352.135581
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,55,     351.829415
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,56,     351.122913
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,57,     352.242191
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,58,     351.771116
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,59,     352.426088
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,60,     351.196782
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,61,     351.843994
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,62,     351.415990
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,63,     352.242090
3,double,uniform,PoisFFT,"D | D | D | D | N | D",320,64,     352.002453
