dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,0,       1.376675
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,1,       0.566614
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,2,       0.576743
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,3,       0.578673
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,4,       0.580543
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,5,       0.575044
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,6,       0.567634
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,7,       0.571334
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,8,       0.566384
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,9,       0.580414
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,10,       0.566024
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,11,       0.572304
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,12,       0.578404
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,13,       0.569314
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,14,       0.561503
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,15,       0.565804
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,16,       0.568754
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,17,       0.569434
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,18,       0.565353
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,19,       0.560724
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,20,       0.574924
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,21,       0.565823
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,22,       0.564804
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,23,       0.574573
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,24,       0.568864
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,25,       0.567354
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,26,       0.579034
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,27,       0.570213
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,28,       0.569494
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,29,       0.577244
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,30,       0.568364
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,31,       0.561544
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,32,       0.566284
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,33,       0.565014
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,34,       0.566603
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,35,       0.564753
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,36,       0.569214
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,37,       0.561464
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,38,       0.563594
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,39,       0.561354
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,40,       0.569623
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,41,       0.569694
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,42,       0.576783
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,43,       0.563474
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,44,       0.564584
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,45,       0.578623
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,46,       0.560243
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,47,       0.573174
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,48,       0.568304
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,49,       0.570554
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,50,       0.570394
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,51,       0.569124
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,52,       0.568813
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,53,       0.562314
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,54,       0.567164
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,55,       0.576593
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,56,       0.566764
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,57,       0.581484
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,58,       0.566223
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,59,       0.567124
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,60,       0.563203
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,61,       0.567563
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,62,       0.563124
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,63,       0.560304
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,64,       0.583103
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,65,       0.565544
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,66,       0.560424
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,67,       0.573424
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,68,       0.578754
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,69,       0.569003
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,70,       0.567983
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,71,       0.579294
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,72,       0.565693
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,73,       0.560183
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,74,       0.569033
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,0,      14.434500
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,1,      13.846656
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,2,      14.341270
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,3,      13.914195
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,4,      14.205472
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,5,      14.186653
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,6,      13.861817
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,7,      13.751777
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,8,      13.968965
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,9,      13.915936
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,10,      13.803567
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,11,      13.917505
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,12,      13.815087
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,13,      13.794187
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,14,      13.753407
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,15,      13.969925
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,16,      13.712278
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,17,      13.709927
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,18,      14.090213
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,19,      13.689138
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,20,      13.960595
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,21,      13.906696
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,22,      13.907375
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,23,      13.731918
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,24,      13.829787
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,25,      14.030275
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,26,      13.848646
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,27,      13.726448
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,28,      14.068463
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,29,      13.760037
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,30,      14.303622
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,31,      14.242412
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,32,      13.880476
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,33,      13.737728
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,34,      14.105823
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,35,      14.309301
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,36,      14.115514
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,37,      14.232662
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,38,      14.171642
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,39,      13.766308
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,40,      13.726928
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,41,      13.807267
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,42,      13.769967
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,43,      13.754668
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,44,      13.840526
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,45,      14.127664
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,46,      14.077694
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,47,      13.742018
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,48,      13.977284
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,49,      13.764897
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,50,      13.747597
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,51,      13.881806
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,52,      13.922076
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,53,      13.762387
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,54,      13.999495
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,55,      13.795017
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,56,      13.786387
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,57,      14.021395
3,double,uniform,PoisFFT,"P | P | P | P | D | N",128,58,      14.226502
