dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.791791
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.564124
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.575444
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.576104
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.573584
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.577464
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.569104
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.586113
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.590403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.580243
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.566034
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.579354
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.576074
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.586373
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.580174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.573053
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.581663
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.569864
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.581964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.580124
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,20,       0.581854
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,21,       0.579804
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,22,       0.582494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,23,       0.582463
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,24,       0.585343
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,25,       0.584264
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,26,       0.566174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,27,       0.566874
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,28,       0.575544
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,29,       0.591234
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,30,       0.570534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,31,       0.579494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,32,       0.586043
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,33,       0.579964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,34,       0.583754
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,35,       0.573744
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,36,       0.582604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,37,       0.581664
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,38,       0.575754
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,39,       0.577674
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,40,       0.577934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,41,       0.573083
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,42,       0.575574
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,43,       0.575884
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,44,       0.576394
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,45,       0.583094
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,46,       0.568454
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,47,       0.568744
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,48,       0.566943
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,49,       0.580364
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,50,       0.586174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,51,       0.576974
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,52,       0.586114
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,53,       0.612493
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,54,       0.594093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,55,       0.608243
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,56,       0.604483
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,57,       0.590064
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,58,       0.600704
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,59,       0.596744
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,60,       0.602634
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,61,       0.605594
