dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,0,      17.333672
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,52,       1.597103
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,53,       1.449434
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,54,       1.387065
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,55,       1.534503
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,56,       1.576593
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,57,       1.503884
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,58,       1.539464
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,59,       1.425555
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,60,       1.506483
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,61,       1.592173
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,62,       1.528913
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,63,       1.539443
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,64,       1.610502
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,65,       1.503754
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,66,       1.586633
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,67,       1.626472
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,68,       1.692262
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,69,       1.447104
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,70,       1.628822
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,71,       1.435734
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,72,       1.889100
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,73,       1.761000
3,float,uniform,PoisFFT,"N | D | N | N | N | N",64,74,       1.663822
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,0,      27.760868
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,1,      27.505090
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,2,      27.075026
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,3,      27.330053
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,4,      27.321313
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,5,      27.143155
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,6,      27.309594
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,7,      26.803129
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,8,      27.046526
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,9,      27.104055
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,10,      27.005697
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,11,      27.111376
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,12,      27.185804
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,13,      27.032587
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,14,      27.094295
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,15,      27.178694
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,16,      27.090075
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,17,      27.174925
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,18,      26.811538
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,19,      26.983727
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,20,      27.095795
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,21,      27.135035
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,22,      27.146115
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,23,      27.517931
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,24,      27.225574
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,25,      27.287553
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,26,      27.145825
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,27,      27.238174
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,28,      27.064156
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,29,      26.954816
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,30,      27.244444
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,31,      27.252984
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,32,      27.251893
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,33,      27.198245
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,34,      27.369573
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,35,      27.258463
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,36,      27.303203
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,37,      27.255154
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,38,      27.136155
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,39,      27.376283
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,40,      27.222035
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,41,      27.175604
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,42,      27.178034
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,43,      27.246343
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,44,      27.177175
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,45,      27.339763
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,46,      27.417642
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,47,      27.336702
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,48,      27.115215
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,49,      27.041996
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,50,      27.176245
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,51,      27.202374
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,52,      27.102095
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,53,      27.147295
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,54,      27.363232
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,55,      27.187484
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,56,      27.320143
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,57,      27.338863
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,58,      27.051386
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,59,      27.331023
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,60,      26.990977
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,61,      27.239743
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,62,      27.515031
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,63,      27.206095
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,64,      27.316803
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,65,      27.025127
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,66,      26.989457
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,67,      27.164675
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,68,      27.131635
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,69,      27.268543
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,70,      27.303973
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,71,      27.172344
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,72,      27.215444
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,73,      27.083635
3,float,uniform,PoisFFT,"N | D | N | N | N | N",128,74,      27.043416
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,0,      73.058296
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,1,      72.598571
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,2,      72.265175
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,3,      72.994236
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,4,      72.628331
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,5,      73.034356
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,6,      72.350873
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,7,      73.666039
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,8,      72.434232
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,9,      72.150225
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,10,      73.172505
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,11,      73.262823
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,12,      73.128325
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,13,      73.149165
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,14,      71.974557
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,15,      72.673070
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,16,      73.852978
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,17,      73.923916
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,18,      73.303643
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,19,      72.937537
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,20,      73.052086
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,21,      72.444613
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,22,      73.008476
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,23,      72.508832
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,24,      72.127626
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,25,      72.653520
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,26,      72.418463
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,27,      72.497852
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,28,      73.076575
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,29,      73.773608
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,30,      73.423012
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,31,      72.949687
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,32,      73.045246
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,33,      73.577110
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,34,      72.301154
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,35,      72.928517
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,36,      72.243905
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,37,      73.056526
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,38,      72.405263
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,39,      72.248685
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,40,      72.591791
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,41,      73.943106
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,42,      73.126226
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,43,      72.576670
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,44,      73.263874
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,45,      73.241274
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,46,      73.814287
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,47,      73.193844
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,48,      73.364292
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,49,      73.924816
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,50,      73.113035
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,51,      72.405063
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,52,      74.026816
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,53,      72.042057
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,54,      73.367163
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,55,      73.343772
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,56,      72.281624
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,57,      72.833678
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,58,      72.692170
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,59,      73.603270
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,60,      72.267915
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,61,      72.720929
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,62,      71.959668
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,63,      72.487072
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,64,      73.474751
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,65,      73.782838
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,66,      73.260814
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,67,      72.300434
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,68,      74.411121
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,69,      72.908368
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,70,      72.809589
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,71,      72.714350
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,72,      72.813219
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,73,      72.855138
3,float,uniform,PoisFFT,"N | D | N | N | N | N",192,74,      72.909017
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,0,      89.511437
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,1,      88.731335
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,2,      88.764945
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,3,     128.345895
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,4,      88.132432
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,5,      88.631327
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,6,      88.334860
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,7,      87.573368
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,8,     129.161305
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,9,      89.540767
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,10,      90.597755
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,11,     135.033242
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,12,     132.660838
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,13,     134.300580
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,14,     134.277150
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,15,     135.146031
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,16,     133.771426
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,17,     133.139993
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,18,      87.627667
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,19,      88.646897
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,20,      89.044052
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,21,      88.840064
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,22,     130.422942
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,23,      90.333318
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,24,      89.304130
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,25,      90.737444
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,26,      89.965332
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,27,      97.166393
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,28,      89.115651
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,29,      89.579406
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,30,      89.331789
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,31,      88.868865
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,32,      90.147140
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,33,      90.047812
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,34,     131.225593
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,35,      88.150612
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,36,      88.038213
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,37,      88.037854
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,38,     133.272691
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,39,     131.442811
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,40,     106.732870
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,41,      88.067383
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,42,      87.511679
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,43,      88.219870
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,44,      87.494859
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,45,      88.063733
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,46,      87.878425
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,47,      86.686178
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,48,      87.202522
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,49,      87.267202
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,50,      87.761096
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,51,      87.486659
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,52,      87.278911
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,53,      87.407349
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,54,      87.121233
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,55,      88.425459
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,56,      87.636617
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,57,      87.276191
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,58,      88.797945
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,59,      87.851645
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,60,      88.122732
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,61,      88.724806
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,62,      88.551318
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,63,      87.439189
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,64,      87.858485
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,65,      88.118593
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,66,      87.253521
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,67,      87.474319
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,68,      88.592237
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,69,      88.751955
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,70,      88.864414
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,71,      87.792996
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,72,      88.223131
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,73,      88.122552
3,float,uniform,PoisFFT,"N | D | N | N | N | N",256,74,      88.251661
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,0,     196.720351
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,1,     194.862162
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,2,     193.707705
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,3,     199.847217
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,4,     215.780925
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,5,     198.486752
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,6,     199.540071
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,7,     198.159396
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,8,     202.447519
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,9,     200.974576
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,10,     199.035106
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,11,     200.258673
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,12,     197.870059
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,13,     199.853467
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,14,     200.463831
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,15,     201.248622
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,16,     198.697430
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,17,     199.441262
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,18,     199.639889
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,19,     198.040477
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,20,     198.937398
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,21,     199.252804
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,22,     242.428604
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,23,     196.609363
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,24,     191.814885
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,25,     189.357831
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,26,     220.943469
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,27,     190.684327
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,28,     262.767244
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,29,     228.866622
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,30,     193.481427
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,31,     220.607222
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,32,     262.193519
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,33,     261.526427
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,34,     194.357678
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,35,     227.970652
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,36,     264.113169
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,37,     189.300022
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,38,     189.990205
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,39,     189.194904
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,40,     188.842227
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,41,     189.209343
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,42,     190.494919
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,43,     189.246343
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,44,     191.351590
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,45,     191.153022
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,46,     191.576297
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,47,     188.861527
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,48,     190.677407
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,49,     188.252513
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,50,     188.323723
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,51,     188.405982
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,52,     190.426170
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,53,     188.370663
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,54,     188.076746
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,55,     187.200065
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,56,     188.597500
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,57,     189.257153
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,58,     189.908836
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,59,     190.153023
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,60,     187.920837
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,61,     188.189415
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,62,     189.384241
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,63,     188.777068
3,float,uniform,PoisFFT,"N | D | N | N | N | N",320,64,     189.334122
