dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | D",64,0,       0.005011
1,double,uniform,PoisFFT,"D | D",192,59,       0.010369
1,double,uniform,PoisFFT,"D | D",192,60,       0.010320
1,double,uniform,PoisFFT,"D | D",192,61,       0.010360
1,double,uniform,PoisFFT,"D | D",192,62,       0.010390
1,double,uniform,PoisFFT,"D | D",192,63,       0.010360
1,double,uniform,PoisFFT,"D | D",192,64,       0.010370
1,double,uniform,PoisFFT,"D | D",192,65,       0.010450
1,double,uniform,PoisFFT,"D | D",192,66,       0.010329
1,double,uniform,PoisFFT,"D | D",192,67,       0.010390
1,double,uniform,PoisFFT,"D | D",192,68,       0.010370
1,double,uniform,PoisFFT,"D | D",192,69,       0.010400
1,double,uniform,PoisFFT,"D | D",192,70,       0.010380
1,double,uniform,PoisFFT,"D | D",192,71,       0.010409
1,double,uniform,PoisFFT,"D | D",192,72,       0.010770
1,double,uniform,PoisFFT,"D | D",192,73,       0.010411
1,double,uniform,PoisFFT,"D | D",192,74,       0.010370
1,double,uniform,PoisFFT,"D | D",256,0,       0.015550
1,double,uniform,PoisFFT,"D | D",256,1,       0.014360
1,double,uniform,PoisFFT,"D | D",256,2,       0.014509
1,double,uniform,PoisFFT,"D | D",256,3,       0.021570
1,double,uniform,PoisFFT,"D | D",256,4,       0.085899
1,double,uniform,PoisFFT,"D | D",256,5,       0.015380
1,double,uniform,PoisFFT,"D | D",256,6,       0.014240
1,double,uniform,PoisFFT,"D | D",256,7,       0.014380
1,double,uniform,PoisFFT,"D | D",256,8,       0.014440
1,double,uniform,PoisFFT,"D | D",256,9,       0.014310
1,double,uniform,PoisFFT,"D | D",256,10,       0.014250
1,double,uniform,PoisFFT,"D | D",256,11,       0.014149
1,double,uniform,PoisFFT,"D | D",256,12,       0.014130
1,double,uniform,PoisFFT,"D | D",256,13,       0.014280
1,double,uniform,PoisFFT,"D | D",256,14,       0.014140
1,double,uniform,PoisFFT,"D | D",256,15,       0.014209
1,double,uniform,PoisFFT,"D | D",256,16,       0.014310
1,double,uniform,PoisFFT,"D | D",256,17,       0.014180
1,double,uniform,PoisFFT,"D | D",256,18,       0.014130
1,double,uniform,PoisFFT,"D | D",256,19,       0.014210
1,double,uniform,PoisFFT,"D | D",256,20,       0.014170
1,double,uniform,PoisFFT,"D | D",256,21,       0.014280
1,double,uniform,PoisFFT,"D | D",256,22,       0.014170
1,double,uniform,PoisFFT,"D | D",256,23,       0.014190
1,double,uniform,PoisFFT,"D | D",256,24,       0.014110
1,double,uniform,PoisFFT,"D | D",256,25,       0.014279
1,double,uniform,PoisFFT,"D | D",256,26,       0.014270
1,double,uniform,PoisFFT,"D | D",256,27,       0.014420
1,double,uniform,PoisFFT,"D | D",256,28,       0.014110
1,double,uniform,PoisFFT,"D | D",256,29,       0.014209
1,double,uniform,PoisFFT,"D | D",256,30,       0.014139
1,double,uniform,PoisFFT,"D | D",256,31,       0.014090
1,double,uniform,PoisFFT,"D | D",256,32,       0.014000
1,double,uniform,PoisFFT,"D | D",256,33,       0.014330
1,double,uniform,PoisFFT,"D | D",256,34,       0.014259
1,double,uniform,PoisFFT,"D | D",256,35,       0.014280
1,double,uniform,PoisFFT,"D | D",256,36,       0.014420
1,double,uniform,PoisFFT,"D | D",256,37,       0.014300
1,double,uniform,PoisFFT,"D | D",256,38,       0.014130
1,double,uniform,PoisFFT,"D | D",256,39,       0.014419
1,double,uniform,PoisFFT,"D | D",256,40,       0.014190
1,double,uniform,PoisFFT,"D | D",256,41,       0.014120
1,double,uniform,PoisFFT,"D | D",256,42,       0.014250
1,double,uniform,PoisFFT,"D | D",256,43,       0.014240
1,double,uniform,PoisFFT,"D | D",256,44,       0.014060
1,double,uniform,PoisFFT,"D | D",256,45,       0.014160
1,double,uniform,PoisFFT,"D | D",256,46,       0.014220
1,double,uniform,PoisFFT,"D | D",256,47,       0.014300
1,double,uniform,PoisFFT,"D | D",256,48,       0.014269
1,double,uniform,PoisFFT,"D | D",256,49,       0.014420
1,double,uniform,PoisFFT,"D | D",256,50,       0.014310
1,double,uniform,PoisFFT,"D | D",256,51,       0.014100
1,double,uniform,PoisFFT,"D | D",256,52,       0.014169
1,double,uniform,PoisFFT,"D | D",256,53,       0.014290
1,double,uniform,PoisFFT,"D | D",256,54,       0.014170
1,double,uniform,PoisFFT,"D | D",256,55,       0.014260
1,double,uniform,PoisFFT,"D | D",256,56,       0.014210
1,double,uniform,PoisFFT,"D | D",256,57,       0.014180
1,double,uniform,PoisFFT,"D | D",256,58,       0.014200
1,double,uniform,PoisFFT,"D | D",256,59,       0.014340
1,double,uniform,PoisFFT,"D | D",256,60,       0.014160
1,double,uniform,PoisFFT,"D | D",256,61,       0.014160
1,double,uniform,PoisFFT,"D | D",256,62,       0.014319
1,double,uniform,PoisFFT,"D | D",256,63,       0.014120
1,double,uniform,PoisFFT,"D | D",256,64,       0.014190
1,double,uniform,PoisFFT,"D | D",256,65,       0.014100
1,double,uniform,PoisFFT,"D | D",256,66,       0.013979
1,double,uniform,PoisFFT,"D | D",256,67,       0.014300
1,double,uniform,PoisFFT,"D | D",256,68,       0.014270
1,double,uniform,PoisFFT,"D | D",256,69,       0.014290
1,double,uniform,PoisFFT,"D | D",256,70,       0.014130
1,double,uniform,PoisFFT,"D | D",256,71,       0.014630
1,double,uniform,PoisFFT,"D | D",256,72,       0.013999
1,double,uniform,PoisFFT,"D | D",256,73,       0.014310
1,double,uniform,PoisFFT,"D | D",256,74,       0.014340
1,double,uniform,PoisFFT,"D | D",320,0,       0.020460
1,double,uniform,PoisFFT,"D | D",320,1,       0.020189
1,double,uniform,PoisFFT,"D | D",320,2,       0.020140
1,double,uniform,PoisFFT,"D | D",320,3,       0.020130
1,double,uniform,PoisFFT,"D | D",320,4,       0.020110
1,double,uniform,PoisFFT,"D | D",320,5,       0.020149
1,double,uniform,PoisFFT,"D | D",320,6,       0.020150
1,double,uniform,PoisFFT,"D | D",320,7,       0.020110
1,double,uniform,PoisFFT,"D | D",320,8,       0.020149
1,double,uniform,PoisFFT,"D | D",320,9,       0.020139
1,double,uniform,PoisFFT,"D | D",320,10,       0.020100
1,double,uniform,PoisFFT,"D | D",320,11,       0.020110
1,double,uniform,PoisFFT,"D | D",320,12,       0.020149
1,double,uniform,PoisFFT,"D | D",320,13,       0.020140
1,double,uniform,PoisFFT,"D | D",320,14,       0.020120
1,double,uniform,PoisFFT,"D | D",320,15,       0.020129
1,double,uniform,PoisFFT,"D | D",320,16,       0.020119
1,double,uniform,PoisFFT,"D | D",320,17,       0.020150
1,double,uniform,PoisFFT,"D | D",320,18,       0.020150
1,double,uniform,PoisFFT,"D | D",320,19,       0.020090
1,double,uniform,PoisFFT,"D | D",320,20,       0.020100
1,double,uniform,PoisFFT,"D | D",320,21,       0.020090
1,double,uniform,PoisFFT,"D | D",320,22,       0.020120
1,double,uniform,PoisFFT,"D | D",320,23,       0.020160
1,double,uniform,PoisFFT,"D | D",320,24,       0.020090
1,double,uniform,PoisFFT,"D | D",320,25,       0.020140
1,double,uniform,PoisFFT,"D | D",320,26,       0.020129
1,double,uniform,PoisFFT,"D | D",320,27,       0.020150
1,double,uniform,PoisFFT,"D | D",320,28,       0.020070
1,double,uniform,PoisFFT,"D | D",320,29,       0.020850
1,double,uniform,PoisFFT,"D | D",320,30,       0.020080
1,double,uniform,PoisFFT,"D | D",320,31,       0.020150
1,double,uniform,PoisFFT,"D | D",320,32,       0.020090
1,double,uniform,PoisFFT,"D | D",320,33,       0.020100
1,double,uniform,PoisFFT,"D | D",320,34,       0.020130
1,double,uniform,PoisFFT,"D | D",320,35,       0.020160
1,double,uniform,PoisFFT,"D | D",320,36,       0.020120
1,double,uniform,PoisFFT,"D | D",320,37,       0.020180
1,double,uniform,PoisFFT,"D | D",320,38,       0.020730
1,double,uniform,PoisFFT,"D | D",320,39,       0.020120
1,double,uniform,PoisFFT,"D | D",320,40,       0.020080
1,double,uniform,PoisFFT,"D | D",320,41,       0.020100
1,double,uniform,PoisFFT,"D | D",320,42,       0.020120
1,double,uniform,PoisFFT,"D | D",320,43,       0.023830
1,double,uniform,PoisFFT,"D | D",320,44,       0.020149
1,double,uniform,PoisFFT,"D | D",320,45,       0.020170
1,double,uniform,PoisFFT,"D | D",320,46,       0.020140
1,double,uniform,PoisFFT,"D | D",320,47,       0.020140
1,double,uniform,PoisFFT,"D | D",320,48,       0.020119
1,double,uniform,PoisFFT,"D | D",320,49,       0.020100
1,double,uniform,PoisFFT,"D | D",320,50,       0.020120
1,double,uniform,PoisFFT,"D | D",320,51,       0.020100
1,double,uniform,PoisFFT,"D | D",320,52,       0.020119
1,double,uniform,PoisFFT,"D | D",320,53,       0.020160
1,double,uniform,PoisFFT,"D | D",320,54,       0.020160
1,double,uniform,PoisFFT,"D | D",320,55,       0.020109
1,double,uniform,PoisFFT,"D | D",320,56,       0.020160
1,double,uniform,PoisFFT,"D | D",320,57,       0.020090
1,double,uniform,PoisFFT,"D | D",320,58,       0.020130
1,double,uniform,PoisFFT,"D | D",320,59,       0.020119
1,double,uniform,PoisFFT,"D | D",320,60,       0.020130
1,double,uniform,PoisFFT,"D | D",320,61,       0.020110
1,double,uniform,PoisFFT,"D | D",320,62,       0.020119
1,double,uniform,PoisFFT,"D | D",320,63,       0.020100
1,double,uniform,PoisFFT,"D | D",320,64,       0.020110
1,double,uniform,PoisFFT,"D | D",320,65,       0.020109
1,double,uniform,PoisFFT,"D | D",320,66,       0.020100
1,double,uniform,PoisFFT,"D | D",320,67,       0.020100
1,double,uniform,PoisFFT,"D | D",320,68,       0.020120
1,double,uniform,PoisFFT,"D | D",320,69,       0.020079
1,double,uniform,PoisFFT,"D | D",320,70,       0.020200
1,double,uniform,PoisFFT,"D | D",320,71,       0.020150
1,double,uniform,PoisFFT,"D | D",320,72,       0.020559
1,double,uniform,PoisFFT,"D | D",320,73,       0.020170
1,double,uniform,PoisFFT,"D | D",320,74,       0.020120
1,double,uniform,PoisFFT,"D | D",384,0,       0.006400
1,double,uniform,PoisFFT,"D | D",384,1,       0.006200
1,double,uniform,PoisFFT,"D | D",384,2,       0.006111
1,double,uniform,PoisFFT,"D | D",384,3,       0.006190
1,double,uniform,PoisFFT,"D | D",384,4,       0.006110
1,double,uniform,PoisFFT,"D | D",384,5,       0.006070
1,double,uniform,PoisFFT,"D | D",384,6,       0.006160
1,double,uniform,PoisFFT,"D | D",384,7,       0.006020
1,double,uniform,PoisFFT,"D | D",384,8,       0.006050
1,double,uniform,PoisFFT,"D | D",384,9,       0.006010
1,double,uniform,PoisFFT,"D | D",384,10,       0.006089
1,double,uniform,PoisFFT,"D | D",384,11,       0.006099
1,double,uniform,PoisFFT,"D | D",384,12,       0.006040
1,double,uniform,PoisFFT,"D | D",384,13,       0.006090
1,double,uniform,PoisFFT,"D | D",384,14,       0.006080
1,double,uniform,PoisFFT,"D | D",384,15,       0.006060
1,double,uniform,PoisFFT,"D | D",384,16,       0.006010
1,double,uniform,PoisFFT,"D | D",384,17,       0.006010
1,double,uniform,PoisFFT,"D | D",384,18,       0.006100
1,double,uniform,PoisFFT,"D | D",384,19,       0.006040
1,double,uniform,PoisFFT,"D | D",384,20,       0.006050
1,double,uniform,PoisFFT,"D | D",384,21,       0.006100
1,double,uniform,PoisFFT,"D | D",384,22,       0.006050
1,double,uniform,PoisFFT,"D | D",384,23,       0.006000
1,double,uniform,PoisFFT,"D | D",384,24,       0.006110
1,double,uniform,PoisFFT,"D | D",384,25,       0.006060
1,double,uniform,PoisFFT,"D | D",384,26,       0.006150
1,double,uniform,PoisFFT,"D | D",384,27,       0.006020
1,double,uniform,PoisFFT,"D | D",384,28,       0.006050
1,double,uniform,PoisFFT,"D | D",384,29,       0.006030
1,double,uniform,PoisFFT,"D | D",384,30,       0.005990
1,double,uniform,PoisFFT,"D | D",384,31,       0.006100
1,double,uniform,PoisFFT,"D | D",384,32,       0.006030
1,double,uniform,PoisFFT,"D | D",384,33,       0.006029
1,double,uniform,PoisFFT,"D | D",384,34,       0.006049
1,double,uniform,PoisFFT,"D | D",384,35,       0.006060
1,double,uniform,PoisFFT,"D | D",384,36,       0.006060
1,double,uniform,PoisFFT,"D | D",384,37,       0.006050
1,double,uniform,PoisFFT,"D | D",384,38,       0.006040
1,double,uniform,PoisFFT,"D | D",384,39,       0.006050
1,double,uniform,PoisFFT,"D | D",384,40,       0.006049
1,double,uniform,PoisFFT,"D | D",384,41,       0.006060
1,double,uniform,PoisFFT,"D | D",384,42,       0.006050
1,double,uniform,PoisFFT,"D | D",384,43,       0.006070
1,double,uniform,PoisFFT,"D | D",384,44,       0.006080
1,double,uniform,PoisFFT,"D | D",384,45,       0.006060
1,double,uniform,PoisFFT,"D | D",384,46,       0.006030
1,double,uniform,PoisFFT,"D | D",384,47,       0.006130
1,double,uniform,PoisFFT,"D | D",384,48,       0.006299
1,double,uniform,PoisFFT,"D | D",384,49,       0.006080
1,double,uniform,PoisFFT,"D | D",384,50,       0.006060
1,double,uniform,PoisFFT,"D | D",384,51,       0.006040
1,double,uniform,PoisFFT,"D | D",384,52,       0.006050
1,double,uniform,PoisFFT,"D | D",384,53,       0.006070
1,double,uniform,PoisFFT,"D | D",384,54,       0.006050
1,double,uniform,PoisFFT,"D | D",384,55,       0.006050
1,double,uniform,PoisFFT,"D | D",384,56,       0.006031
1,double,uniform,PoisFFT,"D | D",384,57,       0.006040
1,double,uniform,PoisFFT,"D | D",384,58,       0.006030
1,double,uniform,PoisFFT,"D | D",384,59,       0.006030
1,double,uniform,PoisFFT,"D | D",384,60,       0.006010
1,double,uniform,PoisFFT,"D | D",384,61,       0.006020
1,double,uniform,PoisFFT,"D | D",384,62,       0.006040
1,double,uniform,PoisFFT,"D | D",384,63,       0.006090
1,double,uniform,PoisFFT,"D | D",384,64,       0.006051
1,double,uniform,PoisFFT,"D | D",384,65,       0.006000
1,double,uniform,PoisFFT,"D | D",384,66,       0.006020
1,double,uniform,PoisFFT,"D | D",384,67,       0.006040
1,double,uniform,PoisFFT,"D | D",384,68,       0.006030
1,double,uniform,PoisFFT,"D | D",384,69,       0.006191
1,double,uniform,PoisFFT,"D | D",384,70,       0.006040
1,double,uniform,PoisFFT,"D | D",384,71,       0.006020
1,double,uniform,PoisFFT,"D | D",384,72,       0.006030
1,double,uniform,PoisFFT,"D | D",384,73,       0.006050
1,double,uniform,PoisFFT,"D | D",384,74,       0.006010
1,double,uniform,PoisFFT,"D | D",448,0,       0.026900
1,double,uniform,PoisFFT,"D | D",448,1,       0.025269
1,double,uniform,PoisFFT,"D | D",448,2,       0.025360
1,double,uniform,PoisFFT,"D | D",448,3,       0.025010
1,double,uniform,PoisFFT,"D | D",448,4,       0.025210
1,double,uniform,PoisFFT,"D | D",448,5,       0.025210
1,double,uniform,PoisFFT,"D | D",448,6,       0.025269
1,double,uniform,PoisFFT,"D | D",448,7,       0.025320
1,double,uniform,PoisFFT,"D | D",448,8,       0.025050
1,double,uniform,PoisFFT,"D | D",448,9,       0.025269
1,double,uniform,PoisFFT,"D | D",448,10,       0.025320
1,double,uniform,PoisFFT,"D | D",448,11,       0.025170
1,double,uniform,PoisFFT,"D | D",448,12,       0.025269
