dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,0,      17.012787
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,65,      68.227466
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,66,      68.248735
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,67,      68.169187
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,68,      68.185106
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,69,      68.391135
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,70,      68.352014
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,71,      68.034798
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,72,      68.356725
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,73,      68.260606
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,74,      68.234706
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,0,     123.040137
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,1,     123.384073
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,2,     122.553581
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,3,     122.657440
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,4,     122.640581
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,5,     122.777089
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,6,     122.863188
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,7,     122.986727
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,8,     122.623661
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,9,     122.312415
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,10,     123.094836
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,11,     123.134966
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,12,     122.713530
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,13,     122.535782
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,14,     122.547752
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,15,     122.966857
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,16,     122.909677
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,17,     122.845548
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,18,     122.878108
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,19,     122.989668
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,20,     122.799189
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,21,     123.156535
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,22,     122.981617
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,23,     123.190485
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,24,     122.476332
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,25,     122.617191
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,26,     122.801039
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,27,     122.620890
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,28,     123.252475
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,29,     122.319164
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,30,     122.955218
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,31,     122.749149
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,32,     122.643151
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,33,     122.627531
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,34,     122.500282
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,35,     122.207926
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,36,     122.569682
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,37,     122.869658
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,38,     122.905738
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,39,     122.455573
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,40,     122.520242
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,41,     122.740660
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,42,     123.013747
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,43,     122.420544
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,44,     122.515113
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,45,     122.277475
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,46,     122.614421
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,47,     123.271034
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,48,     122.249725
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,49,     122.907208
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,50,     122.469393
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,51,     122.393813
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,52,     122.693700
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,53,     123.194265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,54,     122.445712
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,55,     122.844209
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,56,     123.118745
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,57,     123.162345
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,58,     122.570462
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,59,     122.628581
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,60,     122.623092
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,61,     123.264554
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,62,     122.592881
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,63,     122.636281
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,64,     123.079907
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,65,     122.381914
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,66,     122.610601
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,67,     122.591681
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,68,     122.681300
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,69,     122.837139
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,70,     122.860558
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,71,     122.784999
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,72,     123.117676
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,73,     122.525302
3,float,uniform,PoisFFT,"P | P | P | P | N | D",384,74,     123.028427
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,0,     207.727716
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,1,     206.078023
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,2,     207.179052
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,3,     206.591398
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,4,     206.704787
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,5,     206.635507
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,6,     206.377349
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,7,     206.592618
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,8,     206.694237
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,9,     206.505069
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,10,     206.919695
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,11,     206.239362
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,12,     207.373879
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,13,     207.331129
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,14,     206.732207
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,15,     206.362510
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,16,     206.934695
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,17,     207.041643
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,18,     207.043143
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,19,     206.282851
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,20,     206.765186
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,21,     206.361670
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,22,     206.550869
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,23,     207.662527
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,24,     206.224871
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,25,     207.215161
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,26,     206.650977
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,27,     207.333070
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,28,     207.214542
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,29,     206.980934
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,30,     208.056642
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,31,     206.326010
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,32,     206.218892
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,33,     208.262450
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,34,     207.815745
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,35,     207.778415
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,36,     207.598708
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,37,     207.696346
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,38,     207.800895
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,39,     207.473669
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,40,     208.151781
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,41,     207.315760
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,42,     206.910255
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,43,     207.461668
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,44,     208.235300
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,45,     207.499897
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,46,     207.421809
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,47,     207.501398
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,48,     207.493488
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,49,     207.481358
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,50,     207.890433
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,51,     208.204460
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,52,     207.240290
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,53,     207.334560
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,54,     207.574717
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,55,     207.781075
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,56,     208.193700
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,57,     208.357239
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,58,     207.778985
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,59,     208.348369
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,60,     207.616117
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,61,     207.424109
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,62,     209.160450
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,63,     207.713276
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,64,     208.290890
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,65,     207.467198
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,66,     204.826217
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,67,     206.284921
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,68,     206.466459
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,69,     206.100904
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,70,     205.713578
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,71,     206.062924
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,72,     205.385491
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,73,     205.016184
3,float,uniform,PoisFFT,"P | P | P | P | N | D",448,74,     204.646619
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,0,     301.116712
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,1,     301.863013
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,2,     300.651226
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,3,     300.975182
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,4,     301.393608
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,5,     301.985922
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,6,     301.245659
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,7,     301.682755
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,8,     301.628736
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,9,     300.963963
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,10,     301.875822
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,11,     301.585576
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,12,     301.428358
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,13,     301.290829
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,14,     301.772794
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,15,     301.738214
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,16,     302.040871
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,17,     301.464827
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,18,     301.288860
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,19,     302.104191
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,20,     301.521037
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,21,     301.625726
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,22,     301.640355
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,23,     301.709645
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,24,     301.327298
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,25,     301.256620
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,26,     301.527567
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,27,     302.082831
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,28,     301.570176
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,29,     301.650185
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,30,     301.868113
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,31,     301.371028
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,32,     301.848313
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,33,     301.684265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,34,     301.565287
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,35,     301.227320
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,36,     301.631515
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,37,     301.314969
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,38,     302.039011
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,39,     301.232139
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,40,     301.279880
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,41,     301.690835
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,42,     301.229260
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,43,     301.667485
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,44,     301.818644
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,45,     301.340149
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,46,     301.175761
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,47,     301.402618
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,48,     301.655165
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,49,     301.304919
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,50,     301.697385
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,51,     301.401878
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,52,     301.004632
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,53,     301.484228
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,54,     301.879623
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,55,     301.167700
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,56,     301.643105
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,57,     301.865273
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,58,     301.580926
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,59,     301.849434
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,60,     301.640725
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,61,     301.457038
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,62,     301.886933
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,63,     301.704345
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,64,     301.235220
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,65,     301.366568
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,66,     301.913423
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,67,     301.791024
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,68,     301.607306
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,69,     301.511207
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,70,     301.457597
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,71,     301.701815
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,72,     301.740265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,73,     301.458387
3,float,uniform,PoisFFT,"P | P | P | P | N | D",512,74,     301.207941
