dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       1.305045
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,27,       0.701992
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,28,       0.711832
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,29,       0.723201
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,30,       0.674792
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,31,       0.665733
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,32,       0.657473
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,33,       0.684462
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,34,       0.648633
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,35,       0.675213
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,36,       0.694022
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,37,       0.664653
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,38,       0.658373
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,39,       0.677213
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,40,       0.673292
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,41,       0.711122
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,42,       0.679972
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,43,       0.677823
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,44,       0.706202
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,45,       0.681542
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,46,       0.698513
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,47,       0.681333
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,48,       0.683652
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,49,       0.675062
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,50,       0.682442
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,51,       0.709242
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,52,       0.669912
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,53,       0.678632
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,54,       0.702192
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,55,       0.688042
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,56,       0.674992
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,57,       0.681042
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,58,       0.690472
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,59,       0.677273
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,60,       0.686162
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,61,       0.672513
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,62,       0.676923
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,63,       0.667403
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,64,       0.667013
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,65,       0.685252
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,66,       0.693102
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,67,       0.694132
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,68,       0.677172
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,69,       0.682752
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,70,       0.694232
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,71,       0.676992
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,72,       0.668193
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,73,       0.699972
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,74,       0.689572
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,0,       4.960745
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,1,       4.674988
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,2,       4.648058
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,3,       4.935355
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,4,       4.867915
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,5,       4.870125
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,6,       5.142092
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,7,       4.999604
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,8,       5.070074
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,9,       5.189562
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,10,       5.069914
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,11,       5.428170
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,12,       4.655328
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,13,       4.764687
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,14,       5.092693
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,15,       4.716617
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,16,       4.988344
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,17,       5.309321
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,18,       4.731517
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,19,       4.724187
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,20,       5.031523
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,21,       5.138493
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,22,       4.849486
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,23,       4.932505
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,24,       4.767867
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,25,       5.341761
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,26,       5.312460
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,27,       5.020154
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,28,       4.758697
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,29,       4.858706
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,30,       5.149213
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,31,       4.648659
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,32,       4.608448
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,33,       4.848546
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,34,       4.659168
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,35,       4.636408
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,36,       4.697988
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,37,       4.524980
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,38,       4.897185
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,39,       5.158683
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,40,       4.801727
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,41,       4.882136
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,42,       4.613939
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,43,       5.041344
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,44,       4.614989
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,45,       5.342391
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,46,       4.997244
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,47,       4.992105
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,48,       4.735197
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,49,       5.241471
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,50,       4.832346
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,51,       5.132822
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,52,       5.098693
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,53,       5.026304
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,54,       5.150673
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,55,       5.116883
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,56,       4.949575
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,57,       4.668868
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,58,       4.770357
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,59,       5.091963
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,60,       4.994214
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,61,       5.534828
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,62,       5.226022
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,63,       4.990594
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,64,       4.878705
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,65,       5.065073
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,66,       5.394940
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,67,       5.334651
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,68,       4.861696
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,69,       4.624278
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,70,       5.539418
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,71,       4.863136
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,72,       5.336210
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,73,       4.797066
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,74,       5.065034
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,0,      13.882595
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,1,      14.080713
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,2,      14.230911
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,3,      13.821576
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,4,      13.387421
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,5,      13.698528
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,6,      13.381911
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,7,      13.623288
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,8,      13.714057
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,9,      13.320591
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,10,      13.506449
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,11,      13.801496
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,12,      13.170593
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,13,      13.369650
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,14,      13.301902
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,15,      13.456400
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,16,      13.492389
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,17,      13.377591
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,18,      13.452880
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,19,      13.803006
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,20,      13.749826
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,21,      13.715097
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,22,      13.405931
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,23,      13.649857
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,24,      13.554019
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,25,      13.880675
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,26,      13.751977
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,27,      13.795996
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,28,      14.115713
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,29,      14.379230
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,30,      13.221483
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,31,      15.362648
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,32,      13.416310
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,33,      13.250703
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,34,      13.162973
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,35,      13.180713
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,36,      13.656508
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,37,      13.573219
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,38,      13.499400
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,39,      13.238662
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,40,      13.687738
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,41,      13.715897
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,42,      13.703037
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,43,      13.417601
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,44,      13.349222
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,45,      13.721687
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,46,      13.496870
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,47,      13.095744
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,48,      14.942554
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,49,      13.317331
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,50,      13.323271
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,51,      13.651537
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,52,      13.885965
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,53,      13.820336
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,54,      13.614408
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,55,      13.763986
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,56,      13.542389
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,57,      13.850695
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,58,      13.670787
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,59,      14.084223
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,60,      13.622218
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,61,      13.311662
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,62,      13.273992
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,63,      13.490990
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,64,      13.533090
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,65,      13.836376
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,66,      13.684837
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,67,      13.291861
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,68,      13.712267
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,69,      14.110823
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,70,      13.578179
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,71,      13.749137
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,72,      13.916975
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,73,      13.324391
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,74,      13.372142
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,0,      50.133171
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,1,      50.291479
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,2,      49.304231
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,3,      49.565738
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,4,      63.138826
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,5,      75.272831
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,6,      51.320337
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,7,      51.346677
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,8,      50.410418
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,9,      58.769954
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,10,      79.007679
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,11,      50.802893
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,12,      50.895193
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,13,      50.967031
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,14,      50.520857
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,15,      50.552127
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,16,      59.190320
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,17,      75.757756
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,18,      74.979654
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,19,      75.103682
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,20,      74.809466
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,21,      73.758398
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,22,      72.132215
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,23,      80.671580
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,24,      75.408899
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,25,      71.611342
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,26,      75.046023
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,27,      74.772217
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,28,      72.564441
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,29,      80.443092
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,30,      52.844481
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,31,      52.728912
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,32,      52.536244
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,33,      53.234766
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,34,      60.817082
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,35,      73.197414
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,36,      74.245492
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,37,      51.882842
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,38,      51.961161
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,39,      51.912201
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,40,      51.878082
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,41,      51.986421
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,42,      59.307178
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,43,      75.172872
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,44,      77.834032
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,45,      72.976586
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,46,      52.303327
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,47,      52.878091
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,48,      60.234109
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,49,      74.939275
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,50,      74.184423
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,51,      80.161106
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,52,      78.782901
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,53,      74.322041
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,54,      52.808861
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,55,      53.036969
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,56,      51.529065
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,57,      52.195738
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,58,      59.052312
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,59,      52.065709
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,60,      52.514704
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,61,      51.205789
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,62,      52.054099
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,63,      60.440376
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,64,      50.251580
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,65,      50.084021
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,66,      49.782755
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,67,      49.951423
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,68,      49.943093
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,69,      49.970303
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,70,      49.947873
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,71,      49.145261
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,72,      50.046742
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,73,      49.760385
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,74,      49.853084
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,      93.316040
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,      92.507419
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,      92.667127
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,      92.561798
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,      93.014272
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,      92.743546
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,     104.363097
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,     126.616448
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,      92.630847
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,      92.038604
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,      93.285270
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,      92.531978
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,      93.090372
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,     104.539185
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,      92.365690
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,      92.255221
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,      92.360240
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,     104.329767
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,      91.929305
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,      92.339510
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,20,      92.453469
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,21,      92.550958
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,22,      92.941384
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,23,      92.321830
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,24,      93.084622
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,25,      92.299461
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,26,      92.369860
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,27,      92.952054
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,28,      93.272110
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,29,      92.528138
