dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.328945
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,1,       0.568944
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,2,       0.562013
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,3,       0.565384
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,4,       0.567563
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,5,       0.566913
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,6,       0.565743
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,7,       0.565073
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,8,       0.561334
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,9,       0.560684
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,10,       0.563704
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,11,       0.557164
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,12,       0.565244
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,13,       0.567163
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,14,       0.556683
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,15,       0.561274
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,16,       0.566904
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,17,       0.566584
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,18,       0.564603
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,19,       0.563534
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,20,       0.565373
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,21,       0.564793
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,22,       0.563114
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,23,       0.568034
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,24,       0.565124
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,25,       0.563103
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,26,       0.566443
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,27,       0.565533
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,28,       0.560064
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,29,       0.562144
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,30,       0.562434
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,31,       0.563333
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,32,       0.568154
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,33,       0.562484
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,34,       0.559554
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,35,       0.560313
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,36,       0.570854
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,37,       0.566563
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,38,       0.559073
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,39,       0.558854
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,40,       0.563794
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,41,       0.556674
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,42,       0.558793
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,43,       0.563354
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,44,       0.559444
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,45,       0.558254
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,46,       0.569134
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,47,       0.567794
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,48,       0.565754
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,49,       0.558304
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,50,       0.565323
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,51,       0.560504
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,52,       0.569584
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,53,       0.570653
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,54,       0.570544
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,55,       0.567024
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,56,       0.581334
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,57,       0.564804
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,58,       0.559943
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,59,       0.559253
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,60,       0.569693
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,61,       0.563023
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,62,       0.564593
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,63,       0.557823
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,64,       0.556623
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,65,       0.557933
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,66,       0.565294
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,67,       0.566774
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,68,       0.563464
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,69,       0.571273
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,70,       0.568143
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,71,       0.562804
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,72,       0.562614
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,73,       0.565244
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,74,       0.569334
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,0,      13.794404
