dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"D | D",64,0,       0.006420
1,float,uniform,PoisFFT,"D | D",64,44,       0.000840
1,float,uniform,PoisFFT,"D | D",64,45,       0.000840
1,float,uniform,PoisFFT,"D | D",64,46,       0.000830
1,float,uniform,PoisFFT,"D | D",64,47,       0.000840
1,float,uniform,PoisFFT,"D | D",64,48,       0.000840
1,float,uniform,PoisFFT,"D | D",64,49,       0.000830
1,float,uniform,PoisFFT,"D | D",64,50,       0.000840
1,float,uniform,PoisFFT,"D | D",64,51,       0.000850
1,float,uniform,PoisFFT,"D | D",64,52,       0.000840
1,float,uniform,PoisFFT,"D | D",64,53,       0.000850
1,float,uniform,PoisFFT,"D | D",64,54,       0.000860
1,float,uniform,PoisFFT,"D | D",64,55,       0.000850
1,float,uniform,PoisFFT,"D | D",64,56,       0.000850
1,float,uniform,PoisFFT,"D | D",64,57,       0.000840
1,float,uniform,PoisFFT,"D | D",64,58,       0.000850
1,float,uniform,PoisFFT,"D | D",64,59,       0.000850
1,float,uniform,PoisFFT,"D | D",64,60,       0.000840
1,float,uniform,PoisFFT,"D | D",64,61,       0.000840
1,float,uniform,PoisFFT,"D | D",64,62,       0.000840
1,float,uniform,PoisFFT,"D | D",64,63,       0.000840
1,float,uniform,PoisFFT,"D | D",64,64,       0.000850
1,float,uniform,PoisFFT,"D | D",64,65,       0.000860
1,float,uniform,PoisFFT,"D | D",64,66,       0.000830
1,float,uniform,PoisFFT,"D | D",64,67,       0.000831
1,float,uniform,PoisFFT,"D | D",64,68,       0.000840
1,float,uniform,PoisFFT,"D | D",64,69,       0.000840
1,float,uniform,PoisFFT,"D | D",64,70,       0.000829
1,float,uniform,PoisFFT,"D | D",64,71,       0.000840
1,float,uniform,PoisFFT,"D | D",64,72,       0.000850
1,float,uniform,PoisFFT,"D | D",64,73,       0.000830
1,float,uniform,PoisFFT,"D | D",64,74,       0.000850
1,float,uniform,PoisFFT,"D | D",128,0,       0.004240
1,float,uniform,PoisFFT,"D | D",128,1,       0.004100
1,float,uniform,PoisFFT,"D | D",128,2,       0.004060
1,float,uniform,PoisFFT,"D | D",128,3,       0.004030
1,float,uniform,PoisFFT,"D | D",128,4,       0.004031
1,float,uniform,PoisFFT,"D | D",128,5,       0.004031
1,float,uniform,PoisFFT,"D | D",128,6,       0.004030
1,float,uniform,PoisFFT,"D | D",128,7,       0.004020
1,float,uniform,PoisFFT,"D | D",128,8,       0.004020
1,float,uniform,PoisFFT,"D | D",128,9,       0.004020
1,float,uniform,PoisFFT,"D | D",128,10,       0.004030
1,float,uniform,PoisFFT,"D | D",128,11,       0.004020
1,float,uniform,PoisFFT,"D | D",128,12,       0.004020
1,float,uniform,PoisFFT,"D | D",128,13,       0.004030
1,float,uniform,PoisFFT,"D | D",128,14,       0.004010
1,float,uniform,PoisFFT,"D | D",128,15,       0.004020
1,float,uniform,PoisFFT,"D | D",128,16,       0.004040
1,float,uniform,PoisFFT,"D | D",128,17,       0.004029
1,float,uniform,PoisFFT,"D | D",128,18,       0.004020
1,float,uniform,PoisFFT,"D | D",128,19,       0.004029
1,float,uniform,PoisFFT,"D | D",128,20,       0.004030
1,float,uniform,PoisFFT,"D | D",128,21,       0.004030
1,float,uniform,PoisFFT,"D | D",128,22,       0.004040
1,float,uniform,PoisFFT,"D | D",128,23,       0.004050
1,float,uniform,PoisFFT,"D | D",128,24,       0.004040
1,float,uniform,PoisFFT,"D | D",128,25,       0.004040
1,float,uniform,PoisFFT,"D | D",128,26,       0.004030
1,float,uniform,PoisFFT,"D | D",128,27,       0.004040
1,float,uniform,PoisFFT,"D | D",128,28,       0.004020
1,float,uniform,PoisFFT,"D | D",128,29,       0.004040
1,float,uniform,PoisFFT,"D | D",128,30,       0.004020
1,float,uniform,PoisFFT,"D | D",128,31,       0.004050
1,float,uniform,PoisFFT,"D | D",128,32,       0.004029
1,float,uniform,PoisFFT,"D | D",128,33,       0.004040
1,float,uniform,PoisFFT,"D | D",128,34,       0.004030
1,float,uniform,PoisFFT,"D | D",128,35,       0.004030
1,float,uniform,PoisFFT,"D | D",128,36,       0.004030
1,float,uniform,PoisFFT,"D | D",128,37,       0.004050
1,float,uniform,PoisFFT,"D | D",128,38,       0.004050
1,float,uniform,PoisFFT,"D | D",128,39,       0.004030
1,float,uniform,PoisFFT,"D | D",128,40,       0.004020
1,float,uniform,PoisFFT,"D | D",128,41,       0.004030
1,float,uniform,PoisFFT,"D | D",128,42,       0.004060
1,float,uniform,PoisFFT,"D | D",128,43,       0.004020
1,float,uniform,PoisFFT,"D | D",128,44,       0.004030
1,float,uniform,PoisFFT,"D | D",128,45,       0.004011
1,float,uniform,PoisFFT,"D | D",128,46,       0.004020
1,float,uniform,PoisFFT,"D | D",128,47,       0.004030
1,float,uniform,PoisFFT,"D | D",128,48,       0.004040
1,float,uniform,PoisFFT,"D | D",128,49,       0.004030
1,float,uniform,PoisFFT,"D | D",128,50,       0.004050
1,float,uniform,PoisFFT,"D | D",128,51,       0.004040
1,float,uniform,PoisFFT,"D | D",128,52,       0.004040
1,float,uniform,PoisFFT,"D | D",128,53,       0.004040
1,float,uniform,PoisFFT,"D | D",128,54,       0.004040
1,float,uniform,PoisFFT,"D | D",128,55,       0.004040
1,float,uniform,PoisFFT,"D | D",128,56,       0.004050
1,float,uniform,PoisFFT,"D | D",128,57,       0.004030
1,float,uniform,PoisFFT,"D | D",128,58,       0.004040
1,float,uniform,PoisFFT,"D | D",128,59,       0.004020
1,float,uniform,PoisFFT,"D | D",128,60,       0.004040
1,float,uniform,PoisFFT,"D | D",128,61,       0.004029
1,float,uniform,PoisFFT,"D | D",128,62,       0.004030
1,float,uniform,PoisFFT,"D | D",128,63,       0.004010
1,float,uniform,PoisFFT,"D | D",128,64,       0.004030
1,float,uniform,PoisFFT,"D | D",128,65,       0.004040
1,float,uniform,PoisFFT,"D | D",128,66,       0.004030
1,float,uniform,PoisFFT,"D | D",128,67,       0.004030
1,float,uniform,PoisFFT,"D | D",128,68,       0.004050
1,float,uniform,PoisFFT,"D | D",128,69,       0.004030
1,float,uniform,PoisFFT,"D | D",128,70,       0.004030
1,float,uniform,PoisFFT,"D | D",128,71,       0.004040
1,float,uniform,PoisFFT,"D | D",128,72,       0.004039
1,float,uniform,PoisFFT,"D | D",128,73,       0.004051
1,float,uniform,PoisFFT,"D | D",128,74,       0.004031
1,float,uniform,PoisFFT,"D | D",192,0,       0.012360
1,float,uniform,PoisFFT,"D | D",192,1,       0.009769
1,float,uniform,PoisFFT,"D | D",192,2,       0.009750
1,float,uniform,PoisFFT,"D | D",192,3,       0.009720
1,float,uniform,PoisFFT,"D | D",192,4,       0.009700
1,float,uniform,PoisFFT,"D | D",192,5,       0.009710
1,float,uniform,PoisFFT,"D | D",192,6,       0.009740
1,float,uniform,PoisFFT,"D | D",192,7,       0.009719
1,float,uniform,PoisFFT,"D | D",192,8,       0.009699
1,float,uniform,PoisFFT,"D | D",192,9,       0.009690
1,float,uniform,PoisFFT,"D | D",192,10,       0.009750
1,float,uniform,PoisFFT,"D | D",192,11,       0.009700
1,float,uniform,PoisFFT,"D | D",192,12,       0.009740
1,float,uniform,PoisFFT,"D | D",192,13,       0.009720
1,float,uniform,PoisFFT,"D | D",192,14,       0.009709
1,float,uniform,PoisFFT,"D | D",192,15,       0.009691
1,float,uniform,PoisFFT,"D | D",192,16,       0.009680
1,float,uniform,PoisFFT,"D | D",192,17,       0.009700
1,float,uniform,PoisFFT,"D | D",192,18,       0.009690
1,float,uniform,PoisFFT,"D | D",192,19,       0.009730
1,float,uniform,PoisFFT,"D | D",192,20,       0.009690
1,float,uniform,PoisFFT,"D | D",192,21,       0.009690
1,float,uniform,PoisFFT,"D | D",192,22,       0.009700
1,float,uniform,PoisFFT,"D | D",192,23,       0.009720
1,float,uniform,PoisFFT,"D | D",192,24,       0.009700
1,float,uniform,PoisFFT,"D | D",192,25,       0.009690
1,float,uniform,PoisFFT,"D | D",192,26,       0.009700
1,float,uniform,PoisFFT,"D | D",192,27,       0.009680
1,float,uniform,PoisFFT,"D | D",192,28,       0.009719
1,float,uniform,PoisFFT,"D | D",192,29,       0.009689
1,float,uniform,PoisFFT,"D | D",192,30,       0.009700
1,float,uniform,PoisFFT,"D | D",192,31,       0.009720
1,float,uniform,PoisFFT,"D | D",192,32,       0.016380
1,float,uniform,PoisFFT,"D | D",192,33,       0.009720
1,float,uniform,PoisFFT,"D | D",192,34,       0.009700
1,float,uniform,PoisFFT,"D | D",192,35,       0.009679
1,float,uniform,PoisFFT,"D | D",192,36,       0.009720
1,float,uniform,PoisFFT,"D | D",192,37,       0.009700
1,float,uniform,PoisFFT,"D | D",192,38,       0.009700
1,float,uniform,PoisFFT,"D | D",192,39,       0.009710
1,float,uniform,PoisFFT,"D | D",192,40,       0.009670
1,float,uniform,PoisFFT,"D | D",192,41,       0.009700
1,float,uniform,PoisFFT,"D | D",192,42,       0.009690
1,float,uniform,PoisFFT,"D | D",192,43,       0.009680
1,float,uniform,PoisFFT,"D | D",192,44,       0.009680
1,float,uniform,PoisFFT,"D | D",192,45,       0.009670
1,float,uniform,PoisFFT,"D | D",192,46,       0.009660
1,float,uniform,PoisFFT,"D | D",192,47,       0.009680
1,float,uniform,PoisFFT,"D | D",192,48,       0.009690
1,float,uniform,PoisFFT,"D | D",192,49,       0.009700
1,float,uniform,PoisFFT,"D | D",192,50,       0.009660
1,float,uniform,PoisFFT,"D | D",192,51,       0.009680
1,float,uniform,PoisFFT,"D | D",192,52,       0.009720
1,float,uniform,PoisFFT,"D | D",192,53,       0.009680
1,float,uniform,PoisFFT,"D | D",192,54,       0.009680
1,float,uniform,PoisFFT,"D | D",192,55,       0.009680
1,float,uniform,PoisFFT,"D | D",192,56,       0.009670
1,float,uniform,PoisFFT,"D | D",192,57,       0.009680
1,float,uniform,PoisFFT,"D | D",192,58,       0.009689
1,float,uniform,PoisFFT,"D | D",192,59,       0.009670
1,float,uniform,PoisFFT,"D | D",192,60,       0.009680
1,float,uniform,PoisFFT,"D | D",192,61,       0.009660
1,float,uniform,PoisFFT,"D | D",192,62,       0.009700
1,float,uniform,PoisFFT,"D | D",192,63,       0.009660
1,float,uniform,PoisFFT,"D | D",192,64,       0.009691
1,float,uniform,PoisFFT,"D | D",192,65,       0.009659
1,float,uniform,PoisFFT,"D | D",192,66,       0.009680
1,float,uniform,PoisFFT,"D | D",192,67,       0.009670
1,float,uniform,PoisFFT,"D | D",192,68,       0.009680
1,float,uniform,PoisFFT,"D | D",192,69,       0.009680
1,float,uniform,PoisFFT,"D | D",192,70,       0.009650
1,float,uniform,PoisFFT,"D | D",192,71,       0.009691
1,float,uniform,PoisFFT,"D | D",192,72,       0.009680
1,float,uniform,PoisFFT,"D | D",192,73,       0.009660
1,float,uniform,PoisFFT,"D | D",192,74,       0.009690
1,float,uniform,PoisFFT,"D | D",256,0,       0.015270
1,float,uniform,PoisFFT,"D | D",256,1,       0.012940
1,float,uniform,PoisFFT,"D | D",256,2,       0.012900
1,float,uniform,PoisFFT,"D | D",256,3,       0.012830
1,float,uniform,PoisFFT,"D | D",256,4,       0.012820
1,float,uniform,PoisFFT,"D | D",256,5,       0.012819
1,float,uniform,PoisFFT,"D | D",256,6,       0.012819
1,float,uniform,PoisFFT,"D | D",256,7,       0.012820
1,float,uniform,PoisFFT,"D | D",256,8,       0.012800
1,float,uniform,PoisFFT,"D | D",256,9,       0.012820
1,float,uniform,PoisFFT,"D | D",256,10,       0.012799
1,float,uniform,PoisFFT,"D | D",256,11,       0.012830
1,float,uniform,PoisFFT,"D | D",256,12,       0.012830
1,float,uniform,PoisFFT,"D | D",256,13,       0.012810
1,float,uniform,PoisFFT,"D | D",256,14,       0.012810
1,float,uniform,PoisFFT,"D | D",256,15,       0.012800
1,float,uniform,PoisFFT,"D | D",256,16,       0.012809
1,float,uniform,PoisFFT,"D | D",256,17,       0.012989
1,float,uniform,PoisFFT,"D | D",256,18,       0.012800
1,float,uniform,PoisFFT,"D | D",256,19,       0.012780
1,float,uniform,PoisFFT,"D | D",256,20,       0.012810
1,float,uniform,PoisFFT,"D | D",256,21,       0.013120
1,float,uniform,PoisFFT,"D | D",256,22,       0.012811
1,float,uniform,PoisFFT,"D | D",256,23,       0.012830
1,float,uniform,PoisFFT,"D | D",256,24,       0.012790
1,float,uniform,PoisFFT,"D | D",256,25,       0.012840
1,float,uniform,PoisFFT,"D | D",256,26,       0.012790
1,float,uniform,PoisFFT,"D | D",256,27,       0.012810
1,float,uniform,PoisFFT,"D | D",256,28,       0.012819
1,float,uniform,PoisFFT,"D | D",256,29,       0.012830
1,float,uniform,PoisFFT,"D | D",256,30,       0.012830
1,float,uniform,PoisFFT,"D | D",256,31,       0.012860
1,float,uniform,PoisFFT,"D | D",256,32,       0.013680
1,float,uniform,PoisFFT,"D | D",256,33,       0.012809
1,float,uniform,PoisFFT,"D | D",256,34,       0.012820
1,float,uniform,PoisFFT,"D | D",256,35,       0.012840
1,float,uniform,PoisFFT,"D | D",256,36,       0.012810
1,float,uniform,PoisFFT,"D | D",256,37,       0.012810
1,float,uniform,PoisFFT,"D | D",256,38,       0.012799
1,float,uniform,PoisFFT,"D | D",256,39,       0.012789
1,float,uniform,PoisFFT,"D | D",256,40,       0.012780
1,float,uniform,PoisFFT,"D | D",256,41,       0.012830
1,float,uniform,PoisFFT,"D | D",256,42,       0.012810
1,float,uniform,PoisFFT,"D | D",256,43,       0.012800
1,float,uniform,PoisFFT,"D | D",256,44,       0.012819
1,float,uniform,PoisFFT,"D | D",256,45,       0.012810
1,float,uniform,PoisFFT,"D | D",256,46,       0.014330
1,float,uniform,PoisFFT,"D | D",256,47,       0.012900
1,float,uniform,PoisFFT,"D | D",256,48,       0.012780
1,float,uniform,PoisFFT,"D | D",256,49,       0.012820
1,float,uniform,PoisFFT,"D | D",256,50,       0.012800
1,float,uniform,PoisFFT,"D | D",256,51,       0.012810
1,float,uniform,PoisFFT,"D | D",256,52,       0.012840
1,float,uniform,PoisFFT,"D | D",256,53,       0.012860
1,float,uniform,PoisFFT,"D | D",256,54,       0.012810
1,float,uniform,PoisFFT,"D | D",256,55,       0.012809
1,float,uniform,PoisFFT,"D | D",256,56,       0.012789
1,float,uniform,PoisFFT,"D | D",256,57,       0.012850
1,float,uniform,PoisFFT,"D | D",256,58,       0.012830
1,float,uniform,PoisFFT,"D | D",256,59,       0.012830
1,float,uniform,PoisFFT,"D | D",256,60,       0.012810
1,float,uniform,PoisFFT,"D | D",256,61,       0.012789
1,float,uniform,PoisFFT,"D | D",256,62,       0.012820
1,float,uniform,PoisFFT,"D | D",256,63,       0.012770
1,float,uniform,PoisFFT,"D | D",256,64,       0.012840
1,float,uniform,PoisFFT,"D | D",256,65,       0.012840
1,float,uniform,PoisFFT,"D | D",256,66,       0.012790
1,float,uniform,PoisFFT,"D | D",256,67,       0.012790
1,float,uniform,PoisFFT,"D | D",256,68,       0.012810
1,float,uniform,PoisFFT,"D | D",256,69,       0.012810
1,float,uniform,PoisFFT,"D | D",256,70,       0.012790
1,float,uniform,PoisFFT,"D | D",256,71,       0.012770
1,float,uniform,PoisFFT,"D | D",256,72,       0.012800
1,float,uniform,PoisFFT,"D | D",256,73,       0.012799
1,float,uniform,PoisFFT,"D | D",256,74,       0.012940
1,float,uniform,PoisFFT,"D | D",320,0,       0.023770
1,float,uniform,PoisFFT,"D | D",320,1,       0.023410
1,float,uniform,PoisFFT,"D | D",320,2,       0.023379
1,float,uniform,PoisFFT,"D | D",320,3,       0.023380
1,float,uniform,PoisFFT,"D | D",320,4,       0.023380
1,float,uniform,PoisFFT,"D | D",320,5,       0.023390
1,float,uniform,PoisFFT,"D | D",320,6,       0.023329
1,float,uniform,PoisFFT,"D | D",320,7,       0.023370
1,float,uniform,PoisFFT,"D | D",320,8,       0.023370
1,float,uniform,PoisFFT,"D | D",320,9,       0.023349
1,float,uniform,PoisFFT,"D | D",320,10,       0.023739
1,float,uniform,PoisFFT,"D | D",320,11,       0.023340
1,float,uniform,PoisFFT,"D | D",320,12,       0.023620
1,float,uniform,PoisFFT,"D | D",320,13,       0.023330
1,float,uniform,PoisFFT,"D | D",320,14,       0.023350
1,float,uniform,PoisFFT,"D | D",320,15,       0.023350
1,float,uniform,PoisFFT,"D | D",320,16,       0.023479
1,float,uniform,PoisFFT,"D | D",320,17,       0.023340
1,float,uniform,PoisFFT,"D | D",320,18,       0.023410
1,float,uniform,PoisFFT,"D | D",320,19,       0.023390
1,float,uniform,PoisFFT,"D | D",320,20,       0.023380
1,float,uniform,PoisFFT,"D | D",320,21,       0.023340
1,float,uniform,PoisFFT,"D | D",320,22,       0.023360
1,float,uniform,PoisFFT,"D | D",320,23,       0.023310
1,float,uniform,PoisFFT,"D | D",320,24,       0.023320
1,float,uniform,PoisFFT,"D | D",320,25,       0.023350
1,float,uniform,PoisFFT,"D | D",320,26,       0.023340
1,float,uniform,PoisFFT,"D | D",320,27,       0.023340
1,float,uniform,PoisFFT,"D | D",320,28,       0.023350
1,float,uniform,PoisFFT,"D | D",320,29,       0.023339
1,float,uniform,PoisFFT,"D | D",320,30,       0.023360
1,float,uniform,PoisFFT,"D | D",320,31,       0.023350
1,float,uniform,PoisFFT,"D | D",320,32,       0.023350
1,float,uniform,PoisFFT,"D | D",320,33,       0.023349
1,float,uniform,PoisFFT,"D | D",320,34,       0.023340
1,float,uniform,PoisFFT,"D | D",320,35,       0.023380
1,float,uniform,PoisFFT,"D | D",320,36,       0.023340
1,float,uniform,PoisFFT,"D | D",320,37,       0.023320
1,float,uniform,PoisFFT,"D | D",320,38,       0.027580
1,float,uniform,PoisFFT,"D | D",320,39,       0.023350
1,float,uniform,PoisFFT,"D | D",320,40,       0.023340
1,float,uniform,PoisFFT,"D | D",320,41,       0.023350
1,float,uniform,PoisFFT,"D | D",320,42,       0.023380
1,float,uniform,PoisFFT,"D | D",320,43,       0.023339
1,float,uniform,PoisFFT,"D | D",320,44,       0.023330
1,float,uniform,PoisFFT,"D | D",320,45,       0.023350
1,float,uniform,PoisFFT,"D | D",320,46,       0.023319
1,float,uniform,PoisFFT,"D | D",320,47,       0.024449
1,float,uniform,PoisFFT,"D | D",320,48,       0.023840
1,float,uniform,PoisFFT,"D | D",320,49,       0.023340
1,float,uniform,PoisFFT,"D | D",320,50,       0.023349
1,float,uniform,PoisFFT,"D | D",320,51,       0.023350
1,float,uniform,PoisFFT,"D | D",320,52,       0.023370
1,float,uniform,PoisFFT,"D | D",320,53,       0.023379
1,float,uniform,PoisFFT,"D | D",320,54,       0.023350
1,float,uniform,PoisFFT,"D | D",320,55,       0.023370
1,float,uniform,PoisFFT,"D | D",320,56,       0.023370
1,float,uniform,PoisFFT,"D | D",320,57,       0.023350
1,float,uniform,PoisFFT,"D | D",320,58,       0.023340
1,float,uniform,PoisFFT,"D | D",320,59,       0.023360
1,float,uniform,PoisFFT,"D | D",320,60,       0.023339
1,float,uniform,PoisFFT,"D | D",320,61,       0.023380
1,float,uniform,PoisFFT,"D | D",320,62,       0.023330
1,float,uniform,PoisFFT,"D | D",320,63,       0.023380
1,float,uniform,PoisFFT,"D | D",320,64,       0.023370
1,float,uniform,PoisFFT,"D | D",320,65,       0.023390
1,float,uniform,PoisFFT,"D | D",320,66,       0.023390
1,float,uniform,PoisFFT,"D | D",320,67,       0.023340
1,float,uniform,PoisFFT,"D | D",320,68,       0.023360
1,float,uniform,PoisFFT,"D | D",320,69,       0.023340
1,float,uniform,PoisFFT,"D | D",320,70,       0.023379
1,float,uniform,PoisFFT,"D | D",320,71,       0.023360
1,float,uniform,PoisFFT,"D | D",320,72,       0.023360
1,float,uniform,PoisFFT,"D | D",320,73,       0.023359
1,float,uniform,PoisFFT,"D | D",320,74,       0.027380
1,float,uniform,PoisFFT,"D | D",384,0,       0.006120
1,float,uniform,PoisFFT,"D | D",384,1,       0.005670
1,float,uniform,PoisFFT,"D | D",384,2,       0.005660
1,float,uniform,PoisFFT,"D | D",384,3,       0.005630
1,float,uniform,PoisFFT,"D | D",384,4,       0.005580
1,float,uniform,PoisFFT,"D | D",384,5,       0.005540
1,float,uniform,PoisFFT,"D | D",384,6,       0.005599
1,float,uniform,PoisFFT,"D | D",384,7,       0.005600
1,float,uniform,PoisFFT,"D | D",384,8,       0.005580
1,float,uniform,PoisFFT,"D | D",384,9,       0.005580
1,float,uniform,PoisFFT,"D | D",384,10,       0.005620
1,float,uniform,PoisFFT,"D | D",384,11,       0.005600
1,float,uniform,PoisFFT,"D | D",384,12,       0.005590
1,float,uniform,PoisFFT,"D | D",384,13,       0.005600
1,float,uniform,PoisFFT,"D | D",384,14,       0.005569
1,float,uniform,PoisFFT,"D | D",384,15,       0.005600
1,float,uniform,PoisFFT,"D | D",384,16,       0.005620
1,float,uniform,PoisFFT,"D | D",384,17,       0.005620
1,float,uniform,PoisFFT,"D | D",384,18,       0.005610
1,float,uniform,PoisFFT,"D | D",384,19,       0.005990
1,float,uniform,PoisFFT,"D | D",384,20,       0.006030
1,float,uniform,PoisFFT,"D | D",384,21,       0.005580
1,float,uniform,PoisFFT,"D | D",384,22,       0.005560
1,float,uniform,PoisFFT,"D | D",384,23,       0.005560
1,float,uniform,PoisFFT,"D | D",384,24,       0.005589
1,float,uniform,PoisFFT,"D | D",384,25,       0.005589
1,float,uniform,PoisFFT,"D | D",384,26,       0.005580
1,float,uniform,PoisFFT,"D | D",384,27,       0.005540
1,float,uniform,PoisFFT,"D | D",384,28,       0.005560
1,float,uniform,PoisFFT,"D | D",384,29,       0.005580
1,float,uniform,PoisFFT,"D | D",384,30,       0.005580
1,float,uniform,PoisFFT,"D | D",384,31,       0.005560
1,float,uniform,PoisFFT,"D | D",384,32,       0.005580
1,float,uniform,PoisFFT,"D | D",384,33,       0.005580
1,float,uniform,PoisFFT,"D | D",384,34,       0.005571
1,float,uniform,PoisFFT,"D | D",384,35,       0.005560
1,float,uniform,PoisFFT,"D | D",384,36,       0.005590
1,float,uniform,PoisFFT,"D | D",384,37,       0.005560
1,float,uniform,PoisFFT,"D | D",384,38,       0.005570
1,float,uniform,PoisFFT,"D | D",384,39,       0.005600
1,float,uniform,PoisFFT,"D | D",384,40,       0.005590
1,float,uniform,PoisFFT,"D | D",384,41,       0.005590
1,float,uniform,PoisFFT,"D | D",384,42,       0.005630
1,float,uniform,PoisFFT,"D | D",384,43,       0.005600
1,float,uniform,PoisFFT,"D | D",384,44,       0.005591
1,float,uniform,PoisFFT,"D | D",384,45,       0.005560
1,float,uniform,PoisFFT,"D | D",384,46,       0.005600
1,float,uniform,PoisFFT,"D | D",384,47,       0.005590
1,float,uniform,PoisFFT,"D | D",384,48,       0.005620
1,float,uniform,PoisFFT,"D | D",384,49,       0.005630
1,float,uniform,PoisFFT,"D | D",384,50,       0.010540
1,float,uniform,PoisFFT,"D | D",384,51,       0.005580
1,float,uniform,PoisFFT,"D | D",384,52,       0.005551
1,float,uniform,PoisFFT,"D | D",384,53,       0.005591
1,float,uniform,PoisFFT,"D | D",384,54,       0.005570
1,float,uniform,PoisFFT,"D | D",384,55,       0.005590
1,float,uniform,PoisFFT,"D | D",384,56,       0.005610
1,float,uniform,PoisFFT,"D | D",384,57,       0.005610
1,float,uniform,PoisFFT,"D | D",384,58,       0.005600
1,float,uniform,PoisFFT,"D | D",384,59,       0.005580
1,float,uniform,PoisFFT,"D | D",384,60,       0.005600
1,float,uniform,PoisFFT,"D | D",384,61,       0.005600
1,float,uniform,PoisFFT,"D | D",384,62,       0.005600
1,float,uniform,PoisFFT,"D | D",384,63,       0.005599
1,float,uniform,PoisFFT,"D | D",384,64,       0.005600
1,float,uniform,PoisFFT,"D | D",384,65,       0.005550
1,float,uniform,PoisFFT,"D | D",384,66,       0.005590
1,float,uniform,PoisFFT,"D | D",384,67,       0.005560
1,float,uniform,PoisFFT,"D | D",384,68,       0.005620
1,float,uniform,PoisFFT,"D | D",384,69,       0.005580
1,float,uniform,PoisFFT,"D | D",384,70,       0.005620
1,float,uniform,PoisFFT,"D | D",384,71,       0.005599
1,float,uniform,PoisFFT,"D | D",384,72,       0.005589
1,float,uniform,PoisFFT,"D | D",384,73,       0.005580
1,float,uniform,PoisFFT,"D | D",384,74,       0.005550
1,float,uniform,PoisFFT,"D | D",448,0,       0.025799
1,float,uniform,PoisFFT,"D | D",448,1,       0.023790
1,float,uniform,PoisFFT,"D | D",448,2,       0.023700
1,float,uniform,PoisFFT,"D | D",448,3,       0.023619
1,float,uniform,PoisFFT,"D | D",448,4,       0.023640
1,float,uniform,PoisFFT,"D | D",448,5,       0.023700
1,float,uniform,PoisFFT,"D | D",448,6,       0.023619
1,float,uniform,PoisFFT,"D | D",448,7,       0.023630
1,float,uniform,PoisFFT,"D | D",448,8,       0.023940
1,float,uniform,PoisFFT,"D | D",448,9,       0.023659
1,float,uniform,PoisFFT,"D | D",448,10,       0.023630
1,float,uniform,PoisFFT,"D | D",448,11,       0.023620
1,float,uniform,PoisFFT,"D | D",448,12,       0.023679
