dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       0.840560
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,40,       0.723572
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,41,       0.722131
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,42,       0.715092
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,43,       0.721112
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,44,       0.715852
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,45,       0.715632
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,46,       0.716662
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,47,       0.720782
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,48,       0.718292
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,49,       0.718802
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,50,       0.718692
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,51,       0.716042
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,52,       0.715772
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,53,       0.718992
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,54,       0.722202
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,55,       0.727751
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,56,       0.717501
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,57,       0.723082
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,58,       0.719881
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,59,       0.717683
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,60,       0.718282
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,61,       0.721512
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,62,       0.719582
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,63,       0.721052
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,64,       0.719612
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,65,       0.718922
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,66,       0.718642
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,67,       0.720432
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,68,       0.714392
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,69,       0.718751
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,70,       0.715332
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,71,       0.723702
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,72,       0.721442
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,73,       0.719292
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,74,       0.718182
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,0,      13.278581
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,1,      13.037874
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,2,      13.063743
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,3,      13.063194
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,4,      13.023665
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,5,      13.113893
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,6,      13.032994
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,7,      13.091013
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,8,      13.026944
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,9,      12.972015
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,10,      13.074354
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,11,      13.132694
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,12,      13.017354
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,13,      13.012224
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,14,      13.003254
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,15,      13.023095
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,16,      13.079134
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,17,      13.049025
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,18,      13.046985
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,19,      13.185193
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,20,      13.034654
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,21,      13.094464
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,22,      13.015255
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,23,      13.061945
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,24,      12.975384
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,25,      12.989944
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,26,      13.107503
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,27,      13.100933
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,28,      13.146653
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,29,      13.226932
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,30,      13.032754
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,31,      13.145363
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,32,      13.015085
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,33,      13.113213
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,34,      13.068433
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,35,      12.971805
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,36,      13.015364
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,37,      12.971115
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,38,      13.008044
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,39,      12.996214
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,40,      13.027325
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,41,      13.073044
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,42,      13.036275
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,43,      13.074503
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,44,      13.062564
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,45,      13.068224
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,46,      13.047924
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,47,      13.018994
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,48,      13.087764
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,49,      13.060163
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,50,      13.092564
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,51,      13.077214
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,52,      13.055745
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,53,      12.990735
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,54,      12.985775
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,55,      13.149243
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,56,      13.096124
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,57,      13.049134
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,58,      13.162433
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,59,      13.067394
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,60,      13.052524
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,61,      13.026974
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,62,      13.096064
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,63,      13.007125
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,64,      13.116234
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,65,      12.988785
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,66,      13.114264
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,67,      13.012284
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,68,      13.073984
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,69,      13.043314
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,70,      13.031484
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,71,      12.989605
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,72,      13.065594
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,73,      13.130543
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,74,      13.074914
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,0,      68.867580
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,1,      69.279206
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,2,      68.860690
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,3,      68.771551
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,4,      68.625813
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,5,      68.913539
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,6,      68.775301
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,7,      68.856980
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,8,      68.964039
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,9,      68.836770
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,10,      68.906309
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,11,      68.891889
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,12,      68.712032
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,13,      68.665162
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,14,      68.714082
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,15,      68.635942
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,16,      68.620892
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,17,      68.776580
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,18,      68.877900
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,19,      68.998928
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,20,      68.684932
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,21,      68.735111
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,22,      68.594942
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,23,      68.714712
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,24,      69.064028
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,25,      68.946049
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,26,      68.813230
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,27,      68.706432
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,28,      68.896169
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,29,      68.445225
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,30,      68.864330
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,31,      68.747841
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,32,      69.084367
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,33,      68.798761
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,34,      68.834730
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,35,      68.657212
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,36,      68.929759
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,37,      68.991378
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,38,      68.619273
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,39,      68.459674
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,40,      68.752331
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,41,      68.238567
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,42,      68.162158
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,43,      68.408535
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,44,      68.234447
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,45,      68.205127
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,46,      68.282367
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,47,      68.210197
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,48,      68.239487
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,49,      68.437145
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,50,      68.224238
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,51,      68.268767
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,52,      68.419265
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,53,      68.255627
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,54,      68.276896
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,55,      68.337326
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,56,      68.208017
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,57,      68.476154
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,58,      68.429085
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,59,      68.343566
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,60,      68.211457
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,61,      68.377266
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,62,      68.426495
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,63,      68.261917
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,64,      68.275077
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,65,      68.287726
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,66,      68.228347
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,67,      68.430465
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,68,      68.242807
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,69,      68.505914
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,70,      68.443254
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,71,      68.255507
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,72,      68.231017
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,73,      68.237807
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,74,      68.440085
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,0,     165.656437
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,1,     165.381021
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,2,     165.785886
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,3,     165.385661
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,4,     165.276732
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,5,     165.430841
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,6,     165.420680
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,7,     165.358911
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,8,     165.637128
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,9,     165.533849
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,10,     165.303002
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,11,     165.546309
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,12,     165.565549
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,13,     165.344752
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,14,     165.524849
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,15,     165.472960
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,16,     165.531209
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,17,     165.625788
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,18,     165.491509
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,19,     165.488360
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,20,     165.440470
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,21,     165.436670
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,22,     165.472199
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,23,     165.393601
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,24,     165.560409
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,25,     165.386491
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,26,     165.443000
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,27,     165.488129
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,28,     165.445340
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,29,     165.429050
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,30,     165.472830
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,31,     165.631508
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,32,     165.618038
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,33,     165.597319
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,34,     165.592148
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,35,     165.531059
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,36,     165.412331
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,37,     165.669647
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,38,     165.500989
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,39,     165.400331
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,40,     165.618559
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,41,     165.514780
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,42,     165.363090
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,43,     165.463679
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,44,     165.472690
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,45,     165.479730
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,46,     165.429280
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,47,     165.389291
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,48,     165.536260
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,49,     165.450539
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,50,     165.408711
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,51,     165.521550
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,52,     165.497469
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,53,     165.578799
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,54,     165.304002
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,55,     165.467090
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,56,     165.761517
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,57,     165.477380
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,58,     165.323142
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,59,     165.300061
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,60,     165.379201
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,61,     165.365101
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,62,     165.431660
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,63,     165.561849
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,64,     165.330282
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,65,     165.369591
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,66,     165.436750
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,67,     165.388291
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,68,     165.601698
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,69,     165.305751
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,70,     165.421291
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,71,     165.346192
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,72,     165.521119
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,73,     165.403260
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,74,     165.461100
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,0,     459.020737
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,1,     459.194355
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,2,     458.871079
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,3,     459.122866
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,4,     459.137936
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,5,     459.262555
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,6,     459.174556
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,7,     459.184145
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,8,     459.214655
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,9,     459.223265
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,10,     459.035347
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,11,     459.173626
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,12,     459.289844
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,13,     459.150325
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,14,     459.088796
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,15,     458.864879
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,16,     459.252015
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,17,     459.065937
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,18,     459.192035
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,19,     459.219985
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,20,     459.155186
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,21,     459.275175
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,22,     459.270665
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,23,     458.979568
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,24,     459.158626
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,25,     459.116346
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,26,     459.098957
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,27,     459.163676
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,28,     459.029187
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,29,     459.139506
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,30,     459.097137
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,31,     459.348144
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,32,     459.105496
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,33,     459.229685
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,34,     459.163066
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,35,     459.102466
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,36,     459.076936
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,37,     459.222666
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,38,     459.324364
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,39,     459.293195
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,40,     458.894409
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,41,     458.900709
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,42,     459.210335
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,43,     459.241355
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,44,     459.174496
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,45,     459.177875
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,46,     459.080517
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,47,     459.079407
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,48,     459.136666
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,49,     459.100006
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,50,     459.296494
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,51,     459.245434
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,52,     459.293364
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,53,     459.172466
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,54,     459.012228
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,55,     459.131606
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,56,     459.289735
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,57,     459.272195
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,58,     459.161416
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,59,     459.130516
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,60,     459.079126
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,61,     459.126576
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,62,     459.248445
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,63,     459.267484
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,64,     459.273895
