dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"D | D | D | D",64,0,       0.102478
2,double,uniform,PoisFFT,"D | D | D | D",64,1,       0.113039
2,double,uniform,PoisFFT,"D | D | D | D",64,2,       0.097509
2,double,uniform,PoisFFT,"D | D | D | D",64,3,       0.098279
2,double,uniform,PoisFFT,"D | D | D | D",64,4,       0.102139
2,double,uniform,PoisFFT,"D | D | D | D",64,5,       0.097869
2,double,uniform,PoisFFT,"D | D | D | D",64,6,       0.098289
2,double,uniform,PoisFFT,"D | D | D | D",64,7,       0.098379
2,double,uniform,PoisFFT,"D | D | D | D",64,8,       0.098159
2,double,uniform,PoisFFT,"D | D | D | D",64,9,       0.099239
2,double,uniform,PoisFFT,"D | D | D | D",64,10,       0.098499
2,double,uniform,PoisFFT,"D | D | D | D",64,11,       0.103848
2,double,uniform,PoisFFT,"D | D | D | D",64,12,       0.097889
2,double,uniform,PoisFFT,"D | D | D | D",64,13,       0.097749
2,double,uniform,PoisFFT,"D | D | D | D",64,14,       0.098169
2,double,uniform,PoisFFT,"D | D | D | D",64,15,       0.098509
2,double,uniform,PoisFFT,"D | D | D | D",64,16,       0.097759
2,double,uniform,PoisFFT,"D | D | D | D",64,17,       0.097709
2,double,uniform,PoisFFT,"D | D | D | D",64,18,       0.102208
2,double,uniform,PoisFFT,"D | D | D | D",64,19,       0.097959
2,double,uniform,PoisFFT,"D | D | D | D",64,20,       0.097989
2,double,uniform,PoisFFT,"D | D | D | D",64,21,       0.098109
2,double,uniform,PoisFFT,"D | D | D | D",64,22,       0.098079
2,double,uniform,PoisFFT,"D | D | D | D",64,23,       0.097829
2,double,uniform,PoisFFT,"D | D | D | D",64,24,       0.097909
2,double,uniform,PoisFFT,"D | D | D | D",64,25,       0.103748
2,double,uniform,PoisFFT,"D | D | D | D",64,26,       0.097819
2,double,uniform,PoisFFT,"D | D | D | D",64,27,       0.097989
2,double,uniform,PoisFFT,"D | D | D | D",64,28,       0.097679
2,double,uniform,PoisFFT,"D | D | D | D",64,29,       0.097659
2,double,uniform,PoisFFT,"D | D | D | D",64,30,       0.099298
2,double,uniform,PoisFFT,"D | D | D | D",64,31,       0.098149
2,double,uniform,PoisFFT,"D | D | D | D",64,32,       0.102378
2,double,uniform,PoisFFT,"D | D | D | D",64,33,       0.098029
2,double,uniform,PoisFFT,"D | D | D | D",64,34,       0.097989
2,double,uniform,PoisFFT,"D | D | D | D",64,35,       0.097699
2,double,uniform,PoisFFT,"D | D | D | D",64,36,       0.098099
2,double,uniform,PoisFFT,"D | D | D | D",64,37,       0.098068
2,double,uniform,PoisFFT,"D | D | D | D",64,38,       0.098069
2,double,uniform,PoisFFT,"D | D | D | D",64,39,       0.101649
2,double,uniform,PoisFFT,"D | D | D | D",64,40,       0.098139
2,double,uniform,PoisFFT,"D | D | D | D",64,41,       0.098049
2,double,uniform,PoisFFT,"D | D | D | D",64,42,       0.097979
2,double,uniform,PoisFFT,"D | D | D | D",64,43,       0.097999
2,double,uniform,PoisFFT,"D | D | D | D",64,44,       0.098010
2,double,uniform,PoisFFT,"D | D | D | D",64,45,       0.097859
2,double,uniform,PoisFFT,"D | D | D | D",64,46,       0.097659
2,double,uniform,PoisFFT,"D | D | D | D",64,47,       0.097779
2,double,uniform,PoisFFT,"D | D | D | D",64,48,       0.098139
2,double,uniform,PoisFFT,"D | D | D | D",64,49,       0.098028
2,double,uniform,PoisFFT,"D | D | D | D",64,50,       0.097959
2,double,uniform,PoisFFT,"D | D | D | D",64,51,       0.098279
2,double,uniform,PoisFFT,"D | D | D | D",64,52,       0.099149
2,double,uniform,PoisFFT,"D | D | D | D",64,53,       0.098039
2,double,uniform,PoisFFT,"D | D | D | D",64,54,       0.098229
2,double,uniform,PoisFFT,"D | D | D | D",64,55,       0.097959
2,double,uniform,PoisFFT,"D | D | D | D",64,56,       0.098219
2,double,uniform,PoisFFT,"D | D | D | D",64,57,       0.097949
2,double,uniform,PoisFFT,"D | D | D | D",64,58,       0.098389
2,double,uniform,PoisFFT,"D | D | D | D",64,59,       0.099109
2,double,uniform,PoisFFT,"D | D | D | D",64,60,       0.097919
2,double,uniform,PoisFFT,"D | D | D | D",64,61,       0.098008
2,double,uniform,PoisFFT,"D | D | D | D",64,62,       0.097719
2,double,uniform,PoisFFT,"D | D | D | D",64,63,       0.097959
2,double,uniform,PoisFFT,"D | D | D | D",64,64,       0.099689
2,double,uniform,PoisFFT,"D | D | D | D",64,65,       0.097579
2,double,uniform,PoisFFT,"D | D | D | D",64,66,       0.097770
2,double,uniform,PoisFFT,"D | D | D | D",64,67,       0.097679
2,double,uniform,PoisFFT,"D | D | D | D",64,68,       0.097999
