dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.813585
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,1,      17.091772
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,2,      17.191851
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,3,      17.256740
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,4,      17.134272
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,5,       0.859771
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,6,       0.864910
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,7,       0.876560
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,8,       0.824951
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,9,       0.878000
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,10,       0.845191
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,11,       0.842810
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,12,       0.847190
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,13,       0.868261
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,14,       0.945220
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,15,       0.932960
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,16,       0.878290
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,17,       0.893910
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,18,       0.895530
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,19,       0.877141
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,20,       0.901551
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,21,       0.871930
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,22,       0.855301
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,23,       0.843660
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,24,       0.945779
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,25,       0.854730
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,26,       0.881800
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,27,       0.876551
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,28,       0.869571
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,29,       0.840621
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,30,       0.893240
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,31,       0.871620
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,32,       0.871500
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,33,       0.880480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,34,       0.892370
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,35,       0.886511
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,36,       0.874530
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,37,       0.868790
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,38,       0.903340
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,39,       0.882120
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,40,       0.884400
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,41,       0.869030
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,42,       0.867590
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,43,       0.905040
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,44,       0.933070
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,45,       0.896480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,46,       0.906820
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,47,       0.882570
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,48,       0.871611
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,49,       0.933870
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,50,       0.929020
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,51,       0.921509
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,52,       0.860021
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,53,       0.834321
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,54,       0.902851
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,55,       0.881400
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,56,       0.879821
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,57,       0.939889
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,58,       0.861580
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,59,       0.833391
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,60,       0.843751
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,61,       0.893670
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,62,       0.915670
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,63,       0.890650
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,64,       0.880270
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,65,       0.864160
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,66,       0.931420
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,67,       0.855510
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,68,       0.854480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,69,       0.867411
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,70,       0.881921
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,71,       0.872470
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,72,       0.875211
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,73,       0.887470
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,74,       0.854260
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,0,       5.308551
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,1,       4.831017
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,2,       4.939555
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,3,       4.779608
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,4,       4.729798
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,5,       4.707179
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,6,       4.971125
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,7,       4.749727
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,8,       5.004935
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,9,       5.001895
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,10,       4.879036
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,11,       4.762087
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,12,       4.851027
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,13,       4.605149
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,14,       4.977085
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,15,       4.949195
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,16,       5.018535
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,17,       5.044695
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,18,       4.719878
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,19,       4.781547
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,20,       5.055814
