dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.813585
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,21,       4.727667
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,22,       4.778937
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,23,       5.019425
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,24,       4.668369
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,25,       4.804527
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,26,       4.640399
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,27,       4.891866
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,28,       4.744328
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,29,       4.850596
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,30,       5.039514
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,31,       4.772857
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,32,       4.767157
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,33,       5.207433
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,34,       4.729888
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,35,       5.030055
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,36,       5.010465
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,37,       4.721358
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,38,       4.925355
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,39,       5.005315
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,40,       5.043845
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,41,       4.680089
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,42,       5.005065
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,43,       4.688239
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,44,       4.778217
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,45,       4.901766
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,46,       4.988355
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,47,       4.884616
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,48,       4.852476
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,49,       4.787917
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,50,       4.944265
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,51,       5.029884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,52,       4.719978
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,53,       4.975525
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,54,       4.670729
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,55,       5.025194
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,56,       4.986285
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,57,       4.598299
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,58,       4.765787
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,59,       5.060785
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,60,       5.077804
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,61,       4.968965
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,62,       5.075044
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,63,       4.593820
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,64,       4.904515
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,65,       4.746858
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,66,       5.056994
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,67,       5.081664
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,68,       4.634259
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,69,       5.127063
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,70,       4.711359
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,71,       4.765107
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,72,       4.806517
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,73,       5.086654
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,74,       4.727998
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,0,      19.383206
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,1,      19.616014
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,2,      19.298467
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,3,      19.406796
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,4,      19.664074
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,5,      18.735464
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,6,      19.751482
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,7,      19.565595
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,8,      19.390256
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,9,      19.480126
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,10,      49.200667
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,11,      35.574838
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,12,      19.755842
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,13,      19.601764
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,14,      19.942850
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,15,      19.177879
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,16,      19.783443
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,17,      20.341786
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,18,      19.518445
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,19,      20.251507
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,20,      19.668443
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,21,      19.414136
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,22,      19.675833
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,23,      19.479346
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,24,      19.777442
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,25,      19.795122
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,26,      19.463456
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,27,      19.411406
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,28,      19.976130
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,29,      20.025150
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,30,      19.839002
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,31,      19.923640
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,32,      20.226107
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,33,      19.522974
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,34,      19.706603
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,35,      19.493195
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,36,      19.088630
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,37,      19.659484
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,38,      19.779512
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,39,      19.315027
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,40,      19.608715
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,41,      19.166548
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,42,      18.974761
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,43,      19.277147
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,44,      19.830151
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,45,      19.677663
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,46,      19.663944
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,47,      19.655314
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,48,      19.550355
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,49,      19.622553
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,50,      19.719303
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,51,      19.351017
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,52,      19.674113
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,53,      19.334347
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,54,      19.315997
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,55,      19.931820
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,56,      19.760622
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,57,      20.101649
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,58,      19.214198
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,59,      19.581554
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,60,      19.422466
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,61,      19.689174
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,62,      19.914860
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,63,      19.023541
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,64,      19.142619
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,65,      19.706414
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,66,      19.164398
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,67,      19.519865
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,68,      19.868751
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,69,      19.404247
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,70,      19.864171
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,71,      19.273328
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,72,      19.273698
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,73,      19.206189
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,74,      19.410816
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,0,      88.246908
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,1,      87.624115
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,2,      87.172779
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,3,      87.205149
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,4,      98.182769
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,5,      87.635084
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,6,      86.474177
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,7,     101.654309
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,8,      79.024310
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,9,      79.263977
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,10,      82.412392
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,11,      79.989489
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,12,      90.338175
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,13,     100.598842
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,14,      73.086195
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,15,      73.130355
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,16,      94.739776
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,17,      73.551290
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,18,      73.118874
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,19,      73.157434
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,20,      71.932898
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,21,      96.475858
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,22,      92.070396
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,23,      72.396983
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,24,      72.353803
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,25,      72.317343
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,26,      77.887732
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,27,      77.382088
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,28,      78.120189
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,29,      77.478846
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,30,      91.969867
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,31,      78.472085
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,32,      79.351216
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,33,      78.888000
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,34,      79.115848
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,35,      79.185657
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,36,      78.926430
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,37,      78.861391
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,38,      78.927381
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,39,      77.476396
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,40,      76.645556
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,41,      76.550557
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,42,      96.544286
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,43,      98.393905
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,44,      76.906683
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,45,      76.956922
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,46,      76.524077
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,47,      91.390573
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,48,      77.096761
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,49,      78.005881
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,50,      77.213209
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,51,      90.575302
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,52,     104.175992
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,53,      77.144210
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,54,      77.822543
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,55,      77.998190
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,56,      89.131408
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,57,      76.467447
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,58,      77.001302
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,59,      77.269888
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,60,      77.564006
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,61,      77.506236
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,62,      85.816415
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,63,      78.070870
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,64,      77.973311
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,65,      77.910912
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,66,      78.005851
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,67,      77.874952
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,68,      77.901191
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,69,      77.581245
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,70,      77.781463
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,71,      78.395586
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,72,      77.641445
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,73,      77.343708
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,74,      78.180029
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,0,     147.655123
