dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,      17.069212
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,30,      90.295017
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,31,      90.226998
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,32,      90.227918
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,33,      90.370166
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,34,      90.393926
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,35,      90.231438
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,36,      90.060290
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,37,      90.558984
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,38,      90.496065
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,39,      90.215278
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,40,      90.171109
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,41,      90.284707
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,42,      90.628083
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,43,      90.225298
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,44,      90.388256
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,45,      90.465005
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,46,      90.189149
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,47,      90.008641
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,48,      89.681264
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,49,      90.256478
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,50,      90.159049
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,51,      89.864012
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,52,      90.537035
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,53,      90.493295
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,54,      90.241138
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,55,      90.741082
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,56,      90.258057
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,57,      90.078239
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,58,      90.546904
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,59,      89.971561
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,60,      90.424146
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,61,      90.100439
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,62,      89.731484
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,63,      90.092869
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,64,      90.663473
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,65,      90.228288
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,66,      89.976831
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,67,      90.286197
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,68,      90.123129
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,69,      89.836122
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,70,      90.288248
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,71,      90.334376
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,72,      90.371446
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,73,      90.296967
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,74,      90.400116
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,0,     145.901573
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,1,     146.190620
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,2,     146.490696
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,3,     146.428958
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,4,     146.145000
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,5,     146.086371
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,6,     146.136901
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,7,     146.330688
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,8,     146.128161
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,9,     146.064832
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,10,     146.766063
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,11,     145.923973
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,12,     146.360138
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,13,     146.200830
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,14,     146.754474
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,15,     146.171170
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,16,     146.150080
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,17,     146.636796
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,18,     146.378448
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,19,     146.510796
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,20,     146.263399
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,21,     146.222160
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,22,     146.705004
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,23,     146.463617
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,24,     146.418598
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,25,     166.486472
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,26,     197.699912
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,27,     147.016181
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,28,     147.755523
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,29,     147.618524
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,30,     147.291228
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,31,     147.172480
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,32,     147.449826
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,33,     147.427306
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,34,     147.057600
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,35,     147.468745
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,36,     147.565835
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,37,     147.727214
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,38,     147.017401
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,39,     147.457406
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,40,     147.081181
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,41,     146.812133
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,42,     147.034410
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,43,     147.454656
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,44,     147.220919
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,45,     147.502055
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,46,     147.194590
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,47,     147.273868
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,48,     147.447706
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,49,     147.213618
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,50,     147.250978
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,51,     147.213979
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,52,     147.434926
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,53,     147.266237
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,54,     147.826602
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,55,     147.021431
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,56,     147.448446
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,57,     147.079890
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,58,     147.139939
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,59,     147.386327
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,60,     147.225678
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,61,     147.282577
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,62,     147.172480
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,63,     147.223408
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,64,     147.957301
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,65,     147.322688
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,66,     147.386517
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,67,     146.923522
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,68,     147.410736
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,69,     147.342567
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,70,     147.464886
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,71,     147.067380
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,72,     147.720792
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,73,     147.507095
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,74,     147.218148
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,0,     255.695012
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,1,     255.368495
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,2,     254.984000
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,3,     254.363077
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,4,     255.092639
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,5,     255.395845
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,6,     255.414045
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,7,     255.230077
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,8,     255.583303
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,9,     254.895970
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,10,     254.770462
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,11,     255.856369
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,12,     255.363096
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,13,     254.747872
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,14,     256.306795
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,15,     254.788142
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,16,     255.651172
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,17,     254.747552
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,18,     255.738501
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,19,     255.617513
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,20,     255.476086
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,21,     255.871829
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,22,     254.885581
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,23,     255.091098
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,24,     255.356405
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,25,     255.012839
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,26,     254.899930
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,27,     254.819710
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,28,     255.638722
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,29,     255.763750
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,30,     255.093458
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,31,     254.813872
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,32,     254.666983
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,33,     255.376194
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,34,     255.638422
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,35,     255.107458
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,36,     255.841089
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,37,     254.553754
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,38,     255.780130
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,39,     254.366216
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,40,     254.767911
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,41,     256.006077
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,42,     255.728610
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,43,     255.335795
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,44,     255.155397
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,45,     255.023549
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,46,     255.529723
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,47,     254.985809
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,48,     255.454514
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,49,     255.433523
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,50,     254.967610
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,51,     255.054778
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,52,     254.908580
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,53,     255.198317
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,54,     255.593843
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,55,     255.483663
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,56,     255.580823
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,57,     254.915100
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,58,     255.413954
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,59,     254.536504
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,60,     254.996139
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,61,     255.462334
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,62,     255.269496
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,63,     254.843841
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,64,     255.092028
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,65,     255.172237
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,66,     254.737632
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,67,     254.775581
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,68,     255.722460
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,69,     254.527074
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,70,     255.095017
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,71,     255.068078
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,72,     255.310775
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,73,     254.477295
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,74,     254.473445
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,0,     375.160052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,1,     376.389728
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,2,     375.117373
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,3,     374.902765
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,4,     373.406263
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,5,     374.605239
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,6,     376.396079
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,7,     373.125716
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,8,     374.134944
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,9,     376.740724
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,10,     375.155683
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,11,     373.673840
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,12,     375.985203
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,13,     373.805049
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,14,     376.304169
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,15,     376.164181
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,16,     373.503172
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,17,     376.288659
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,18,     376.747455
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,19,     377.316667
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,20,     376.161931
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,21,     375.950373
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,22,     372.919548
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,23,     375.693947
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,24,     375.456929
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,25,     375.741236
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,26,     375.852225
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,27,     376.577976
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,28,     373.966587
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,29,     375.088533
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,30,     376.241120
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,31,     376.643385
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,32,     375.040384
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,33,     376.128391
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,34,     374.373412
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,35,     373.706499
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,36,     376.090331
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,37,     373.851507
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,38,     374.341762
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,39,     376.901473
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,40,     372.658131
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,41,     376.172247
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,42,     374.085600
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,43,     376.821000
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,44,     376.261076
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,45,     375.611963
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,46,     376.240117
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,47,     373.032822
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,48,     373.330069
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,49,     429.260149
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,50,     376.446974
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,51,     373.082441
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,52,     374.124710
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,53,     374.022362
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,54,     373.497717
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,55,     373.032712
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,56,     372.062203
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,57,     373.473277
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,58,     374.142590
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,59,     373.390028
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,60,     376.611923
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,61,     373.383528
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,62,     374.854233
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,63,     375.564434
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,64,     375.188649
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,65,     374.387038
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,66,     373.218430
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,67,     373.187860
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,68,     372.384229
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,69,     375.867391
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,70,     375.101159
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,71,     373.611536
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,72,     376.306086
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,73,     373.563896
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,74,     375.206478
