dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.539874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.429245
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.432056
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.430845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.432676
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.430815
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.430836
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.431185
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.436215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.432466
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.427225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.427705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.431776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.436825
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.434366
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.433406
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.424375
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.429406
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.432075
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.440205
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,20,       0.443105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,21,       0.464995
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,22,       0.465615
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,23,       0.468895
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,24,       0.464845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,25,       0.471325
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,26,       0.466035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,27,       0.471245
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,28,       0.465744
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,29,       0.472645
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,30,       0.439536
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,31,       0.468274
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,32,       0.430215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,33,       0.435635
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,34,       0.433006
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,35,       0.428695
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,36,       0.425635
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,37,       0.427596
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,38,       0.432815
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,39,       0.431826
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,40,       0.432956
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,41,       0.426705
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,42,       0.426146
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,43,       0.433905
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,44,       0.445175
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,45,       0.469474
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,46,       0.464975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,47,       0.431745
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,48,       0.464755
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,49,       0.468765
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,50,       0.460405
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,51,       0.469775
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,52,       0.469014
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,53,       0.452806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,54,       0.452985
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,55,       0.430166
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,56,       0.430435
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,57,       0.431195
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,58,       0.435845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,59,       0.427366
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,60,       0.428975
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,61,       0.430035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,62,       0.425726
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,63,       0.433586
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,64,       0.438065
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,65,       0.429516
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,66,       0.424085
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,67,       0.432156
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,68,       0.431595
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,69,       0.433365
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,70,       0.429746
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,71,       0.427515
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,72,       0.428665
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,73,       0.431696
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,74,       0.435315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,       3.083896
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,       2.763460
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,       2.895199
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,       2.959348
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,       2.547292
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,       2.542622
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,       2.545932
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,       2.507413
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,8,       2.533222
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,9,       2.562872
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,10,       2.535343
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,11,       2.496412
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,12,       2.557942
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,13,       2.595892
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,14,       2.549192
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,15,       2.541533
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,16,       2.546092
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,17,       2.544593
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,18,       2.556343
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,19,       2.609421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,20,       2.504303
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,21,       2.531823
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,22,       2.588942
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,23,       2.566932
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,24,       2.520073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,25,       2.585742
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,26,       2.547572
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,27,       2.553673
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,28,       2.544112
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,29,       2.514712
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,30,       2.544782
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,31,       2.580102
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,32,       2.549743
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,33,       2.513793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,34,       2.569523
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,35,       2.545552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,36,       2.560472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,37,       2.539483
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,38,       2.526513
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,39,       2.543952
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,40,       2.562492
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,41,       2.687411
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,42,       2.496153
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,43,       2.617162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,44,       2.591512
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,45,       2.562473
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,46,       2.538293
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,47,       2.568582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,48,       2.542013
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,49,       2.544753
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,50,       2.546412
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,51,       2.519362
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,52,       2.548162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,53,       2.602242
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,54,       2.553792
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,55,       2.691841
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,56,       2.562472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,57,       2.548802
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,58,       2.552553
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,59,       2.556793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,60,       2.518223
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,61,       2.544702
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,62,       2.568792
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,63,       2.522263
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,64,       2.495653
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,65,       2.558982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,66,       2.589372
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,67,       2.555472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,68,       2.534613
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,69,       2.822220
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,70,       2.636422
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,71,       2.558062
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,72,       2.537383
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,73,       2.492792
