dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,29,      67.958358
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,30,      68.039407
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,31,      68.032117
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,32,      68.177175
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,33,      67.815740
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,34,      68.152156
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,35,      68.037147
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,36,      67.930648
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,37,      68.129656
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,38,      68.068617
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,39,      67.990568
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,40,      67.971658
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,41,      68.010717
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,42,      67.915468
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,43,      68.132236
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,44,      67.864180
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,45,      67.787140
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,46,      68.024998
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,47,      67.807190
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,48,      68.031807
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,49,      68.208725
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,50,      68.033377
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,51,      67.900479
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,52,      68.006847
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,53,      68.034207
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,54,      68.160526
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,55,      68.061477
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,56,      67.896068
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,57,      67.880448
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,58,      68.067327
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,59,      67.832609
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,60,      67.938178
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,61,      68.109096
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,62,      67.865989
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,63,      68.048037
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,64,      67.804139
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,65,      68.050747
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,66,      68.040127
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,67,      67.890939
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,68,      67.940948
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,69,      68.209965
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,70,      68.059396
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,71,      67.886029
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,72,      68.172856
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,73,      68.133796
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,74,      68.047917
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,0,     124.395360
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,1,     124.329161
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,2,     124.320551
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,3,     124.337980
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,4,     124.335991
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,5,     124.329391
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,6,     124.188302
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,7,     124.101274
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,8,     124.108833
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,9,     124.086514
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,10,     124.293481
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,11,     124.301622
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,12,     124.913604
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,13,     124.478069
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,14,     124.304271
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,15,     124.250832
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,16,     124.309051
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,17,     124.356251
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,18,     124.166083
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,19,     124.223242
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,20,     124.349620
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,21,     124.245972
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,22,     124.217192
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,23,     124.260001
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,24,     124.203352
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,25,     124.308771
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,26,     124.249672
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,27,     124.302801
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,28,     124.448659
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,29,     124.190103
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,30,     124.301681
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,31,     124.235342
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,32,     124.203352
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,33,     124.262302
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,34,     124.325811
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,35,     124.218342
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,36,     124.199232
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,37,     124.303072
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,38,     124.151583
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,39,     124.215412
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,40,     124.186303
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,41,     124.176412
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,42,     124.327351
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,43,     124.238012
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,44,     124.190912
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,45,     124.257122
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,46,     124.261161
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,47,     124.293551
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,48,     124.312191
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,49,     124.367221
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,50,     124.232322
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,51,     124.255932
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,52,     124.206402
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,53,     124.221332
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,54,     124.271451
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,55,     124.219472
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,56,     124.365530
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,57,     124.462309
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,58,     124.391720
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,59,     124.308681
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,60,     124.197843
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,61,     124.222572
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,62,     124.214612
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,63,     124.303041
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,64,     124.274391
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,65,     124.309531
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,66,     124.241092
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,67,     124.233752
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,68,     124.415810
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,69,     124.272362
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,70,     124.277521
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,71,     124.245382
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,72,     124.372721
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,73,     124.295652
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",384,74,     124.256562
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,0,     225.848838
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,1,     228.454957
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,2,     226.721237
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,3,     226.345691
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,4,     226.468191
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,5,     266.843420
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,6,     227.013044
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,7,     226.782927
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,8,     227.548688
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,9,     226.836805
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,10,     227.562958
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,11,     227.372430
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,12,     227.331200
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,13,     227.156142
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,14,     227.512468
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,15,     227.394910
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,16,     227.689166
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,17,     227.572107
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,18,     228.088241
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,19,     226.905114
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,20,     227.299449
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,21,     227.321609
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,22,     227.549886
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,23,     227.814043
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,24,     227.409177
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,25,     228.144289
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,26,     229.567852
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,27,     227.465827
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,28,     227.489857
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,29,     227.281949
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,30,     227.720164
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,31,     228.032371
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,32,     227.452487
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,33,     227.283039
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,34,     227.424878
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,35,     227.663405
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,36,     227.487097
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,37,     227.484917
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,38,     227.418658
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,39,     227.499477
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,40,     227.147471
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,41,     227.788773
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,42,     227.827453
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,43,     226.741186
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,44,     227.395668
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,45,     227.519866
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,46,     227.951021
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,47,     226.315601
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,48,     227.568186
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,49,     227.807123
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,50,     227.080681
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,51,     227.379708
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,52,     227.544057
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,53,     227.508856
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,54,     227.297679
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,55,     227.226000
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,56,     227.684995
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,57,     227.456887
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,58,     227.459087
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,59,     227.317339
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,60,     227.317349
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,61,     227.017392
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,62,     227.652435
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,63,     227.470468
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,64,     227.628815
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,65,     228.231567
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,66,     227.879832
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,67,     227.671014
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,68,     227.044692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,69,     227.292299
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,70,     227.056902
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,71,     227.470357
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,72,     227.397248
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,73,     227.609595
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",448,74,     227.594965
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,0,     332.257853
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,1,     332.253964
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,2,     332.626829
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,3,     332.105255
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,4,     332.038976
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,5,     332.109245
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,6,     333.005685
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,7,     332.378592
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,8,     332.152184
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,9,     331.516303
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,10,     332.402702
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,11,     331.813059
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,12,     331.518853
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,13,     331.664731
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,14,     331.917047
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,15,     331.740189
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,16,     332.208704
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,17,     332.271503
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,18,     331.730900
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,19,     331.849509
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,20,     331.400064
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,21,     332.034346
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,22,     332.451791
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,23,     332.360972
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,24,     331.446733
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,25,     331.629871
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,26,     331.812569
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,27,     331.891098
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,28,     332.517691
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,29,     331.985706
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,30,     331.838798
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,31,     332.476341
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,32,     331.734230
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,33,     332.432522
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,34,     333.032694
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,35,     331.975187
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,36,     332.381802
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,37,     332.034506
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,38,     331.860078
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,39,     333.308571
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,40,     331.861269
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,41,     331.978887
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,42,     331.330994
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,43,     331.975077
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,44,     332.048815
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,45,     332.251294
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,46,     332.237144
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,47,     332.013696
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,48,     331.654651
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,49,     331.655760
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,50,     332.087955
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,51,     333.756505
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,52,     332.462241
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,53,     332.455471
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,54,     331.982966
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,55,     332.100145
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,56,     331.788839
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,57,     331.617121
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,58,     331.876748
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,59,     332.463131
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,60,     332.474511
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,61,     332.199714
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,62,     331.780209
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,63,     331.405563
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,64,     332.121916
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,65,     331.982167
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,66,     331.838768
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,67,     332.931995
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,68,     331.857048
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,69,     332.018486
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,70,     332.115356
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,71,     331.653860
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,72,     332.184025
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,73,     331.908068
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",512,74,     334.121861
