dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"D | D | D | D",64,0,       0.088339
2,float,uniform,PoisFFT,"D | D | D | D",64,52,       0.081679
2,float,uniform,PoisFFT,"D | D | D | D",64,53,       0.086249
2,float,uniform,PoisFFT,"D | D | D | D",64,54,       0.081739
2,float,uniform,PoisFFT,"D | D | D | D",64,55,       0.081599
2,float,uniform,PoisFFT,"D | D | D | D",64,56,       0.081830
2,float,uniform,PoisFFT,"D | D | D | D",64,57,       0.081849
2,float,uniform,PoisFFT,"D | D | D | D",64,58,       0.081769
2,float,uniform,PoisFFT,"D | D | D | D",64,59,       0.083509
2,float,uniform,PoisFFT,"D | D | D | D",64,60,       0.081819
2,float,uniform,PoisFFT,"D | D | D | D",64,61,       0.081809
2,float,uniform,PoisFFT,"D | D | D | D",64,62,       0.081629
2,float,uniform,PoisFFT,"D | D | D | D",64,63,       0.081840
2,float,uniform,PoisFFT,"D | D | D | D",64,64,       0.081919
2,float,uniform,PoisFFT,"D | D | D | D",64,65,       0.083489
2,float,uniform,PoisFFT,"D | D | D | D",64,66,       0.082279
2,float,uniform,PoisFFT,"D | D | D | D",64,67,       0.082129
2,float,uniform,PoisFFT,"D | D | D | D",64,68,       0.081809
2,float,uniform,PoisFFT,"D | D | D | D",64,69,       0.081889
2,float,uniform,PoisFFT,"D | D | D | D",64,70,       0.081689
2,float,uniform,PoisFFT,"D | D | D | D",64,71,       0.081759
2,float,uniform,PoisFFT,"D | D | D | D",64,72,       0.081750
2,float,uniform,PoisFFT,"D | D | D | D",64,73,       0.081669
2,float,uniform,PoisFFT,"D | D | D | D",64,74,       0.087909
2,float,uniform,PoisFFT,"D | D | D | D",128,0,       1.001720
2,float,uniform,PoisFFT,"D | D | D | D",128,1,       1.003039
2,float,uniform,PoisFFT,"D | D | D | D",128,2,       1.000319
2,float,uniform,PoisFFT,"D | D | D | D",128,3,       1.000439
2,float,uniform,PoisFFT,"D | D | D | D",128,4,       1.000929
2,float,uniform,PoisFFT,"D | D | D | D",128,5,       0.999459
2,float,uniform,PoisFFT,"D | D | D | D",128,6,       0.999710
2,float,uniform,PoisFFT,"D | D | D | D",128,7,       0.999679
2,float,uniform,PoisFFT,"D | D | D | D",128,8,       1.000249
2,float,uniform,PoisFFT,"D | D | D | D",128,9,       0.999629
2,float,uniform,PoisFFT,"D | D | D | D",128,10,       0.999189
2,float,uniform,PoisFFT,"D | D | D | D",128,11,       1.000679
2,float,uniform,PoisFFT,"D | D | D | D",128,12,       0.999249
2,float,uniform,PoisFFT,"D | D | D | D",128,13,       0.999419
2,float,uniform,PoisFFT,"D | D | D | D",128,14,       1.016309
2,float,uniform,PoisFFT,"D | D | D | D",128,15,       1.001699
2,float,uniform,PoisFFT,"D | D | D | D",128,16,       1.002169
2,float,uniform,PoisFFT,"D | D | D | D",128,17,       1.001289
2,float,uniform,PoisFFT,"D | D | D | D",128,18,       1.000479
2,float,uniform,PoisFFT,"D | D | D | D",128,19,       1.000549
2,float,uniform,PoisFFT,"D | D | D | D",128,20,       0.999670
2,float,uniform,PoisFFT,"D | D | D | D",128,21,       1.000549
2,float,uniform,PoisFFT,"D | D | D | D",128,22,       1.000080
2,float,uniform,PoisFFT,"D | D | D | D",128,23,       0.999459
2,float,uniform,PoisFFT,"D | D | D | D",128,24,       0.999759
2,float,uniform,PoisFFT,"D | D | D | D",128,25,       0.999529
2,float,uniform,PoisFFT,"D | D | D | D",128,26,       1.002619
2,float,uniform,PoisFFT,"D | D | D | D",128,27,       0.999449
2,float,uniform,PoisFFT,"D | D | D | D",128,28,       1.000500
2,float,uniform,PoisFFT,"D | D | D | D",128,29,       1.000090
2,float,uniform,PoisFFT,"D | D | D | D",128,30,       1.000409
2,float,uniform,PoisFFT,"D | D | D | D",128,31,       1.003049
2,float,uniform,PoisFFT,"D | D | D | D",128,32,       0.999049
2,float,uniform,PoisFFT,"D | D | D | D",128,33,       1.000769
2,float,uniform,PoisFFT,"D | D | D | D",128,34,       1.000909
2,float,uniform,PoisFFT,"D | D | D | D",128,35,       0.999879
2,float,uniform,PoisFFT,"D | D | D | D",128,36,       1.000170
2,float,uniform,PoisFFT,"D | D | D | D",128,37,       1.000309
2,float,uniform,PoisFFT,"D | D | D | D",128,38,       1.001439
2,float,uniform,PoisFFT,"D | D | D | D",128,39,       1.002559
2,float,uniform,PoisFFT,"D | D | D | D",128,40,       0.999909
2,float,uniform,PoisFFT,"D | D | D | D",128,41,       1.000419
2,float,uniform,PoisFFT,"D | D | D | D",128,42,       0.999620
2,float,uniform,PoisFFT,"D | D | D | D",128,43,       0.999200
2,float,uniform,PoisFFT,"D | D | D | D",128,44,       1.000799
2,float,uniform,PoisFFT,"D | D | D | D",128,45,       1.000279
2,float,uniform,PoisFFT,"D | D | D | D",128,46,       0.999549
2,float,uniform,PoisFFT,"D | D | D | D",128,47,       0.999299
2,float,uniform,PoisFFT,"D | D | D | D",128,48,       0.998959
2,float,uniform,PoisFFT,"D | D | D | D",128,49,       0.999560
2,float,uniform,PoisFFT,"D | D | D | D",128,50,       1.004529
2,float,uniform,PoisFFT,"D | D | D | D",128,51,       1.001569
2,float,uniform,PoisFFT,"D | D | D | D",128,52,       1.001109
2,float,uniform,PoisFFT,"D | D | D | D",128,53,       1.004169
2,float,uniform,PoisFFT,"D | D | D | D",128,54,       1.000939
2,float,uniform,PoisFFT,"D | D | D | D",128,55,       1.000649
2,float,uniform,PoisFFT,"D | D | D | D",128,56,       1.001300
2,float,uniform,PoisFFT,"D | D | D | D",128,57,       1.002099
2,float,uniform,PoisFFT,"D | D | D | D",128,58,       1.000159
2,float,uniform,PoisFFT,"D | D | D | D",128,59,       1.002269
2,float,uniform,PoisFFT,"D | D | D | D",128,60,       1.000669
2,float,uniform,PoisFFT,"D | D | D | D",128,61,       1.000380
2,float,uniform,PoisFFT,"D | D | D | D",128,62,       0.999099
2,float,uniform,PoisFFT,"D | D | D | D",128,63,       1.000440
2,float,uniform,PoisFFT,"D | D | D | D",128,64,       0.999579
2,float,uniform,PoisFFT,"D | D | D | D",128,65,       0.999849
2,float,uniform,PoisFFT,"D | D | D | D",128,66,       1.000549
2,float,uniform,PoisFFT,"D | D | D | D",128,67,       0.999719
2,float,uniform,PoisFFT,"D | D | D | D",128,68,       1.001339
2,float,uniform,PoisFFT,"D | D | D | D",128,69,       0.999430
2,float,uniform,PoisFFT,"D | D | D | D",128,70,       1.000069
2,float,uniform,PoisFFT,"D | D | D | D",128,71,       1.000209
2,float,uniform,PoisFFT,"D | D | D | D",128,72,       0.999789
2,float,uniform,PoisFFT,"D | D | D | D",128,73,       0.998859
2,float,uniform,PoisFFT,"D | D | D | D",128,74,       0.999999
2,float,uniform,PoisFFT,"D | D | D | D",192,0,       3.598981
2,float,uniform,PoisFFT,"D | D | D | D",192,1,       3.612241
2,float,uniform,PoisFFT,"D | D | D | D",192,2,       3.613061
2,float,uniform,PoisFFT,"D | D | D | D",192,3,       3.615951
2,float,uniform,PoisFFT,"D | D | D | D",192,4,       3.604821
2,float,uniform,PoisFFT,"D | D | D | D",192,5,       3.604481
2,float,uniform,PoisFFT,"D | D | D | D",192,6,       3.604461
2,float,uniform,PoisFFT,"D | D | D | D",192,7,       3.614351
2,float,uniform,PoisFFT,"D | D | D | D",192,8,       3.609381
2,float,uniform,PoisFFT,"D | D | D | D",192,9,       3.610231
2,float,uniform,PoisFFT,"D | D | D | D",192,10,       3.602481
2,float,uniform,PoisFFT,"D | D | D | D",192,11,       3.603881
2,float,uniform,PoisFFT,"D | D | D | D",192,12,       3.605821
2,float,uniform,PoisFFT,"D | D | D | D",192,13,       3.608741
2,float,uniform,PoisFFT,"D | D | D | D",192,14,       3.611201
2,float,uniform,PoisFFT,"D | D | D | D",192,15,       3.609711
2,float,uniform,PoisFFT,"D | D | D | D",192,16,       3.607421
2,float,uniform,PoisFFT,"D | D | D | D",192,17,       3.604892
2,float,uniform,PoisFFT,"D | D | D | D",192,18,       3.604771
2,float,uniform,PoisFFT,"D | D | D | D",192,19,       3.604041
2,float,uniform,PoisFFT,"D | D | D | D",192,20,       3.606011
2,float,uniform,PoisFFT,"D | D | D | D",192,21,       3.596731
2,float,uniform,PoisFFT,"D | D | D | D",192,22,       3.599591
2,float,uniform,PoisFFT,"D | D | D | D",192,23,       3.606651
2,float,uniform,PoisFFT,"D | D | D | D",192,24,       3.608391
2,float,uniform,PoisFFT,"D | D | D | D",192,25,       3.616040
2,float,uniform,PoisFFT,"D | D | D | D",192,26,       3.600811
2,float,uniform,PoisFFT,"D | D | D | D",192,27,       3.601801
2,float,uniform,PoisFFT,"D | D | D | D",192,28,       3.609032
2,float,uniform,PoisFFT,"D | D | D | D",192,29,       3.598431
2,float,uniform,PoisFFT,"D | D | D | D",192,30,       3.604811
2,float,uniform,PoisFFT,"D | D | D | D",192,31,       3.614151
2,float,uniform,PoisFFT,"D | D | D | D",192,32,       3.605952
2,float,uniform,PoisFFT,"D | D | D | D",192,33,       3.597381
2,float,uniform,PoisFFT,"D | D | D | D",192,34,       3.599251
2,float,uniform,PoisFFT,"D | D | D | D",192,35,       3.609751
2,float,uniform,PoisFFT,"D | D | D | D",192,36,       3.603850
2,float,uniform,PoisFFT,"D | D | D | D",192,37,       3.610871
2,float,uniform,PoisFFT,"D | D | D | D",192,38,       3.605871
2,float,uniform,PoisFFT,"D | D | D | D",192,39,       3.610431
2,float,uniform,PoisFFT,"D | D | D | D",192,40,       3.600441
2,float,uniform,PoisFFT,"D | D | D | D",192,41,       3.610661
2,float,uniform,PoisFFT,"D | D | D | D",192,42,       3.609411
2,float,uniform,PoisFFT,"D | D | D | D",192,43,       3.604401
2,float,uniform,PoisFFT,"D | D | D | D",192,44,       3.602441
2,float,uniform,PoisFFT,"D | D | D | D",192,45,       3.613051
2,float,uniform,PoisFFT,"D | D | D | D",192,46,       3.609851
2,float,uniform,PoisFFT,"D | D | D | D",192,47,       3.618880
2,float,uniform,PoisFFT,"D | D | D | D",192,48,       3.613721
2,float,uniform,PoisFFT,"D | D | D | D",192,49,       3.607851
2,float,uniform,PoisFFT,"D | D | D | D",192,50,       3.607701
2,float,uniform,PoisFFT,"D | D | D | D",192,51,       3.616031
2,float,uniform,PoisFFT,"D | D | D | D",192,52,       3.612541
2,float,uniform,PoisFFT,"D | D | D | D",192,53,       3.606521
2,float,uniform,PoisFFT,"D | D | D | D",192,54,       3.609881
2,float,uniform,PoisFFT,"D | D | D | D",192,55,       3.607641
2,float,uniform,PoisFFT,"D | D | D | D",192,56,       3.603161
2,float,uniform,PoisFFT,"D | D | D | D",192,57,       3.613190
2,float,uniform,PoisFFT,"D | D | D | D",192,58,       3.604031
2,float,uniform,PoisFFT,"D | D | D | D",192,59,       3.615771
2,float,uniform,PoisFFT,"D | D | D | D",192,60,       3.605950
2,float,uniform,PoisFFT,"D | D | D | D",192,61,       3.606111
2,float,uniform,PoisFFT,"D | D | D | D",192,62,       3.612791
2,float,uniform,PoisFFT,"D | D | D | D",192,63,       3.611081
2,float,uniform,PoisFFT,"D | D | D | D",192,64,       3.612551
2,float,uniform,PoisFFT,"D | D | D | D",192,65,       3.610841
2,float,uniform,PoisFFT,"D | D | D | D",192,66,       3.606870
2,float,uniform,PoisFFT,"D | D | D | D",192,67,       3.624291
2,float,uniform,PoisFFT,"D | D | D | D",192,68,       3.611331
2,float,uniform,PoisFFT,"D | D | D | D",192,69,       3.618041
2,float,uniform,PoisFFT,"D | D | D | D",192,70,       3.610121
2,float,uniform,PoisFFT,"D | D | D | D",192,71,       3.608561
2,float,uniform,PoisFFT,"D | D | D | D",192,72,       3.602601
2,float,uniform,PoisFFT,"D | D | D | D",192,73,       3.612981
2,float,uniform,PoisFFT,"D | D | D | D",192,74,       3.611841
2,float,uniform,PoisFFT,"D | D | D | D",256,0,       6.428741
2,float,uniform,PoisFFT,"D | D | D | D",256,1,       6.424891
2,float,uniform,PoisFFT,"D | D | D | D",256,2,       6.422161
2,float,uniform,PoisFFT,"D | D | D | D",256,3,       6.413390
2,float,uniform,PoisFFT,"D | D | D | D",256,4,       6.418441
2,float,uniform,PoisFFT,"D | D | D | D",256,5,       6.419410
2,float,uniform,PoisFFT,"D | D | D | D",256,6,       6.427471
2,float,uniform,PoisFFT,"D | D | D | D",256,7,       6.418590
2,float,uniform,PoisFFT,"D | D | D | D",256,8,       6.419091
2,float,uniform,PoisFFT,"D | D | D | D",256,9,       6.419930
2,float,uniform,PoisFFT,"D | D | D | D",256,10,       6.427651
2,float,uniform,PoisFFT,"D | D | D | D",256,11,       6.424780
2,float,uniform,PoisFFT,"D | D | D | D",256,12,       6.424571
2,float,uniform,PoisFFT,"D | D | D | D",256,13,       6.427400
2,float,uniform,PoisFFT,"D | D | D | D",256,14,       6.421621
2,float,uniform,PoisFFT,"D | D | D | D",256,15,       6.422571
2,float,uniform,PoisFFT,"D | D | D | D",256,16,       6.411851
2,float,uniform,PoisFFT,"D | D | D | D",256,17,       6.418221
2,float,uniform,PoisFFT,"D | D | D | D",256,18,       6.419060
2,float,uniform,PoisFFT,"D | D | D | D",256,19,       6.420671
2,float,uniform,PoisFFT,"D | D | D | D",256,20,       6.428100
2,float,uniform,PoisFFT,"D | D | D | D",256,21,       6.415541
2,float,uniform,PoisFFT,"D | D | D | D",256,22,       6.409991
2,float,uniform,PoisFFT,"D | D | D | D",256,23,       6.418210
2,float,uniform,PoisFFT,"D | D | D | D",256,24,       6.421711
2,float,uniform,PoisFFT,"D | D | D | D",256,25,       6.415540
2,float,uniform,PoisFFT,"D | D | D | D",256,26,       6.423961
2,float,uniform,PoisFFT,"D | D | D | D",256,27,       6.425670
2,float,uniform,PoisFFT,"D | D | D | D",256,28,       6.422411
2,float,uniform,PoisFFT,"D | D | D | D",256,29,       6.433410
2,float,uniform,PoisFFT,"D | D | D | D",256,30,       6.424831
2,float,uniform,PoisFFT,"D | D | D | D",256,31,       6.421611
2,float,uniform,PoisFFT,"D | D | D | D",256,32,       6.418781
2,float,uniform,PoisFFT,"D | D | D | D",256,33,       6.425080
2,float,uniform,PoisFFT,"D | D | D | D",256,34,       6.415441
2,float,uniform,PoisFFT,"D | D | D | D",256,35,       6.417700
2,float,uniform,PoisFFT,"D | D | D | D",256,36,       6.422001
2,float,uniform,PoisFFT,"D | D | D | D",256,37,       6.414900
2,float,uniform,PoisFFT,"D | D | D | D",256,38,       6.428470
2,float,uniform,PoisFFT,"D | D | D | D",256,39,       6.435190
2,float,uniform,PoisFFT,"D | D | D | D",256,40,       6.421751
2,float,uniform,PoisFFT,"D | D | D | D",256,41,       6.425480
2,float,uniform,PoisFFT,"D | D | D | D",256,42,       6.430061
2,float,uniform,PoisFFT,"D | D | D | D",256,43,       6.426880
2,float,uniform,PoisFFT,"D | D | D | D",256,44,       6.419151
2,float,uniform,PoisFFT,"D | D | D | D",256,45,       6.421900
2,float,uniform,PoisFFT,"D | D | D | D",256,46,       6.415961
2,float,uniform,PoisFFT,"D | D | D | D",256,47,       6.414371
2,float,uniform,PoisFFT,"D | D | D | D",256,48,       6.423850
2,float,uniform,PoisFFT,"D | D | D | D",256,49,       6.418651
2,float,uniform,PoisFFT,"D | D | D | D",256,50,       6.423980
2,float,uniform,PoisFFT,"D | D | D | D",256,51,       6.420881
2,float,uniform,PoisFFT,"D | D | D | D",256,52,       6.423900
2,float,uniform,PoisFFT,"D | D | D | D",256,53,       6.419981
2,float,uniform,PoisFFT,"D | D | D | D",256,54,       6.421910
2,float,uniform,PoisFFT,"D | D | D | D",256,55,       6.424551
2,float,uniform,PoisFFT,"D | D | D | D",256,56,       6.422521
2,float,uniform,PoisFFT,"D | D | D | D",256,57,       6.420121
2,float,uniform,PoisFFT,"D | D | D | D",256,58,       6.418350
2,float,uniform,PoisFFT,"D | D | D | D",256,59,       6.417500
2,float,uniform,PoisFFT,"D | D | D | D",256,60,       6.413811
2,float,uniform,PoisFFT,"D | D | D | D",256,61,       6.417740
2,float,uniform,PoisFFT,"D | D | D | D",256,62,       6.417151
2,float,uniform,PoisFFT,"D | D | D | D",256,63,       6.427580
2,float,uniform,PoisFFT,"D | D | D | D",256,64,       6.433671
2,float,uniform,PoisFFT,"D | D | D | D",256,65,       6.420000
2,float,uniform,PoisFFT,"D | D | D | D",256,66,       6.422291
2,float,uniform,PoisFFT,"D | D | D | D",256,67,       6.424910
2,float,uniform,PoisFFT,"D | D | D | D",256,68,       6.429461
2,float,uniform,PoisFFT,"D | D | D | D",256,69,       6.417511
2,float,uniform,PoisFFT,"D | D | D | D",256,70,       6.412400
2,float,uniform,PoisFFT,"D | D | D | D",256,71,       6.412841
2,float,uniform,PoisFFT,"D | D | D | D",256,72,       6.416720
2,float,uniform,PoisFFT,"D | D | D | D",256,73,       6.421091
2,float,uniform,PoisFFT,"D | D | D | D",256,74,       6.422020
2,float,uniform,PoisFFT,"D | D | D | D",320,0,      14.948528
2,float,uniform,PoisFFT,"D | D | D | D",320,1,      14.924369
2,float,uniform,PoisFFT,"D | D | D | D",320,2,      14.916249
2,float,uniform,PoisFFT,"D | D | D | D",320,3,      14.918759
2,float,uniform,PoisFFT,"D | D | D | D",320,4,      14.911928
2,float,uniform,PoisFFT,"D | D | D | D",320,5,      14.917879
2,float,uniform,PoisFFT,"D | D | D | D",320,6,      14.928128
2,float,uniform,PoisFFT,"D | D | D | D",320,7,      14.910959
2,float,uniform,PoisFFT,"D | D | D | D",320,8,      14.932258
2,float,uniform,PoisFFT,"D | D | D | D",320,9,      14.911978
2,float,uniform,PoisFFT,"D | D | D | D",320,10,      14.913429
2,float,uniform,PoisFFT,"D | D | D | D",320,11,      14.917118
2,float,uniform,PoisFFT,"D | D | D | D",320,12,      14.925469
2,float,uniform,PoisFFT,"D | D | D | D",320,13,      14.923778
2,float,uniform,PoisFFT,"D | D | D | D",320,14,      14.919649
2,float,uniform,PoisFFT,"D | D | D | D",320,15,      14.916678
2,float,uniform,PoisFFT,"D | D | D | D",320,16,      14.913818
2,float,uniform,PoisFFT,"D | D | D | D",320,17,      14.920299
2,float,uniform,PoisFFT,"D | D | D | D",320,18,      14.920888
2,float,uniform,PoisFFT,"D | D | D | D",320,19,      14.929659
2,float,uniform,PoisFFT,"D | D | D | D",320,20,      14.909070
2,float,uniform,PoisFFT,"D | D | D | D",320,21,      14.912009
2,float,uniform,PoisFFT,"D | D | D | D",320,22,      14.916509
2,float,uniform,PoisFFT,"D | D | D | D",320,23,      14.925209
2,float,uniform,PoisFFT,"D | D | D | D",320,24,      14.913899
2,float,uniform,PoisFFT,"D | D | D | D",320,25,      14.909419
2,float,uniform,PoisFFT,"D | D | D | D",320,26,      14.920529
2,float,uniform,PoisFFT,"D | D | D | D",320,27,      14.929988
2,float,uniform,PoisFFT,"D | D | D | D",320,28,      14.918719
2,float,uniform,PoisFFT,"D | D | D | D",320,29,      15.099627
2,float,uniform,PoisFFT,"D | D | D | D",320,30,      14.923419
2,float,uniform,PoisFFT,"D | D | D | D",320,31,      14.914579
2,float,uniform,PoisFFT,"D | D | D | D",320,32,      14.924179
2,float,uniform,PoisFFT,"D | D | D | D",320,33,      14.910728
2,float,uniform,PoisFFT,"D | D | D | D",320,34,      14.909429
2,float,uniform,PoisFFT,"D | D | D | D",320,35,      14.924809
2,float,uniform,PoisFFT,"D | D | D | D",320,36,      14.925489
2,float,uniform,PoisFFT,"D | D | D | D",320,37,      14.915659
2,float,uniform,PoisFFT,"D | D | D | D",320,38,      14.917188
2,float,uniform,PoisFFT,"D | D | D | D",320,39,      14.923639
2,float,uniform,PoisFFT,"D | D | D | D",320,40,      14.921148
2,float,uniform,PoisFFT,"D | D | D | D",320,41,      14.926189
2,float,uniform,PoisFFT,"D | D | D | D",320,42,      14.915978
2,float,uniform,PoisFFT,"D | D | D | D",320,43,      14.922489
2,float,uniform,PoisFFT,"D | D | D | D",320,44,      14.913149
2,float,uniform,PoisFFT,"D | D | D | D",320,45,      14.916368
2,float,uniform,PoisFFT,"D | D | D | D",320,46,      14.932469
2,float,uniform,PoisFFT,"D | D | D | D",320,47,      14.925709
2,float,uniform,PoisFFT,"D | D | D | D",320,48,      14.922219
2,float,uniform,PoisFFT,"D | D | D | D",320,49,      14.912578
2,float,uniform,PoisFFT,"D | D | D | D",320,50,      14.913759
2,float,uniform,PoisFFT,"D | D | D | D",320,51,      14.922528
2,float,uniform,PoisFFT,"D | D | D | D",320,52,      14.930659
2,float,uniform,PoisFFT,"D | D | D | D",320,53,      14.926138
2,float,uniform,PoisFFT,"D | D | D | D",320,54,      14.917669
2,float,uniform,PoisFFT,"D | D | D | D",320,55,      14.912668
2,float,uniform,PoisFFT,"D | D | D | D",320,56,      14.919439
2,float,uniform,PoisFFT,"D | D | D | D",320,57,      14.917619
2,float,uniform,PoisFFT,"D | D | D | D",320,58,      14.922039
2,float,uniform,PoisFFT,"D | D | D | D",320,59,      14.922299
2,float,uniform,PoisFFT,"D | D | D | D",320,60,      14.908709
2,float,uniform,PoisFFT,"D | D | D | D",320,61,      14.918039
2,float,uniform,PoisFFT,"D | D | D | D",320,62,      14.922878
2,float,uniform,PoisFFT,"D | D | D | D",320,63,      14.924239
2,float,uniform,PoisFFT,"D | D | D | D",320,64,      14.920318
2,float,uniform,PoisFFT,"D | D | D | D",320,65,      14.922628
2,float,uniform,PoisFFT,"D | D | D | D",320,66,      14.919739
2,float,uniform,PoisFFT,"D | D | D | D",320,67,      14.918388
2,float,uniform,PoisFFT,"D | D | D | D",320,68,      14.922369
2,float,uniform,PoisFFT,"D | D | D | D",320,69,      14.916118
2,float,uniform,PoisFFT,"D | D | D | D",320,70,      14.924799
2,float,uniform,PoisFFT,"D | D | D | D",320,71,      14.910869
2,float,uniform,PoisFFT,"D | D | D | D",320,72,      14.914059
2,float,uniform,PoisFFT,"D | D | D | D",320,73,      14.918659
2,float,uniform,PoisFFT,"D | D | D | D",320,74,      14.923658
2,float,uniform,PoisFFT,"D | D | D | D",384,0,       4.174115
2,float,uniform,PoisFFT,"D | D | D | D",384,1,       4.170375
2,float,uniform,PoisFFT,"D | D | D | D",384,2,       4.175565
2,float,uniform,PoisFFT,"D | D | D | D",384,3,       4.170885
2,float,uniform,PoisFFT,"D | D | D | D",384,4,       4.171745
2,float,uniform,PoisFFT,"D | D | D | D",384,5,       4.171235
2,float,uniform,PoisFFT,"D | D | D | D",384,6,       4.167185
2,float,uniform,PoisFFT,"D | D | D | D",384,7,       4.170485
2,float,uniform,PoisFFT,"D | D | D | D",384,8,       4.171635
2,float,uniform,PoisFFT,"D | D | D | D",384,9,       4.173344
2,float,uniform,PoisFFT,"D | D | D | D",384,10,       4.172035
2,float,uniform,PoisFFT,"D | D | D | D",384,11,       4.170035
2,float,uniform,PoisFFT,"D | D | D | D",384,12,       4.176305
2,float,uniform,PoisFFT,"D | D | D | D",384,13,       4.173395
2,float,uniform,PoisFFT,"D | D | D | D",384,14,       4.165366
2,float,uniform,PoisFFT,"D | D | D | D",384,15,       4.176825
2,float,uniform,PoisFFT,"D | D | D | D",384,16,       4.179365
2,float,uniform,PoisFFT,"D | D | D | D",384,17,       4.174045
2,float,uniform,PoisFFT,"D | D | D | D",384,18,       4.168425
2,float,uniform,PoisFFT,"D | D | D | D",384,19,       4.168826
2,float,uniform,PoisFFT,"D | D | D | D",384,20,       4.190385
2,float,uniform,PoisFFT,"D | D | D | D",384,21,       4.169355
2,float,uniform,PoisFFT,"D | D | D | D",384,22,       4.170355
2,float,uniform,PoisFFT,"D | D | D | D",384,23,       4.179525
2,float,uniform,PoisFFT,"D | D | D | D",384,24,       4.176455
2,float,uniform,PoisFFT,"D | D | D | D",384,25,       4.171195
2,float,uniform,PoisFFT,"D | D | D | D",384,26,       4.166495
2,float,uniform,PoisFFT,"D | D | D | D",384,27,       4.173914
2,float,uniform,PoisFFT,"D | D | D | D",384,28,       4.176975
2,float,uniform,PoisFFT,"D | D | D | D",384,29,       4.180244
2,float,uniform,PoisFFT,"D | D | D | D",384,30,       4.173415
2,float,uniform,PoisFFT,"D | D | D | D",384,31,       4.163694
2,float,uniform,PoisFFT,"D | D | D | D",384,32,       4.170195
