dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | N",64,0,       0.003680
1,float,uniform,PoisFFT,"N | N",64,32,       0.000770
1,float,uniform,PoisFFT,"N | N",64,33,       0.000770
1,float,uniform,PoisFFT,"N | N",64,34,       0.000760
1,float,uniform,PoisFFT,"N | N",64,35,       0.000760
1,float,uniform,PoisFFT,"N | N",64,36,       0.000771
1,float,uniform,PoisFFT,"N | N",64,37,       0.000771
1,float,uniform,PoisFFT,"N | N",64,38,       0.000760
1,float,uniform,PoisFFT,"N | N",64,39,       0.000760
1,float,uniform,PoisFFT,"N | N",64,40,       0.000750
1,float,uniform,PoisFFT,"N | N",64,41,       0.000760
1,float,uniform,PoisFFT,"N | N",64,42,       0.000760
1,float,uniform,PoisFFT,"N | N",64,43,       0.000760
1,float,uniform,PoisFFT,"N | N",64,44,       0.000760
1,float,uniform,PoisFFT,"N | N",64,45,       0.000760
1,float,uniform,PoisFFT,"N | N",64,46,       0.000770
1,float,uniform,PoisFFT,"N | N",64,47,       0.000760
1,float,uniform,PoisFFT,"N | N",64,48,       0.000770
1,float,uniform,PoisFFT,"N | N",64,49,       0.000760
1,float,uniform,PoisFFT,"N | N",64,50,       0.000770
1,float,uniform,PoisFFT,"N | N",64,51,       0.000760
1,float,uniform,PoisFFT,"N | N",64,52,       0.000760
1,float,uniform,PoisFFT,"N | N",64,53,       0.000770
1,float,uniform,PoisFFT,"N | N",64,54,       0.000760
1,float,uniform,PoisFFT,"N | N",64,55,       0.000760
1,float,uniform,PoisFFT,"N | N",64,56,       0.000760
1,float,uniform,PoisFFT,"N | N",64,57,       0.000770
1,float,uniform,PoisFFT,"N | N",64,58,       0.000760
1,float,uniform,PoisFFT,"N | N",64,59,       0.000770
1,float,uniform,PoisFFT,"N | N",64,60,       0.000770
1,float,uniform,PoisFFT,"N | N",64,61,       0.000760
1,float,uniform,PoisFFT,"N | N",64,62,       0.000770
1,float,uniform,PoisFFT,"N | N",64,63,       0.000760
1,float,uniform,PoisFFT,"N | N",64,64,       0.000770
1,float,uniform,PoisFFT,"N | N",64,65,       0.000760
1,float,uniform,PoisFFT,"N | N",64,66,       0.000749
1,float,uniform,PoisFFT,"N | N",64,67,       0.000760
1,float,uniform,PoisFFT,"N | N",64,68,       0.000760
1,float,uniform,PoisFFT,"N | N",64,69,       0.000751
1,float,uniform,PoisFFT,"N | N",64,70,       0.000770
1,float,uniform,PoisFFT,"N | N",64,71,       0.000770
1,float,uniform,PoisFFT,"N | N",64,72,       0.000760
1,float,uniform,PoisFFT,"N | N",64,73,       0.000760
1,float,uniform,PoisFFT,"N | N",64,74,       0.000760
1,float,uniform,PoisFFT,"N | N",128,0,       0.011849
1,float,uniform,PoisFFT,"N | N",128,1,       0.010800
1,float,uniform,PoisFFT,"N | N",128,2,       0.010750
1,float,uniform,PoisFFT,"N | N",128,3,       0.010750
1,float,uniform,PoisFFT,"N | N",128,4,       0.010740
1,float,uniform,PoisFFT,"N | N",128,5,       0.010740
1,float,uniform,PoisFFT,"N | N",128,6,       0.010739
1,float,uniform,PoisFFT,"N | N",128,7,       0.010750
1,float,uniform,PoisFFT,"N | N",128,8,       0.010730
1,float,uniform,PoisFFT,"N | N",128,9,       0.010740
1,float,uniform,PoisFFT,"N | N",128,10,       0.010740
1,float,uniform,PoisFFT,"N | N",128,11,       0.010730
1,float,uniform,PoisFFT,"N | N",128,12,       0.010749
1,float,uniform,PoisFFT,"N | N",128,13,       0.010750
1,float,uniform,PoisFFT,"N | N",128,14,       0.010730
1,float,uniform,PoisFFT,"N | N",128,15,       0.010740
1,float,uniform,PoisFFT,"N | N",128,16,       0.010730
1,float,uniform,PoisFFT,"N | N",128,17,       0.010720
1,float,uniform,PoisFFT,"N | N",128,18,       0.010740
1,float,uniform,PoisFFT,"N | N",128,19,       0.010711
1,float,uniform,PoisFFT,"N | N",128,20,       0.010750
1,float,uniform,PoisFFT,"N | N",128,21,       0.010730
1,float,uniform,PoisFFT,"N | N",128,22,       0.010750
1,float,uniform,PoisFFT,"N | N",128,23,       0.010730
1,float,uniform,PoisFFT,"N | N",128,24,       0.010750
1,float,uniform,PoisFFT,"N | N",128,25,       0.010729
1,float,uniform,PoisFFT,"N | N",128,26,       0.010709
1,float,uniform,PoisFFT,"N | N",128,27,       0.010730
1,float,uniform,PoisFFT,"N | N",128,28,       0.010740
1,float,uniform,PoisFFT,"N | N",128,29,       0.010740
1,float,uniform,PoisFFT,"N | N",128,30,       0.010740
1,float,uniform,PoisFFT,"N | N",128,31,       0.010740
1,float,uniform,PoisFFT,"N | N",128,32,       0.010720
1,float,uniform,PoisFFT,"N | N",128,33,       0.010740
1,float,uniform,PoisFFT,"N | N",128,34,       0.010730
1,float,uniform,PoisFFT,"N | N",128,35,       0.010730
1,float,uniform,PoisFFT,"N | N",128,36,       0.010730
1,float,uniform,PoisFFT,"N | N",128,37,       0.010730
1,float,uniform,PoisFFT,"N | N",128,38,       0.010740
1,float,uniform,PoisFFT,"N | N",128,39,       0.010719
1,float,uniform,PoisFFT,"N | N",128,40,       0.010739
1,float,uniform,PoisFFT,"N | N",128,41,       0.010740
1,float,uniform,PoisFFT,"N | N",128,42,       0.010720
1,float,uniform,PoisFFT,"N | N",128,43,       0.010710
1,float,uniform,PoisFFT,"N | N",128,44,       0.010740
1,float,uniform,PoisFFT,"N | N",128,45,       0.010749
1,float,uniform,PoisFFT,"N | N",128,46,       0.010751
1,float,uniform,PoisFFT,"N | N",128,47,       0.010730
1,float,uniform,PoisFFT,"N | N",128,48,       0.010720
1,float,uniform,PoisFFT,"N | N",128,49,       0.010710
1,float,uniform,PoisFFT,"N | N",128,50,       0.010730
1,float,uniform,PoisFFT,"N | N",128,51,       0.010720
1,float,uniform,PoisFFT,"N | N",128,52,       0.010729
1,float,uniform,PoisFFT,"N | N",128,53,       0.010739
1,float,uniform,PoisFFT,"N | N",128,54,       0.010700
1,float,uniform,PoisFFT,"N | N",128,55,       0.010730
1,float,uniform,PoisFFT,"N | N",128,56,       0.010720
1,float,uniform,PoisFFT,"N | N",128,57,       0.010790
1,float,uniform,PoisFFT,"N | N",128,58,       0.010710
1,float,uniform,PoisFFT,"N | N",128,59,       0.010740
1,float,uniform,PoisFFT,"N | N",128,60,       0.010720
1,float,uniform,PoisFFT,"N | N",128,61,       0.010730
1,float,uniform,PoisFFT,"N | N",128,62,       0.010730
1,float,uniform,PoisFFT,"N | N",128,63,       0.010750
1,float,uniform,PoisFFT,"N | N",128,64,       0.010730
1,float,uniform,PoisFFT,"N | N",128,65,       0.010760
1,float,uniform,PoisFFT,"N | N",128,66,       0.010740
1,float,uniform,PoisFFT,"N | N",128,67,       0.010729
1,float,uniform,PoisFFT,"N | N",128,68,       0.010720
1,float,uniform,PoisFFT,"N | N",128,69,       0.010730
1,float,uniform,PoisFFT,"N | N",128,70,       0.010710
1,float,uniform,PoisFFT,"N | N",128,71,       0.010730
1,float,uniform,PoisFFT,"N | N",128,72,       0.010750
1,float,uniform,PoisFFT,"N | N",128,73,       0.010749
1,float,uniform,PoisFFT,"N | N",128,74,       0.010710
1,float,uniform,PoisFFT,"N | N",192,0,       0.015320
1,float,uniform,PoisFFT,"N | N",192,1,       0.013030
1,float,uniform,PoisFFT,"N | N",192,2,       0.012930
1,float,uniform,PoisFFT,"N | N",192,3,       0.012870
1,float,uniform,PoisFFT,"N | N",192,4,       0.012880
1,float,uniform,PoisFFT,"N | N",192,5,       0.012929
1,float,uniform,PoisFFT,"N | N",192,6,       0.012840
1,float,uniform,PoisFFT,"N | N",192,7,       0.012820
1,float,uniform,PoisFFT,"N | N",192,8,       0.012910
1,float,uniform,PoisFFT,"N | N",192,9,       0.013010
1,float,uniform,PoisFFT,"N | N",192,10,       0.012829
1,float,uniform,PoisFFT,"N | N",192,11,       0.012930
1,float,uniform,PoisFFT,"N | N",192,12,       0.012910
1,float,uniform,PoisFFT,"N | N",192,13,       0.012880
1,float,uniform,PoisFFT,"N | N",192,14,       0.012910
1,float,uniform,PoisFFT,"N | N",192,15,       0.012930
1,float,uniform,PoisFFT,"N | N",192,16,       0.012880
1,float,uniform,PoisFFT,"N | N",192,17,       0.012880
1,float,uniform,PoisFFT,"N | N",192,18,       0.012910
1,float,uniform,PoisFFT,"N | N",192,19,       0.012930
1,float,uniform,PoisFFT,"N | N",192,20,       0.012900
1,float,uniform,PoisFFT,"N | N",192,21,       0.012910
1,float,uniform,PoisFFT,"N | N",192,22,       0.012889
1,float,uniform,PoisFFT,"N | N",192,23,       0.012900
1,float,uniform,PoisFFT,"N | N",192,24,       0.012850
1,float,uniform,PoisFFT,"N | N",192,25,       0.012860
1,float,uniform,PoisFFT,"N | N",192,26,       0.012880
1,float,uniform,PoisFFT,"N | N",192,27,       0.012880
1,float,uniform,PoisFFT,"N | N",192,28,       0.012870
1,float,uniform,PoisFFT,"N | N",192,29,       0.013030
1,float,uniform,PoisFFT,"N | N",192,30,       0.013000
1,float,uniform,PoisFFT,"N | N",192,31,       0.012860
1,float,uniform,PoisFFT,"N | N",192,32,       0.012900
1,float,uniform,PoisFFT,"N | N",192,33,       0.012891
1,float,uniform,PoisFFT,"N | N",192,34,       0.012890
1,float,uniform,PoisFFT,"N | N",192,35,       0.012870
1,float,uniform,PoisFFT,"N | N",192,36,       0.012920
1,float,uniform,PoisFFT,"N | N",192,37,       0.012820
1,float,uniform,PoisFFT,"N | N",192,38,       0.012900
1,float,uniform,PoisFFT,"N | N",192,39,       0.012859
1,float,uniform,PoisFFT,"N | N",192,40,       0.012880
1,float,uniform,PoisFFT,"N | N",192,41,       0.012800
1,float,uniform,PoisFFT,"N | N",192,42,       0.012880
1,float,uniform,PoisFFT,"N | N",192,43,       0.012880
1,float,uniform,PoisFFT,"N | N",192,44,       0.012870
1,float,uniform,PoisFFT,"N | N",192,45,       0.012869
1,float,uniform,PoisFFT,"N | N",192,46,       0.012860
1,float,uniform,PoisFFT,"N | N",192,47,       0.012910
1,float,uniform,PoisFFT,"N | N",192,48,       0.012860
1,float,uniform,PoisFFT,"N | N",192,49,       0.012900
1,float,uniform,PoisFFT,"N | N",192,50,       0.012871
1,float,uniform,PoisFFT,"N | N",192,51,       0.012800
1,float,uniform,PoisFFT,"N | N",192,52,       0.012880
1,float,uniform,PoisFFT,"N | N",192,53,       0.012870
1,float,uniform,PoisFFT,"N | N",192,54,       0.012860
1,float,uniform,PoisFFT,"N | N",192,55,       0.012900
1,float,uniform,PoisFFT,"N | N",192,56,       0.012850
1,float,uniform,PoisFFT,"N | N",192,57,       0.012870
1,float,uniform,PoisFFT,"N | N",192,58,       0.012820
1,float,uniform,PoisFFT,"N | N",192,59,       0.012890
1,float,uniform,PoisFFT,"N | N",192,60,       0.012880
1,float,uniform,PoisFFT,"N | N",192,61,       0.012889
1,float,uniform,PoisFFT,"N | N",192,62,       0.012829
1,float,uniform,PoisFFT,"N | N",192,63,       0.012900
1,float,uniform,PoisFFT,"N | N",192,64,       0.012840
1,float,uniform,PoisFFT,"N | N",192,65,       0.012910
1,float,uniform,PoisFFT,"N | N",192,66,       0.012880
1,float,uniform,PoisFFT,"N | N",192,67,       0.012919
1,float,uniform,PoisFFT,"N | N",192,68,       0.012870
1,float,uniform,PoisFFT,"N | N",192,69,       0.012880
1,float,uniform,PoisFFT,"N | N",192,70,       0.012850
1,float,uniform,PoisFFT,"N | N",192,71,       0.012860
1,float,uniform,PoisFFT,"N | N",192,72,       0.012900
1,float,uniform,PoisFFT,"N | N",192,73,       0.012889
1,float,uniform,PoisFFT,"N | N",192,74,       0.012870
1,float,uniform,PoisFFT,"N | N",256,0,       0.005840
1,float,uniform,PoisFFT,"N | N",256,1,       0.005020
1,float,uniform,PoisFFT,"N | N",256,2,       0.004970
1,float,uniform,PoisFFT,"N | N",256,3,       0.004950
1,float,uniform,PoisFFT,"N | N",256,4,       0.004930
1,float,uniform,PoisFFT,"N | N",256,5,       0.004930
1,float,uniform,PoisFFT,"N | N",256,6,       0.004930
1,float,uniform,PoisFFT,"N | N",256,7,       0.004940
1,float,uniform,PoisFFT,"N | N",256,8,       0.004920
1,float,uniform,PoisFFT,"N | N",256,9,       0.004940
1,float,uniform,PoisFFT,"N | N",256,10,       0.004940
1,float,uniform,PoisFFT,"N | N",256,11,       0.004940
1,float,uniform,PoisFFT,"N | N",256,12,       0.004930
1,float,uniform,PoisFFT,"N | N",256,13,       0.004950
1,float,uniform,PoisFFT,"N | N",256,14,       0.004930
1,float,uniform,PoisFFT,"N | N",256,15,       0.004970
1,float,uniform,PoisFFT,"N | N",256,16,       0.004940
1,float,uniform,PoisFFT,"N | N",256,17,       0.004950
1,float,uniform,PoisFFT,"N | N",256,18,       0.004929
1,float,uniform,PoisFFT,"N | N",256,19,       0.004931
1,float,uniform,PoisFFT,"N | N",256,20,       0.004940
1,float,uniform,PoisFFT,"N | N",256,21,       0.004920
1,float,uniform,PoisFFT,"N | N",256,22,       0.005010
1,float,uniform,PoisFFT,"N | N",256,23,       0.004960
1,float,uniform,PoisFFT,"N | N",256,24,       0.004920
1,float,uniform,PoisFFT,"N | N",256,25,       0.004950
1,float,uniform,PoisFFT,"N | N",256,26,       0.004920
1,float,uniform,PoisFFT,"N | N",256,27,       0.004940
1,float,uniform,PoisFFT,"N | N",256,28,       0.004920
1,float,uniform,PoisFFT,"N | N",256,29,       0.004929
1,float,uniform,PoisFFT,"N | N",256,30,       0.004940
1,float,uniform,PoisFFT,"N | N",256,31,       0.004930
1,float,uniform,PoisFFT,"N | N",256,32,       0.004920
1,float,uniform,PoisFFT,"N | N",256,33,       0.004920
1,float,uniform,PoisFFT,"N | N",256,34,       0.004920
1,float,uniform,PoisFFT,"N | N",256,35,       0.004940
1,float,uniform,PoisFFT,"N | N",256,36,       0.004940
1,float,uniform,PoisFFT,"N | N",256,37,       0.004920
1,float,uniform,PoisFFT,"N | N",256,38,       0.004930
1,float,uniform,PoisFFT,"N | N",256,39,       0.004960
1,float,uniform,PoisFFT,"N | N",256,40,       0.004940
1,float,uniform,PoisFFT,"N | N",256,41,       0.004929
1,float,uniform,PoisFFT,"N | N",256,42,       0.004940
1,float,uniform,PoisFFT,"N | N",256,43,       0.004930
1,float,uniform,PoisFFT,"N | N",256,44,       0.004920
1,float,uniform,PoisFFT,"N | N",256,45,       0.004950
1,float,uniform,PoisFFT,"N | N",256,46,       0.004920
1,float,uniform,PoisFFT,"N | N",256,47,       0.004920
1,float,uniform,PoisFFT,"N | N",256,48,       0.004950
1,float,uniform,PoisFFT,"N | N",256,49,       0.004930
1,float,uniform,PoisFFT,"N | N",256,50,       0.004940
1,float,uniform,PoisFFT,"N | N",256,51,       0.004960
1,float,uniform,PoisFFT,"N | N",256,52,       0.004940
1,float,uniform,PoisFFT,"N | N",256,53,       0.004951
1,float,uniform,PoisFFT,"N | N",256,54,       0.004929
1,float,uniform,PoisFFT,"N | N",256,55,       0.004930
1,float,uniform,PoisFFT,"N | N",256,56,       0.004930
1,float,uniform,PoisFFT,"N | N",256,57,       0.004940
1,float,uniform,PoisFFT,"N | N",256,58,       0.004950
1,float,uniform,PoisFFT,"N | N",256,59,       0.004940
1,float,uniform,PoisFFT,"N | N",256,60,       0.004940
1,float,uniform,PoisFFT,"N | N",256,61,       0.004950
1,float,uniform,PoisFFT,"N | N",256,62,       0.004940
1,float,uniform,PoisFFT,"N | N",256,63,       0.004960
1,float,uniform,PoisFFT,"N | N",256,64,       0.004940
1,float,uniform,PoisFFT,"N | N",256,65,       0.004929
1,float,uniform,PoisFFT,"N | N",256,66,       0.004920
1,float,uniform,PoisFFT,"N | N",256,67,       0.004940
1,float,uniform,PoisFFT,"N | N",256,68,       0.004930
1,float,uniform,PoisFFT,"N | N",256,69,       0.004950
1,float,uniform,PoisFFT,"N | N",256,70,       0.004940
1,float,uniform,PoisFFT,"N | N",256,71,       0.004940
1,float,uniform,PoisFFT,"N | N",256,72,       0.004950
1,float,uniform,PoisFFT,"N | N",256,73,       0.004960
1,float,uniform,PoisFFT,"N | N",256,74,       0.004950
1,float,uniform,PoisFFT,"N | N",320,0,       0.009750
1,float,uniform,PoisFFT,"N | N",320,1,       0.008991
1,float,uniform,PoisFFT,"N | N",320,2,       0.008840
1,float,uniform,PoisFFT,"N | N",320,3,       0.008890
1,float,uniform,PoisFFT,"N | N",320,4,       0.008830
1,float,uniform,PoisFFT,"N | N",320,5,       0.008810
1,float,uniform,PoisFFT,"N | N",320,6,       0.008820
1,float,uniform,PoisFFT,"N | N",320,7,       0.008830
1,float,uniform,PoisFFT,"N | N",320,8,       0.008820
1,float,uniform,PoisFFT,"N | N",320,9,       0.008820
1,float,uniform,PoisFFT,"N | N",320,10,       0.008830
1,float,uniform,PoisFFT,"N | N",320,11,       0.008810
1,float,uniform,PoisFFT,"N | N",320,12,       0.008830
1,float,uniform,PoisFFT,"N | N",320,13,       0.008860
1,float,uniform,PoisFFT,"N | N",320,14,       0.008820
1,float,uniform,PoisFFT,"N | N",320,15,       0.008820
1,float,uniform,PoisFFT,"N | N",320,16,       0.008839
1,float,uniform,PoisFFT,"N | N",320,17,       0.008840
1,float,uniform,PoisFFT,"N | N",320,18,       0.008850
1,float,uniform,PoisFFT,"N | N",320,19,       0.008830
1,float,uniform,PoisFFT,"N | N",320,20,       0.008840
1,float,uniform,PoisFFT,"N | N",320,21,       0.008850
1,float,uniform,PoisFFT,"N | N",320,22,       0.008840
1,float,uniform,PoisFFT,"N | N",320,23,       0.008811
1,float,uniform,PoisFFT,"N | N",320,24,       0.008830
1,float,uniform,PoisFFT,"N | N",320,25,       0.008830
1,float,uniform,PoisFFT,"N | N",320,26,       0.008810
1,float,uniform,PoisFFT,"N | N",320,27,       0.008820
1,float,uniform,PoisFFT,"N | N",320,28,       0.008830
1,float,uniform,PoisFFT,"N | N",320,29,       0.008860
1,float,uniform,PoisFFT,"N | N",320,30,       0.008831
1,float,uniform,PoisFFT,"N | N",320,31,       0.008810
1,float,uniform,PoisFFT,"N | N",320,32,       0.008810
1,float,uniform,PoisFFT,"N | N",320,33,       0.008810
1,float,uniform,PoisFFT,"N | N",320,34,       0.008810
1,float,uniform,PoisFFT,"N | N",320,35,       0.008800
1,float,uniform,PoisFFT,"N | N",320,36,       0.008850
1,float,uniform,PoisFFT,"N | N",320,37,       0.008809
1,float,uniform,PoisFFT,"N | N",320,38,       0.008799
1,float,uniform,PoisFFT,"N | N",320,39,       0.008820
1,float,uniform,PoisFFT,"N | N",320,40,       0.008820
1,float,uniform,PoisFFT,"N | N",320,41,       0.008800
1,float,uniform,PoisFFT,"N | N",320,42,       0.008830
1,float,uniform,PoisFFT,"N | N",320,43,       0.008790
1,float,uniform,PoisFFT,"N | N",320,44,       0.008839
1,float,uniform,PoisFFT,"N | N",320,45,       0.008809
1,float,uniform,PoisFFT,"N | N",320,46,       0.008830
1,float,uniform,PoisFFT,"N | N",320,47,       0.008860
1,float,uniform,PoisFFT,"N | N",320,48,       0.008820
1,float,uniform,PoisFFT,"N | N",320,49,       0.008820
1,float,uniform,PoisFFT,"N | N",320,50,       0.008830
1,float,uniform,PoisFFT,"N | N",320,51,       0.008849
1,float,uniform,PoisFFT,"N | N",320,52,       0.008820
1,float,uniform,PoisFFT,"N | N",320,53,       0.008829
1,float,uniform,PoisFFT,"N | N",320,54,       0.008810
1,float,uniform,PoisFFT,"N | N",320,55,       0.008830
1,float,uniform,PoisFFT,"N | N",320,56,       0.008820
1,float,uniform,PoisFFT,"N | N",320,57,       0.008800
1,float,uniform,PoisFFT,"N | N",320,58,       0.008850
1,float,uniform,PoisFFT,"N | N",320,59,       0.008840
1,float,uniform,PoisFFT,"N | N",320,60,       0.008810
1,float,uniform,PoisFFT,"N | N",320,61,       0.008840
1,float,uniform,PoisFFT,"N | N",320,62,       0.008810
1,float,uniform,PoisFFT,"N | N",320,63,       0.008810
1,float,uniform,PoisFFT,"N | N",320,64,       0.008790
1,float,uniform,PoisFFT,"N | N",320,65,       0.008840
1,float,uniform,PoisFFT,"N | N",320,66,       0.008850
1,float,uniform,PoisFFT,"N | N",320,67,       0.008831
1,float,uniform,PoisFFT,"N | N",320,68,       0.008850
1,float,uniform,PoisFFT,"N | N",320,69,       0.008820
1,float,uniform,PoisFFT,"N | N",320,70,       0.008830
1,float,uniform,PoisFFT,"N | N",320,71,       0.008830
1,float,uniform,PoisFFT,"N | N",320,72,       0.008840
1,float,uniform,PoisFFT,"N | N",320,73,       0.008820
1,float,uniform,PoisFFT,"N | N",320,74,       0.008829
1,float,uniform,PoisFFT,"N | N",384,0,       0.027760
1,float,uniform,PoisFFT,"N | N",384,1,       0.026619
1,float,uniform,PoisFFT,"N | N",384,2,       0.026510
1,float,uniform,PoisFFT,"N | N",384,3,       0.026609
1,float,uniform,PoisFFT,"N | N",384,4,       0.032890
1,float,uniform,PoisFFT,"N | N",384,5,       0.026580
1,float,uniform,PoisFFT,"N | N",384,6,       0.026469
1,float,uniform,PoisFFT,"N | N",384,7,       0.026720
1,float,uniform,PoisFFT,"N | N",384,8,       0.026460
1,float,uniform,PoisFFT,"N | N",384,9,       0.026629
1,float,uniform,PoisFFT,"N | N",384,10,       0.026540
1,float,uniform,PoisFFT,"N | N",384,11,       0.026540
1,float,uniform,PoisFFT,"N | N",384,12,       0.026459
1,float,uniform,PoisFFT,"N | N",384,13,       0.026520
1,float,uniform,PoisFFT,"N | N",384,14,       0.026560
1,float,uniform,PoisFFT,"N | N",384,15,       0.026629
1,float,uniform,PoisFFT,"N | N",384,16,       0.026580
1,float,uniform,PoisFFT,"N | N",384,17,       0.026610
1,float,uniform,PoisFFT,"N | N",384,18,       0.026649
1,float,uniform,PoisFFT,"N | N",384,19,       0.027890
1,float,uniform,PoisFFT,"N | N",384,20,       0.026650
1,float,uniform,PoisFFT,"N | N",384,21,       0.026769
1,float,uniform,PoisFFT,"N | N",384,22,       0.026510
1,float,uniform,PoisFFT,"N | N",384,23,       0.026480
1,float,uniform,PoisFFT,"N | N",384,24,       0.026569
1,float,uniform,PoisFFT,"N | N",384,25,       0.026650
1,float,uniform,PoisFFT,"N | N",384,26,       0.026540
1,float,uniform,PoisFFT,"N | N",384,27,       0.026519
1,float,uniform,PoisFFT,"N | N",384,28,       0.026510
1,float,uniform,PoisFFT,"N | N",384,29,       0.026570
1,float,uniform,PoisFFT,"N | N",384,30,       0.026539
1,float,uniform,PoisFFT,"N | N",384,31,       0.026560
1,float,uniform,PoisFFT,"N | N",384,32,       0.026540
1,float,uniform,PoisFFT,"N | N",384,33,       0.026609
1,float,uniform,PoisFFT,"N | N",384,34,       0.026550
1,float,uniform,PoisFFT,"N | N",384,35,       0.026520
1,float,uniform,PoisFFT,"N | N",384,36,       0.031709
1,float,uniform,PoisFFT,"N | N",384,37,       0.026570
1,float,uniform,PoisFFT,"N | N",384,38,       0.026530
1,float,uniform,PoisFFT,"N | N",384,39,       0.026499
1,float,uniform,PoisFFT,"N | N",384,40,       0.026570
1,float,uniform,PoisFFT,"N | N",384,41,       0.026650
1,float,uniform,PoisFFT,"N | N",384,42,       0.026559
1,float,uniform,PoisFFT,"N | N",384,43,       0.026690
1,float,uniform,PoisFFT,"N | N",384,44,       0.026630
1,float,uniform,PoisFFT,"N | N",384,45,       0.026469
1,float,uniform,PoisFFT,"N | N",384,46,       0.026520
1,float,uniform,PoisFFT,"N | N",384,47,       0.026570
1,float,uniform,PoisFFT,"N | N",384,48,       0.026649
1,float,uniform,PoisFFT,"N | N",384,49,       0.026550
1,float,uniform,PoisFFT,"N | N",384,50,       0.026510
1,float,uniform,PoisFFT,"N | N",384,51,       0.026559
1,float,uniform,PoisFFT,"N | N",384,52,       0.026580
1,float,uniform,PoisFFT,"N | N",384,53,       0.026630
1,float,uniform,PoisFFT,"N | N",384,54,       0.026820
1,float,uniform,PoisFFT,"N | N",384,55,       0.026550
1,float,uniform,PoisFFT,"N | N",384,56,       0.026619
1,float,uniform,PoisFFT,"N | N",384,57,       0.026580
1,float,uniform,PoisFFT,"N | N",384,58,       0.026590
1,float,uniform,PoisFFT,"N | N",384,59,       0.026619
1,float,uniform,PoisFFT,"N | N",384,60,       0.026579
1,float,uniform,PoisFFT,"N | N",384,61,       0.026530
1,float,uniform,PoisFFT,"N | N",384,62,       0.026610
1,float,uniform,PoisFFT,"N | N",384,63,       0.026529
1,float,uniform,PoisFFT,"N | N",384,64,       0.026970
1,float,uniform,PoisFFT,"N | N",384,65,       0.026569
1,float,uniform,PoisFFT,"N | N",384,66,       0.026519
1,float,uniform,PoisFFT,"N | N",384,67,       0.026510
1,float,uniform,PoisFFT,"N | N",384,68,       0.030970
1,float,uniform,PoisFFT,"N | N",384,69,       0.026649
1,float,uniform,PoisFFT,"N | N",384,70,       0.026570
1,float,uniform,PoisFFT,"N | N",384,71,       0.026590
1,float,uniform,PoisFFT,"N | N",384,72,       0.026509
1,float,uniform,PoisFFT,"N | N",384,73,       0.026540
1,float,uniform,PoisFFT,"N | N",384,74,       0.026509
1,float,uniform,PoisFFT,"N | N",448,0,       0.046529
1,float,uniform,PoisFFT,"N | N",448,1,       0.046250
1,float,uniform,PoisFFT,"N | N",448,2,       0.046089
1,float,uniform,PoisFFT,"N | N",448,3,       0.046100
1,float,uniform,PoisFFT,"N | N",448,4,       0.046060
1,float,uniform,PoisFFT,"N | N",448,5,       0.046090
1,float,uniform,PoisFFT,"N | N",448,6,       0.046090
1,float,uniform,PoisFFT,"N | N",448,7,       0.046009
1,float,uniform,PoisFFT,"N | N",448,8,       0.050240
1,float,uniform,PoisFFT,"N | N",448,9,       0.046149
1,float,uniform,PoisFFT,"N | N",448,10,       0.046100
1,float,uniform,PoisFFT,"N | N",448,11,       0.046029
1,float,uniform,PoisFFT,"N | N",448,12,       0.046080
