dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.039010
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,70,       0.031970
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,71,       0.031980
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,72,       0.031959
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,73,       0.031990
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,74,       0.032009
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,0,       0.160828
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,1,       0.154318
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,2,       0.153679
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,3,       0.154738
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,4,       0.157878
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,5,       0.153028
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,6,       0.152989
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,7,       0.153018
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,8,       0.157689
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,9,       0.153009
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,10,       0.152768
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,11,       0.152719
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,12,       0.157839
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,13,       0.152838
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,14,       0.153558
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,15,       0.153199
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,16,       0.157778
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,17,       0.152938
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,18,       0.152809
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,19,       0.152738
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,20,       0.158948
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,21,       0.153339
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,22,       0.152899
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,23,       0.153728
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,24,       0.158029
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,25,       0.153029
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,26,       0.152768
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,27,       0.152859
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,28,       0.157788
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,29,       0.152978
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,30,       0.152749
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,31,       0.153079
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,32,       0.157418
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,33,       0.153198
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,34,       0.152949
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,35,       0.152668
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,36,       0.158518
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,37,       0.153578
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,38,       0.153198
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,39,       0.153948
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,40,       0.158508
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,41,       0.156199
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,42,       0.152658
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,43,       0.152809
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,44,       0.158249
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,45,       0.153038
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,46,       0.153208
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,47,       0.152849
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,48,       0.156878
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,49,       0.153899
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,50,       0.153059
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,51,       0.153008
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,52,       0.159259
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,53,       0.153218
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,54,       0.152958
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,55,       0.152638
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,56,       0.159589
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,57,       0.154438
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,58,       0.153078
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,59,       0.152739
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,60,       0.156878
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,61,       0.152998
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,62,       0.152639
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,63,       0.152688
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,64,       0.157588
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,65,       0.153119
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,66,       0.152788
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,67,       0.152798
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,68,       0.157759
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,69,       0.152939
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,70,       0.152758
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,71,       0.152948
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,72,       0.157658
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,73,       0.153218
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,74,       0.153068
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,0,       0.395916
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,1,       0.398375
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,2,       0.393566
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,3,       0.408145
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,4,       0.394435
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,5,       0.393426
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,6,       0.393656
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,7,       0.394296
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,8,       0.398816
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,9,       0.393156
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,10,       0.398325
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,11,       0.393275
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,12,       0.397625
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,13,       0.394756
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,14,       0.394016
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,15,       0.398036
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,16,       0.393326
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,17,       0.398626
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,18,       0.393346
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,19,       0.397805
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,20,       0.393295
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,21,       0.394236
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,22,       0.398855
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,23,       0.393566
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,24,       0.397606
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,25,       0.393556
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,26,       0.399676
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,27,       0.394546
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,28,       0.393615
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,29,       0.394075
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,30,       0.393295
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,31,       0.397336
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,32,       0.394436
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,33,       0.397656
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,34,       0.394376
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,35,       0.397616
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,36,       0.400676
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,37,       0.394086
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,38,       0.397885
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,39,       0.393736
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,40,       0.398165
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,41,       0.393435
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,42,       0.394366
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,43,       0.393666
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,44,       0.395226
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,45,       0.398396
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,46,       0.393646
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,47,       0.398076
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,48,       0.395465
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,49,       0.399135
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,50,       0.393386
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,51,       0.393836
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,52,       0.397436
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,53,       0.392586
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,54,       0.397965
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,55,       0.394846
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,56,       0.398945
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,57,       0.393445
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,58,       0.393826
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,59,       0.398956
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,60,       0.393496
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,61,       0.399286
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,62,       0.393416
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,63,       0.398716
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,64,       0.394235
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,65,       0.393906
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,66,       0.394566
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,67,       0.393806
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,68,       0.397866
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,69,       0.393636
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,70,       0.398966
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,71,       0.393446
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,72,       0.397746
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,73,       0.393896
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,74,       0.395595
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,0,       0.835421
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,1,       0.771261
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,2,       0.771242
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,3,       0.772542
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,4,       0.762392
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,5,       0.766152
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,6,       0.765492
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,7,       0.765392
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,8,       0.769261
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,9,       0.768372
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,10,       0.770262
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,11,       0.768972
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,12,       0.773081
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,13,       0.768821
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,14,       0.770372
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,15,       0.771172
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,16,       0.771772
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,17,       0.768842
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,18,       0.772691
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,19,       0.764452
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,20,       0.764201
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,21,       0.763742
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,22,       0.767952
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,23,       0.771362
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,24,       0.768951
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,25,       0.765422
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,26,       0.770702
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,27,       0.770082
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,28,       0.769812
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,29,       0.770902
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,30,       0.769222
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,31,       0.769521
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,32,       0.764932
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,33,       0.757631
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,34,       0.764142
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,35,       0.764302
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,36,       0.770821
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,37,       0.762612
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,38,       0.769201
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,39,       0.770952
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,40,       0.770241
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,41,       0.761912
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,42,       0.761261
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,43,       0.761372
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,44,       0.770111
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,45,       0.772502
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,46,       0.768462
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,47,       0.766742
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,48,       0.764932
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,49,       0.765591
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,50,       0.770812
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,51,       0.768682
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,52,       0.770052
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,53,       0.769902
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,54,       0.771032
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,55,       0.769202
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,56,       0.770832
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,57,       0.770482
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,58,       0.768942
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,59,       0.769642
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,60,       0.767932
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,61,       0.766031
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,62,       0.763922
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,63,       0.763472
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,64,       0.768152
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,65,       0.768552
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,66,       0.772851
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,67,       0.768552
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,68,       0.767031
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,69,       0.772482
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,70,       0.773651
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,71,       0.769702
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,72,       0.768921
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,73,       0.766161
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,74,       0.768482
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,0,       1.248836
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,1,       1.241297
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,2,       1.236787
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,3,       1.240217
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,4,       1.239657
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,5,       1.239486
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,6,       1.240646
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,7,       1.236907
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,8,       1.242667
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,9,       1.237067
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,10,       1.239937
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,11,       1.240386
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,12,       1.240457
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,13,       1.244077
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,14,       1.239837
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,15,       1.242696
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,16,       1.236667
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,17,       1.238866
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,18,       1.244257
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,19,       1.239546
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,20,       1.240117
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,21,       1.237246
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,22,       1.243197
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,23,       1.236636
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,24,       1.238037
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,25,       1.242646
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,26,       1.243047
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,27,       1.238457
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,28,       1.238966
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,29,       1.241067
