dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"N | N | N | N",64,0,       0.083319
2,float,uniform,PoisFFT,"N | N | N | N",64,1,       0.077239
2,float,uniform,PoisFFT,"N | N | N | N",64,2,       0.077079
2,float,uniform,PoisFFT,"N | N | N | N",64,3,       0.076749
2,float,uniform,PoisFFT,"N | N | N | N",64,4,       0.076850
2,float,uniform,PoisFFT,"N | N | N | N",64,5,       0.076869
2,float,uniform,PoisFFT,"N | N | N | N",64,6,       0.076879
2,float,uniform,PoisFFT,"N | N | N | N",64,7,       0.076879
2,float,uniform,PoisFFT,"N | N | N | N",64,8,       0.076829
2,float,uniform,PoisFFT,"N | N | N | N",64,9,       0.076789
2,float,uniform,PoisFFT,"N | N | N | N",64,10,       0.076909
2,float,uniform,PoisFFT,"N | N | N | N",64,11,       0.076759
2,float,uniform,PoisFFT,"N | N | N | N",64,12,       0.076790
2,float,uniform,PoisFFT,"N | N | N | N",64,13,       0.081700
2,float,uniform,PoisFFT,"N | N | N | N",64,14,       0.076809
2,float,uniform,PoisFFT,"N | N | N | N",64,15,       0.078219
2,float,uniform,PoisFFT,"N | N | N | N",64,16,       0.077629
2,float,uniform,PoisFFT,"N | N | N | N",64,17,       0.076849
2,float,uniform,PoisFFT,"N | N | N | N",64,18,       0.076739
2,float,uniform,PoisFFT,"N | N | N | N",64,19,       0.076809
2,float,uniform,PoisFFT,"N | N | N | N",64,20,       0.076789
2,float,uniform,PoisFFT,"N | N | N | N",64,21,       0.076800
2,float,uniform,PoisFFT,"N | N | N | N",64,22,       0.076799
2,float,uniform,PoisFFT,"N | N | N | N",64,23,       0.081649
2,float,uniform,PoisFFT,"N | N | N | N",64,24,       0.077049
2,float,uniform,PoisFFT,"N | N | N | N",64,25,       0.077049
2,float,uniform,PoisFFT,"N | N | N | N",64,26,       0.077529
2,float,uniform,PoisFFT,"N | N | N | N",64,27,       0.077019
2,float,uniform,PoisFFT,"N | N | N | N",64,28,       0.076860
2,float,uniform,PoisFFT,"N | N | N | N",64,29,       0.076850
2,float,uniform,PoisFFT,"N | N | N | N",64,30,       0.076769
2,float,uniform,PoisFFT,"N | N | N | N",64,31,       0.076910
2,float,uniform,PoisFFT,"N | N | N | N",64,32,       0.077009
2,float,uniform,PoisFFT,"N | N | N | N",64,33,       0.076919
2,float,uniform,PoisFFT,"N | N | N | N",64,34,       0.076789
2,float,uniform,PoisFFT,"N | N | N | N",64,35,       0.076799
2,float,uniform,PoisFFT,"N | N | N | N",64,36,       0.076699
2,float,uniform,PoisFFT,"N | N | N | N",64,37,       0.077100
2,float,uniform,PoisFFT,"N | N | N | N",64,38,       0.076900
2,float,uniform,PoisFFT,"N | N | N | N",64,39,       0.076820
2,float,uniform,PoisFFT,"N | N | N | N",64,40,       0.076839
2,float,uniform,PoisFFT,"N | N | N | N",64,41,       0.076729
2,float,uniform,PoisFFT,"N | N | N | N",64,42,       0.080829
2,float,uniform,PoisFFT,"N | N | N | N",64,43,       0.076889
2,float,uniform,PoisFFT,"N | N | N | N",64,44,       0.076789
2,float,uniform,PoisFFT,"N | N | N | N",64,45,       0.076799
2,float,uniform,PoisFFT,"N | N | N | N",64,46,       0.076729
2,float,uniform,PoisFFT,"N | N | N | N",64,47,       0.077040
2,float,uniform,PoisFFT,"N | N | N | N",64,48,       0.076749
2,float,uniform,PoisFFT,"N | N | N | N",64,49,       0.076879
2,float,uniform,PoisFFT,"N | N | N | N",64,50,       0.076819
2,float,uniform,PoisFFT,"N | N | N | N",64,51,       0.076819
2,float,uniform,PoisFFT,"N | N | N | N",64,52,       0.081329
2,float,uniform,PoisFFT,"N | N | N | N",64,53,       0.076839
2,float,uniform,PoisFFT,"N | N | N | N",64,54,       0.076940
2,float,uniform,PoisFFT,"N | N | N | N",64,55,       0.076789
2,float,uniform,PoisFFT,"N | N | N | N",64,56,       0.076799
2,float,uniform,PoisFFT,"N | N | N | N",64,57,       0.076829
2,float,uniform,PoisFFT,"N | N | N | N",64,58,       0.076749
2,float,uniform,PoisFFT,"N | N | N | N",64,59,       0.077019
2,float,uniform,PoisFFT,"N | N | N | N",64,60,       0.077209
2,float,uniform,PoisFFT,"N | N | N | N",64,61,       0.076779
2,float,uniform,PoisFFT,"N | N | N | N",64,62,       0.081359
2,float,uniform,PoisFFT,"N | N | N | N",64,63,       0.076920
2,float,uniform,PoisFFT,"N | N | N | N",64,64,       0.076890
2,float,uniform,PoisFFT,"N | N | N | N",64,65,       0.078549
2,float,uniform,PoisFFT,"N | N | N | N",64,66,       0.077189
2,float,uniform,PoisFFT,"N | N | N | N",64,67,       0.077199
2,float,uniform,PoisFFT,"N | N | N | N",64,68,       0.077129
2,float,uniform,PoisFFT,"N | N | N | N",64,69,       0.076840
2,float,uniform,PoisFFT,"N | N | N | N",64,70,       0.076800
2,float,uniform,PoisFFT,"N | N | N | N",64,71,       0.076780
2,float,uniform,PoisFFT,"N | N | N | N",64,72,       0.076929
2,float,uniform,PoisFFT,"N | N | N | N",64,73,       0.076969
2,float,uniform,PoisFFT,"N | N | N | N",64,74,       0.077269
