dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"N | N | N | N",64,0,       0.094079
2,double,uniform,PoisFFT,"N | N | N | N",64,1,       0.082259
2,double,uniform,PoisFFT,"N | N | N | N",64,2,       0.082248
2,double,uniform,PoisFFT,"N | N | N | N",64,3,       0.086889
2,double,uniform,PoisFFT,"N | N | N | N",64,4,       0.082209
2,double,uniform,PoisFFT,"N | N | N | N",64,5,       0.082219
2,double,uniform,PoisFFT,"N | N | N | N",64,6,       0.082499
2,double,uniform,PoisFFT,"N | N | N | N",64,7,       0.082389
2,double,uniform,PoisFFT,"N | N | N | N",64,8,       0.081879
2,double,uniform,PoisFFT,"N | N | N | N",64,9,       0.082269
2,double,uniform,PoisFFT,"N | N | N | N",64,10,       0.081989
2,double,uniform,PoisFFT,"N | N | N | N",64,11,       0.082709
2,double,uniform,PoisFFT,"N | N | N | N",64,12,       0.082179
2,double,uniform,PoisFFT,"N | N | N | N",64,13,       0.081919
2,double,uniform,PoisFFT,"N | N | N | N",64,14,       0.082119
2,double,uniform,PoisFFT,"N | N | N | N",64,15,       0.081879
2,double,uniform,PoisFFT,"N | N | N | N",64,16,       0.082919
2,double,uniform,PoisFFT,"N | N | N | N",64,17,       0.082349
2,double,uniform,PoisFFT,"N | N | N | N",64,18,       0.087359
2,double,uniform,PoisFFT,"N | N | N | N",64,19,       0.082208
2,double,uniform,PoisFFT,"N | N | N | N",64,20,       0.082099
2,double,uniform,PoisFFT,"N | N | N | N",64,21,       0.082379
2,double,uniform,PoisFFT,"N | N | N | N",64,22,       0.082119
2,double,uniform,PoisFFT,"N | N | N | N",64,23,       0.081989
2,double,uniform,PoisFFT,"N | N | N | N",64,24,       0.082180
2,double,uniform,PoisFFT,"N | N | N | N",64,25,       0.082289
2,double,uniform,PoisFFT,"N | N | N | N",64,26,       0.086579
2,double,uniform,PoisFFT,"N | N | N | N",64,27,       0.082669
2,double,uniform,PoisFFT,"N | N | N | N",64,28,       0.082099
2,double,uniform,PoisFFT,"N | N | N | N",64,29,       0.082089
2,double,uniform,PoisFFT,"N | N | N | N",64,30,       0.081889
2,double,uniform,PoisFFT,"N | N | N | N",64,31,       0.082160
2,double,uniform,PoisFFT,"N | N | N | N",64,32,       0.082589
2,double,uniform,PoisFFT,"N | N | N | N",64,33,       0.081989
2,double,uniform,PoisFFT,"N | N | N | N",64,34,       0.081929
2,double,uniform,PoisFFT,"N | N | N | N",64,35,       0.082309
2,double,uniform,PoisFFT,"N | N | N | N",64,36,       0.082659
2,double,uniform,PoisFFT,"N | N | N | N",64,37,       0.082179
2,double,uniform,PoisFFT,"N | N | N | N",64,38,       0.082199
2,double,uniform,PoisFFT,"N | N | N | N",64,39,       0.082189
2,double,uniform,PoisFFT,"N | N | N | N",64,40,       0.082299
2,double,uniform,PoisFFT,"N | N | N | N",64,41,       0.086590
2,double,uniform,PoisFFT,"N | N | N | N",64,42,       0.082249
2,double,uniform,PoisFFT,"N | N | N | N",64,43,       0.082160
2,double,uniform,PoisFFT,"N | N | N | N",64,44,       0.082109
2,double,uniform,PoisFFT,"N | N | N | N",64,45,       0.082259
2,double,uniform,PoisFFT,"N | N | N | N",64,46,       0.082310
2,double,uniform,PoisFFT,"N | N | N | N",64,47,       0.082219
2,double,uniform,PoisFFT,"N | N | N | N",64,48,       0.082199
2,double,uniform,PoisFFT,"N | N | N | N",64,49,       0.087209
2,double,uniform,PoisFFT,"N | N | N | N",64,50,       0.081889
2,double,uniform,PoisFFT,"N | N | N | N",64,51,       0.082139
2,double,uniform,PoisFFT,"N | N | N | N",64,52,       0.081929
2,double,uniform,PoisFFT,"N | N | N | N",64,53,       0.081830
2,double,uniform,PoisFFT,"N | N | N | N",64,54,       0.083469
2,double,uniform,PoisFFT,"N | N | N | N",64,55,       0.082039
2,double,uniform,PoisFFT,"N | N | N | N",64,56,       0.082029
2,double,uniform,PoisFFT,"N | N | N | N",64,57,       0.085679
2,double,uniform,PoisFFT,"N | N | N | N",64,58,       0.081979
2,double,uniform,PoisFFT,"N | N | N | N",64,59,       0.082179
2,double,uniform,PoisFFT,"N | N | N | N",64,60,       0.082149
2,double,uniform,PoisFFT,"N | N | N | N",64,61,       0.081939
2,double,uniform,PoisFFT,"N | N | N | N",64,62,       0.081959
