dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.538944
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,1,       0.414005
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,2,       0.414645
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,3,       0.419496
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,4,       0.418385
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,5,       0.417515
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,6,       0.414985
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,7,       0.413345
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,8,       0.413995
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,9,       0.417395
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,10,       0.419675
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,11,       0.414025
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,12,       0.412555
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,13,       0.412916
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,14,       0.419535
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,       0.420025
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,       0.414375
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,       0.446135
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,       0.479384
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,       0.460965
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,20,       0.483544
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,21,       0.477094
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,22,       0.477104
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,23,       0.474434
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,24,       0.477855
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,25,       0.436865
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,26,       0.414175
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,27,       0.417215
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,28,       0.419395
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,29,       0.412326
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,30,       0.415545
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,31,       0.416375
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,32,       0.418055
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,33,       0.414386
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,34,       0.414166
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,35,       0.416855
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,36,       0.415135
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,37,       0.428635
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,38,       0.459094
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,39,       0.419026
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,40,       0.414945
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,41,       0.415415
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,42,       0.415425
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,43,       0.416825
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,44,       0.416365
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,45,       0.416745
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,46,       0.417026
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,47,       0.418946
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,48,       0.416785
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,49,       0.414245
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,50,       0.417355
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,51,       0.422255
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,52,       0.419686
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,53,       0.416225
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,54,       0.414576
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,55,       0.416275
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,56,       0.415315
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,57,       0.414566
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,58,       0.419085
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,59,       0.418975
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,60,       0.414115
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,61,       0.417935
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,62,       0.416115
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,63,       0.419415
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,64,       0.414815
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,65,       0.415566
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,66,       0.416375
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,67,       0.419705
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,68,       0.415125
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,69,       0.417005
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,70,       0.415055
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,71,       0.416555
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,72,       0.413125
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,73,       0.413685
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,74,       0.418826
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,       3.128104
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,       2.911826
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,       3.027215
