dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.465204
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.626733
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.631003
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.634164
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.629693
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.623473
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.624773
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.626283
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.625063
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.622163
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.624504
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.628043
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.627563
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.624503
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.627033
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.631553
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.626822
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.627433
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.630782
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.633243
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,20,       0.627713
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,21,       0.627213
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,22,       0.627633
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,23,       0.632143
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,24,       0.625023
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,25,       0.627263
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,26,       0.625614
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,27,       0.622883
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,28,       0.630773
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,29,       0.625573
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,30,       0.624004
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,31,       0.626293
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,32,       0.629753
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,33,       0.624833
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,34,       0.624923
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,35,       0.625873
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,36,       0.627022
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,37,       0.619993
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,38,       0.629013
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,39,       0.628693
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,40,       0.622853
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,41,       0.628283
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,42,       0.628993
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,43,       0.635753
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,44,       0.625853
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,45,       0.629383
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,46,       0.626633
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,47,       0.627833
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,48,       0.627643
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,49,       0.625263
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,50,       0.624413
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,51,       0.629823
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,52,       0.626013
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,53,       0.625463
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,54,       0.629143
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,55,       0.629083
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,56,       0.626493
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,57,       0.627342
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,58,       0.621624
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,59,       0.627023
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,60,       0.625803
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,61,       0.625843
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,62,       0.628463
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,63,       0.632622
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,64,       0.637153
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,65,       0.620713
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,66,       0.635343
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,67,       0.629163
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,68,       0.625593
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,69,       0.627673
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,70,       0.620863
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,71,       0.625813
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,72,       0.629203
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,73,       0.625943
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,74,       0.628603
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,0,       7.103951
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,1,       6.246511
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,2,       6.192222
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,3,       6.232241
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,4,       6.244240
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,5,       6.243831
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,6,       6.262080
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,7,       6.255411
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,8,       6.294430
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,9,       6.252870
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,10,       6.288870
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,11,       6.270300
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,12,       6.276441
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,13,       6.251291
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,14,       6.243400
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,15,       6.278740
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,16,       6.318760
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,17,       6.287711
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,18,       6.286190
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,19,       6.261141
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,20,       6.303600
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,21,       6.238831
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,22,       6.274830
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,23,       6.300720
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,24,       6.264281
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,25,       6.265250
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,26,       6.316150
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,27,       6.352349
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,28,       6.260671
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,29,       6.302200
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,30,       6.285630
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,31,       6.247910
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,32,       6.237151
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,33,       6.245941
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,34,       6.284050
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,35,       6.261571
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,36,       6.254121
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,37,       6.309580
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,38,       6.300440
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,39,       6.314410
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,40,       6.257830
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,41,       6.293200
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,42,       6.274290
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,43,       6.222431
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,44,       6.245231
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,45,       6.298310
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,46,       6.274901
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,47,       6.285680
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,48,       6.278840
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,49,       6.271160
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,50,       6.256381
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,51,       6.295750
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,52,       6.313760
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,53,       6.258920
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,54,       6.239711
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,55,       6.259221
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,56,       6.248061
