dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,      16.718206
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,1,      16.421580
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,2,      16.406389
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,3,      19.345548
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,4,      19.310888
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,5,      19.369087
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,6,      19.337877
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,7,      19.326007
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,8,      19.346777
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,9,      16.412059
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,10,      16.395460
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,11,      19.356977
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,12,      19.298979
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,13,      16.407140
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,14,      19.338867
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,15,      19.322598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,16,      19.302588
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,17,      19.359467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,18,      19.342397
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,19,      17.088562
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,20,       0.403996
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,21,       0.396935
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,22,       0.397475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,23,       0.399766
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,24,       0.399875
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,25,       0.397885
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,26,       0.395256
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,27,       0.397845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,28,       0.400565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,29,       0.401026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,30,       0.401406
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,31,       0.393646
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,32,       0.397436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,33,       0.394095
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,34,       0.399966
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,35,       0.393826
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,36,       0.395536
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,37,       0.395045
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,38,       0.396095
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,39,       0.400276
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,40,       0.394246
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,41,       0.397005
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,42,       0.391035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,43,       0.399506
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,44,       0.397646
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,45,       0.398436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,46,       0.393565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,47,       0.401905
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,48,       0.400436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,49,       0.400066
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,50,       0.397756
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,51,       0.393166
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,52,       0.395796
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,53,       0.395746
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,54,       0.394546
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,55,       0.396225
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,56,       0.397415
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,57,       0.399315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,58,       0.398276
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,59,       0.398295
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,60,       0.395395
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,61,       0.395575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,62,       0.399566
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,63,       0.397506
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,64,       0.396505
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,65,       0.397296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,66,       0.395006
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,67,       0.396655
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,68,       0.394356
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,69,       0.396916
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,70,       0.396036
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,71,       0.394646
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,72,       0.397725
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,73,       0.400256
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,74,       0.393106
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,       6.746345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,       5.388440
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,       5.391111
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,       5.352242
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,       5.467510
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,       5.426240
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,       5.369721
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,       5.385370
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,       5.467270
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,       5.379780
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,       5.480840
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,       5.430370
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,       5.515519
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,       5.409181
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,       5.415731
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,       5.472940
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,       5.386431
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,       5.441160
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,       5.364131
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,       5.437040
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,20,       5.402210
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,21,       5.394911
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,22,       5.534619
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,23,       5.303091
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,24,       5.270122
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,25,       5.291201
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,26,       5.288382
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,27,       5.360091
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,28,       5.247603
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,29,       5.247592
