dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,      16.718206
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,30,       5.325922
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,31,       5.286762
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,32,       5.287102
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,33,       5.269572
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,34,       5.289981
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,35,       5.260382
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,36,       5.280112
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,37,       5.232323
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,38,       5.338421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,39,       5.269342
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,40,       5.299941
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,41,       5.261402
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,42,       5.293072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,43,       5.267762
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,44,       5.298632
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,45,       5.373641
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,46,       5.294412
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,47,       5.280252
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,48,       5.298462
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,49,       5.255152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,50,       5.274202
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,51,       5.238743
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,52,       5.253732
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,53,       5.220063
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,54,       5.280622
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,55,       5.327932
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,56,       5.352711
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,57,       5.358962
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,58,       5.610749
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,59,       5.529480
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,60,       5.532600
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,61,       5.512799
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,62,       5.258613
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,63,       5.249273
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,64,       5.261973
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,65,       5.262512
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,66,       5.372731
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,67,       5.258072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,68,       5.272343
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,69,       5.270652
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,70,       5.297562
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,71,       5.332071
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,72,       5.223043
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,73,       5.257152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,74,       5.246372
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,      13.025187
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,      11.810080
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,      11.831050
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,      11.805130
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,      11.811510
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,      11.808550
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,      11.941509
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,      11.843470
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,      11.729161
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,      11.697921
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,      11.747491
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,      11.755651
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,      11.735952
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,      11.736111
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,      11.754701
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,      11.749231
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,      11.710672
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,      11.739851
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,      11.753491
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,      11.732542
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,20,      11.705121
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,21,      11.732711
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,22,      11.835261
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,23,      11.720981
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,24,      11.746811
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,25,      11.788161
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,26,      11.722421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,27,      11.706552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,28,      11.717871
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,29,      11.747541
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,30,      11.701081
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,31,      11.737231
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,32,      11.783360
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,33,      11.758991
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,34,      11.718862
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,35,      11.742221
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,36,      11.772421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,37,      11.716792
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,38,      11.772600
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,39,      11.966229
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,40,      11.912399
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,41,      11.710582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,42,      11.763911
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,43,      11.740151
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,44,      11.725241
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,45,      11.736041
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,46,      11.782931
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,47,      11.739941
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,48,      11.708271
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,49,      11.741571
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,50,      11.738621
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,51,      11.723871
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,52,      11.743551
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,53,      11.771260
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,54,      11.735661
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,55,      11.698271
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,56,      11.733101
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,57,      11.755610
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,58,      11.704422
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,59,      11.740531
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,60,      11.768781
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,61,      11.757621
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,62,      11.723581
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,63,      11.754471
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,64,      11.764381
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,65,      11.696281
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,66,      11.731862
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,67,      11.756301
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,68,      11.737981
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,69,      11.716462
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,70,      11.760441
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,71,      11.749890
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,72,      11.678582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,73,      11.750141
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,74,      11.781570
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,      31.987479
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,      32.145817
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,      32.037788
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,      32.247046
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,      31.873210
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,      31.790251
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,      31.985549
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,      31.917899
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,      32.230566
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,      32.329264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,      32.274416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,      32.434674
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,      32.164076
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,      31.901820
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,      31.905179
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,      32.274445
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,      32.554512
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,      32.111387
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,      31.995959
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,      32.015858
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,20,      31.746291
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,21,      32.587182
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,22,      32.089247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,23,      32.231736
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,24,      31.989829
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,25,      32.147857
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,26,      31.765111
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,27,      31.955268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,28,      31.971868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,29,      31.954069
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,30,      32.231356
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,31,      32.475752
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,32,      31.902239
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,33,      32.262215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,34,      32.338194
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,35,      31.860900
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,36,      32.197896
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,37,      32.258585
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,38,      31.802791
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,39,      32.339044
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,40,      32.232317
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,41,      31.976578
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,42,      32.459863
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,43,      32.307155
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,44,      32.375874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,45,      32.123197
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,46,      32.217476
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,47,      32.027219
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,48,      31.853490
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,49,      32.078358
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,50,      32.503633
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,51,      32.107368
