dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,       1.173466
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,35,       0.492874
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,36,       0.499184
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,37,       0.480484
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,38,       0.494204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,39,       0.489514
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,40,       0.500054
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,41,       0.498574
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,42,       0.496144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,43,       0.487174
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,44,       0.493903
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,45,       0.481464
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,46,       0.483665
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,47,       0.491114
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,48,       0.494864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,49,       0.488314
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,50,       0.479954
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,51,       0.525974
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,52,       0.502204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,53,       0.487534
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,54,       0.483024
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,55,       0.486965
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,56,       0.490644
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,57,       0.483804
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,58,       0.490084
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,59,       0.488784
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,60,       0.486865
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,61,       0.491464
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,62,       0.483364
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,63,       0.493824
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,64,       0.488634
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,65,       0.474464
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,66,       0.504394
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,67,       0.507064
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,68,       0.491174
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,69,       0.504274
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,70,       0.489584
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,71,       0.497564
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,72,       0.490534
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,73,       0.490594
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,74,       0.482354
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,0,       8.541147
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,1,       8.067272
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,2,       7.949084
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,3,       8.023164
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,4,       8.061033
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,5,       8.170221
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,6,       8.045683
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,7,       8.047143
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,8,       8.080063
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,9,       8.119942
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,10,       8.060402
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,11,       8.052073
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,12,       8.013314
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,13,       8.187711
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,14,       8.159681
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,15,       8.122152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,16,       8.036143
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,17,       7.960764
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,18,       7.891075
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,19,       8.082783
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,20,       8.021294
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,21,       8.115922
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,22,       8.145482
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,23,       7.950204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,24,       8.062442
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,25,       8.136401
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,26,       8.247381
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,27,       8.088523
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,28,       7.862525
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,29,       8.162031
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,30,       8.091333
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,31,       8.009343
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,32,       8.089713
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,33,       8.172142
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,34,       8.055053
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,35,       8.105272
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,36,       8.076923
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,37,       8.012914
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,38,       8.018204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,39,       8.029953
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,40,       8.218961
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,41,       8.004543
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,42,       7.936694
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,43,       8.005724
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,44,       8.087593
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,45,       7.933194
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,46,       8.208811
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,47,       8.084462
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,48,       7.974654
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,49,       8.051833
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,50,       8.090923
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,51,       8.058093
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,52,       8.014033
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,53,       8.085492
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,54,       8.131361
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,55,       8.171501
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,56,       8.037973
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,57,       8.053863
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,58,       7.968234
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,59,       8.209141
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,60,       8.077443
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,61,       8.098702
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,62,       8.040374
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,63,       8.077883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,64,       8.210631
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,65,       8.001273
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,66,       7.955204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,67,       8.054373
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,68,       8.019023
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,69,       7.982844
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,70,       7.890145
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,71,       7.960804
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,72,       8.172962
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,73,       8.130852
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,74,       8.082502
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,0,      13.615865
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,1,      13.250051
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,2,      13.287570
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,      13.207470
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,      13.255290
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,      13.331650
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,      13.305090
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,      13.302789
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,      13.264141
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,      13.257610
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,      13.316800
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,      13.282840
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,      13.254011
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,      13.305820
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,      13.293520
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,      13.278310
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,      13.380809
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,      13.272700
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,      13.298379
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,      13.367368
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,20,      13.201131
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,21,      13.330950
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,22,      13.335309
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,23,      13.199091
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,24,      13.328390
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,25,      13.299789
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,26,      13.207810
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,27,      13.246221
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,28,      13.259350
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,29,      13.355909
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,30,      13.323819
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,31,      13.321879
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,32,      13.362379
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,33,      13.300110
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,34,      13.356819
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,35,      13.267750
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,36,      13.328499
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,37,      13.246100
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,38,      13.335769
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,39,      13.232230
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,40,      13.116492
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,41,      13.278050
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,42,      13.304670
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,43,      13.248740
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,44,      13.279010
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,45,      13.351159
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,46,      13.201651
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,47,      13.281859
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,48,      13.285459
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,49,      13.256820
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,50,      13.287260
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,51,      13.255170
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,52,      13.318169
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,53,      13.326359
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,54,      13.262980
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,55,      13.420618
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,56,      13.279530
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,57,      13.249190
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,58,      13.351089
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,59,      13.246450
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,60,      13.322779
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,61,      13.389928
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,62,      13.342679
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,63,      13.366888
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,64,      13.235020
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,65,      13.237520
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,66,      13.323339
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,67,      13.312940
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,68,      13.293219
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,69,      13.235350
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,70,      13.251480
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,71,      13.303069
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,72,      13.272549
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,73,      13.288890
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,74,      13.215740
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,      36.515610
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,      36.167524
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,      36.136644
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,      36.192513
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,      36.244433
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,      36.316462
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,      36.258863
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,      36.379661
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,      36.185364
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,      36.202924
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,      36.285202
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,      36.444151
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,      36.283503
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,      36.210533
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,      36.155254
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,      36.310122
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,      36.281173
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,      36.113475
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,      36.215324
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,      36.208054
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,20,      36.131664
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,21,      36.117764
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,22,      36.215533
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,23,      36.142014
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,24,      36.193684
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,25,      36.333761
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,26,      36.401951
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,27,      36.188504
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,28,      36.200554
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,29,      36.180864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,30,      36.090895
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,31,      36.167974
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,32,      36.252613
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,33,      36.222493
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,34,      36.128375
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,35,      36.349792
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,36,      36.186344
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,37,      36.303682
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,38,      36.168784
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,39,      36.266152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,40,      36.175834
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,41,      36.102965
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,42,      36.261762
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,43,      36.237494
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,44,      36.099435
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,45,      36.255183
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,46,      36.246183
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,47,      36.322262
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,48,      36.290762
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,49,      36.326871
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,50,      36.313182
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,51,      36.299202
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,52,      36.295952
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,53,      36.047175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,54,      36.288593
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,55,      36.088505
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,56,      36.268083
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,57,      36.151664
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,58,      36.373242
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,59,      36.406941
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,60,      36.220373
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,61,      36.202643
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,62,      36.355982
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,63,      36.154864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,64,      36.278123
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,65,      36.333812
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,66,      36.137614
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,67,      36.212753
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,68,      36.226333
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,69,      36.171114
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,70,      36.161414
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,71,      36.195074
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,72,      36.176194
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,73,      36.245943
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,74,      36.391411
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,      67.649304
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,      67.741293
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,      67.811593
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,      67.603335
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,      67.767703
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,      67.736743
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,      67.589594
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,      67.538126
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,      67.768263
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,      67.580555
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,      68.110129
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,      67.740673
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,      67.633674
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,      67.640434
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,      67.606815
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,      67.601074
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,      67.765453
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,      67.763133
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,      67.658324
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,      67.751393
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,20,      67.615264
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,21,      67.715434
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,22,      67.605295
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,23,      67.635824
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,24,      67.755383
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,25,      67.890201
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,26,      67.531196
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,27,      67.812202
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,28,      67.644894
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,29,      67.590655
