dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,      16.761024
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,44,       0.922150
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,45,       0.968419
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,46,       0.927060
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,47,       0.930849
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,48,       0.932079
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,49,       0.958589
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,50,       0.924090
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,51,       0.949950
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,52,       0.922839
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,53,       0.989069
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,54,       0.888919
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,55,       0.947589
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,56,       0.920689
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,57,       0.922309
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,58,       0.978329
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,59,       0.931930
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,60,       0.950530
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,61,       0.927280
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,62,       0.923240
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,63,       0.912130
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,64,       0.933460
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,65,       0.928160
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,66,       0.927419
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,67,       0.874010
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,68,       0.944190
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,69,       0.988259
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,70,       0.993879
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,71,       0.934780
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,72,       0.919529
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,73,       0.915730
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,74,       0.880420
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,0,       5.295221
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,1,       5.178352
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,       5.415800
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,       5.336381
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,       5.237262
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,       5.094594
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,       5.316281
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,       5.270231
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,       5.126463
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,       5.297041
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,       5.061013
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,       5.193522
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,       5.157342
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,       5.136693
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,       5.065034
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,       5.104313
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,       5.089904
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,       5.114523
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,       5.331541
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,       5.345381
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,20,       5.425020
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,21,       5.140523
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,22,       5.147563
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,23,       5.127672
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,24,       5.050824
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,25,       5.243282
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,26,       5.261152
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,27,       5.180933
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,28,       5.147873
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,29,       5.109723
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,30,       5.161752
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,31,       5.088723
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,32,       5.560708
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,33,       5.369340
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,34,       5.139623
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,35,       5.093754
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,36,       5.079944
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,37,       5.180393
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,38,       5.194623
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,39,       5.071154
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,40,       5.301691
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,41,       5.086683
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,42,       5.176493
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,43,       5.068134
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,44,       5.117753
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,45,       5.118403
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,46,       5.225002
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,47,       5.455010
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,48,       5.175013
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,49,       5.061484
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,50,       5.181482
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,51,       5.993503
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,52,       5.131353
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,53,       5.217832
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,54,       5.397670
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,55,       5.351971
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,56,       5.125153
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,57,       5.192593
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,58,       5.140493
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,59,       5.130753
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,60,       5.050314
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,61,       5.327381
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,62,       5.475648
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,63,       5.077944
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,64,       5.248702
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,65,       5.112383
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,66,       5.237682
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,67,       5.341711
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,68,       5.297991
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,69,       5.099293
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,70,       5.090083
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,71,       5.150073
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,72,       5.095764
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,73,       5.062544
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,74,       5.073253
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,      23.552578
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,      23.032694
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,      22.984884
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,      23.266731
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,      22.683318
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,      22.992514
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,      22.838876
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,      22.563850
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,      23.141133
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,      23.182082
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,      23.043534
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,      22.529300
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,      22.398141
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,      22.096335
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,      22.914665
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,      23.197152
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,      22.911926
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,      22.446051
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,      22.745787
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,      23.073884
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,20,      22.970204
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,21,      23.408970
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,22,      22.694268
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,23,      22.720677
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,24,      22.227683
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,25,      22.520369
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,26,      23.465909
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,27,      22.151713
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,28,      22.142964
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,29,      22.555450
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,30,      22.692858
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,31,      23.013734
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,32,      22.337572
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,33,      22.630678
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,34,      22.017695
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,35,      22.488450
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,36,      22.811976
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,37,      22.430331
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,38,      22.868106
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,39,      23.059624
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,40,      21.624010
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,41,      22.795356
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,      22.543360
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,      22.904586
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,44,      22.201973
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,45,      22.734877
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,46,      22.420661
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,47,      22.778447
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,48,      23.056434
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,49,      22.662738
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,50,      22.739868
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,51,      22.945835
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,52,      22.456370
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,53,      22.936555
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,54,      22.541429
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,55,      22.930965
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,56,      22.687488
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,57,      23.177952
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,58,      22.767506
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,59,      22.539339
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,60,      22.336161
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,61,      22.299412
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,62,      22.653088
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,63,      22.095874
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,64,      22.458110
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,65,      23.060664
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,66,      22.296032
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,67,      22.478731
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,68,      22.238903
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,69,      22.880566
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,70,      22.057105
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,71,      22.180314
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,72,      22.369752
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,73,      22.504149
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,74,      22.823766
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,      82.027658
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,      81.033219
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,      81.398775
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,      80.413336
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,      81.411065
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,      81.219247
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,      81.704382
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,      81.907779
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,     104.501478
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,      80.010880
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,      80.556064
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,      80.154019
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,      97.421417
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,     103.715377
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,     103.319121
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,      82.255596
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,      81.999678
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,      82.141447
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,      83.000026
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,      83.260384
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,20,      83.355353
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,21,      82.440353
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,22,      83.324474
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,23,      81.812550
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,24,      79.797162
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,25,      80.394416
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,26,      82.001108
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,27,      94.689577
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,28,     108.757720
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,29,     101.645100
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,30,      81.792390
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,31,      82.286525
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,32,     103.601488
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,33,      81.857590
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,34,      79.942360
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,35,     106.747413
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,36,      82.217266
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,37,      80.739592
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,38,      81.874080
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,39,      82.565932
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,40,      81.613953
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,41,      80.910960
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,42,      80.977350
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,43,      82.876248
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,44,      74.360163
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,45,      75.003396
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,46,      76.209212
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,47,      75.337032
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,48,      76.340681
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,49,      76.416430
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,50,      77.846704
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,51,      77.780815
