dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.975706
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,62,       1.441795
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,63,       1.638633
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,64,       1.433134
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,65,       1.308246
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,66,       1.429165
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,67,       1.581743
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,68,       1.546813
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,69,       1.642062
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,70,       1.444854
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,71,       1.668242
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,72,       1.305536
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,73,       1.484164
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,74,       1.539594
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,0,       6.567169
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,1,       6.251672
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,2,       6.551489
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,3,       6.273912
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,4,       6.297221
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,5,       6.248372
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,6,       6.298942
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,7,       6.078234
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,8,       6.649058
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,9,       6.280052
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,10,       6.557779
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,11,       6.402810
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,12,       6.407191
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,13,       6.271862
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,14,       6.175013
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,15,       6.235963
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,16,       6.426030
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,17,       6.321202
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,18,       6.344801
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,19,       6.427810
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,20,       6.141234
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,21,       6.450320
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,22,       6.276422
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,23,       6.614128
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,24,       6.274422
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,25,       6.728907
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,26,       6.265102
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,27,       6.370001
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,28,       6.360511
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,29,       6.323291
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,30,       6.225583
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,31,       6.314901
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,32,       6.189102
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,33,       6.347181
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,34,       6.394290
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,35,       6.494309
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,36,       6.337521
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,37,       6.351591
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,38,       6.309182
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,39,       6.503519
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,40,       6.482099
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,41,       6.268872
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,42,       6.331511
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,43,       6.315761
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,44,       6.266742
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,45,       6.377061
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,46,       6.351031
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,47,       6.419600
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,48,       6.873765
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,49,       6.558879
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,50,       6.401150
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,51,       6.243963
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,52,       6.128813
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,53,       6.311611
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,54,       6.430280
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,55,       6.243112
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,56,       6.354171
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,57,       6.178353
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,58,       6.413520
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,59,       6.351601
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,60,       6.498389
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,61,       6.355061
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,62,       6.253593
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,63,       6.290362
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,64,       6.412740
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,65,       6.363651
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,66,       6.283502
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,67,       6.295382
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,68,       6.303462
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,69,       6.356151
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,70,       6.199753
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,71,       6.189813
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,72,       6.271182
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,73,       6.366831
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,74,       6.434610
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,0,      20.709186
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,1,      21.235130
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,2,      21.466617
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,3,      20.690606
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,4,      19.980633
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,5,      20.295380
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,6,      20.756355
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,7,      20.166431
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,8,      20.727384
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,9,      21.392257
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,10,      20.838084
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,11,      21.252110
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,12,      20.589437
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,13,      21.420778
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,14,      21.013792
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,15,      20.786024
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,16,      21.531146
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,17,      20.291910
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,18,      20.218931
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,19,      20.917153
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,20,      20.486338
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,21,      20.815054
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,22,      19.692036
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,23,      21.100961
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,24,      20.941442
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,25,      20.292550
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,26,      20.699395
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,27,      20.228490
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,28,      20.127682
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,29,      21.523046
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,30,      21.009922
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,31,      20.288500
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,32,      20.816204
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,33,      21.562026
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,34,      21.345219
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,35,      20.379049
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,36,      22.169559
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,37,      21.002032
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,38,      19.356560
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,39,      20.990172
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,40,      21.161821
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,41,      19.741456
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,42,      20.035432
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,43,      20.494447
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,44,      20.900554
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,45,      21.483427
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,46,      20.274071
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,47,      20.657336
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,48,      19.990463
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,49,      20.237160
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,50,      21.044512
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,51,      21.225379
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,52,      20.497167
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,53,      20.357079
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,54,      20.138072
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,55,      20.122961
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,56,      20.955093
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,57,      21.150511
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,58,      20.758574
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,59,      20.287999
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,60,      20.095762
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,61,      20.480708
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,62,      20.337880
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,63,      21.275250
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,64,      20.646885
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,65,      20.529557
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,66,      21.071621
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,67,      21.247660
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,68,      20.859704
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,69,      19.792885
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,70,      20.312679
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,71,      20.283270
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,72,      21.228280
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,73,      21.358868
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,74,      20.971982
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,0,      59.232126
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,1,      58.733762
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,2,      59.666393
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,3,      59.772691
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,4,      59.942809
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,5,      59.377466
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,6,      60.502603
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,7,      59.494454
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,8,      59.920639
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,9,      60.477634
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,10,      60.006409
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,11,      60.749271
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,12,      70.659853
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,13,      59.592264
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,14,      76.523309
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,15,      72.200386
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,16,      74.491991
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,17,      59.056519
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,18,      60.733500
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,19,      78.490797
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,20,      76.341721
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,21,      61.435753
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,22,      61.200876
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,23,      61.778130
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,24,      61.247965
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,25,      62.518812
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,26,      63.075305
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,27,      63.862276
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,28,      63.610959
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,29,      77.996693
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,30,      76.645058
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,31,      59.764352
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,32,      58.436106
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,33,      59.261497
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,34,      66.102772
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,35,      60.286745
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,36,      58.844371
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,37,      60.453694
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,38,      60.236656
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,39,      76.290902
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,40,      59.818381
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,41,      60.067428
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,42,      60.037208
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,43,      60.156627
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,44,      59.956059
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,45,      60.941199
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,46,      58.918521
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,47,      60.918278
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,48,      60.606382
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,49,      79.501167
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,50,      59.743381
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,51,      59.039919
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,52,      56.954022
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,53,      59.657202
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,54,      78.312100
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,55,      75.015586
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,56,      77.553608
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,57,      78.437879
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,58,      68.666065
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,59,      59.010710
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,60,      57.913721
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,61,      58.438315
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,62,      59.079508
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,63,      58.313917
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,64,      58.957300
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,65,      78.893783
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,66,      78.752245
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,67,      77.740327
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,68,      58.032330
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,69,      59.376235
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,70,      59.102358
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,71,      58.981320
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,72,      58.745462
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,73,      58.664814
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,74,      58.561125
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,0,     113.092552
