dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.240236
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,69,       0.538514
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,70,       0.543424
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,71,       0.547223
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,72,       0.544984
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,73,       0.544574
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,74,       0.540834
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,0,      14.414893
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,1,      13.845699
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,2,      13.987228
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,3,      13.849459
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,4,      13.939938
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,5,      13.867169
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,6,      13.696091
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,7,      13.978868
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,8,      13.956149
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,9,      13.803660
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,10,      14.037528
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,11,      13.916069
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,12,      13.866619
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,13,      13.788340
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,14,      13.981338
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,15,      13.827610
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,16,      14.032147
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,17,      13.868939
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,18,      13.905759
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,19,      14.094006
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,20,      13.740861
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,21,      13.829170
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,22,      14.099166
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,23,      13.686231
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,24,      13.874499
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,25,      13.857430
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,26,      13.627472
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,27,      13.879929
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,28,      14.180946
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,29,      13.541123
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,30,      13.895189
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,31,      14.015017
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,32,      13.712311
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,33,      14.312925
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,34,      13.989098
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,35,      14.371204
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,36,      13.898749
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,37,      13.823339
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,38,      13.909498
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,39,      13.877390
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,40,      13.957388
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,41,      13.840290
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,42,      13.939039
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,43,      14.214965
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,44,      14.041737
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,45,      13.865599
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,46,      14.018708
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,47,      14.049337
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,48,      13.882839
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,49,      14.044687
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,50,      13.675832
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,51,      13.935769
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,52,      13.989928
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,53,      13.958949
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,54,      13.897828
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,55,      13.889630
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,56,      14.100707
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,57,      14.034487
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,58,      14.117286
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,59,      13.833860
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,60,      13.853669
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,61,      13.973848
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,62,      13.804160
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,63,      13.884989
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,64,      13.847160
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,65,      13.873239
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,66,      13.863719
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,67,      13.697091
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,68,      14.021998
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,69,      13.824090
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,70,      14.139406
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,71,      13.815130
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,72,      14.093556
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,73,      13.953258
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,74,      14.052397
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,0,      16.092724
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,1,      15.774848
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,2,      16.120953
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,3,      16.049274
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,4,      16.104514
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,5,      15.926075
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,6,      16.098424
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,7,      15.881996
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,8,      15.985215
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,9,      16.022195
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,10,      15.825677
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,11,      15.983455
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,12,      15.919086
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,13,      15.901796
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,14,      16.119144
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,15,      16.159853
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,16,      16.075464
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,17,      15.957025
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,18,      15.856277
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,19,      16.086344
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,20,      15.925755
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,21,      16.005274
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,22,      15.913415
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,23,      15.923346
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,24,      16.077603
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,25,      16.024665
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,26,      15.895386
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,27,      15.976955
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,28,      16.103064
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,29,      15.854267
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,30,      16.105413
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,31,      15.852157
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,32,      15.830206
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,33,      16.028964
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,34,      16.039134
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,35,      16.010635
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,36,      15.956325
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,37,      15.894636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,38,      15.936705
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,39,      15.929305
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,40,      16.091234
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,41,      16.019994
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,42,      15.868376
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,43,      16.075164
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,44,      16.073984
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,45,      16.000765
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,46,      16.133593
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,47,      16.153603
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,48,      16.061284
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,49,      15.879545
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,50,      15.948075
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,51,      16.146463
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,52,      15.866276
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,53,      16.113433
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,54,      15.857066
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,55,      15.908786
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,56,      16.019165
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,57,      16.034284
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,58,      16.035514
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,59,      15.996294
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,60,      15.903476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,61,      15.966695
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,62,      15.926326
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,63,      16.095003
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,64,      16.026115
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,65,      15.894316
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,66,      16.105673
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,67,      15.838586
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,68,      15.831537
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,69,      16.017994
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,70,      16.074183
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,71,      16.012555
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,72,      16.128753
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,73,      15.870746
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",192,74,      16.037854
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,0,      43.570405
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,1,      43.447647
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,2,      43.703663
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,3,      43.608325
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,4,      43.468966
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,5,      43.631554
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,6,      43.561965
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,7,      43.718413
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,8,      43.697954
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,9,      43.752563
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,10,      43.640364
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,11,      43.508486
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,12,      43.434266
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,13,      43.685344
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,14,      43.701124
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,15,      43.511976
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,16,      43.591585
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,17,      43.533946
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,18,      43.539095
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,19,      43.435276
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,20,      43.577365
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,21,      43.730223
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,22,      43.473546
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,23,      43.375857
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,24,      43.486446
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,25,      43.496486
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,26,      43.541066
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,27,      43.463816
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,28,      43.451006
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,29,      43.344567
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,30,      43.458566
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,31,      43.354477
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,32,      43.337608
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,33,      43.348077
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,34,      43.330168
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,35,      43.221128
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,36,      43.402797
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,37,      43.516026
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,38,      43.511796
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,39,      43.529295
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,40,      43.413657
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,41,      43.627845
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,42,      43.476506
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,43,      43.465967
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,44,      43.578485
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,45,      43.533345
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,46,      43.450986
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,47,      43.516986
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,48,      43.399288
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,49,      43.561176
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,50,      43.505466
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,51,      43.391677
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,52,      43.466956
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,53,      43.635334
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,54,      43.423337
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,55,      43.478127
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,56,      43.417717
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,57,      43.501306
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,58,      43.439877
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,59,      43.371447
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,60,      43.401237
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,61,      43.488046
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,62,      43.524776
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,63,      43.341147
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,64,      43.544376
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,65,      43.636735
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,66,      43.452117
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,67,      43.360118
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,68,      43.571296
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,69,      43.404927
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,70,      43.462517
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,71,      43.474336
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,72,      43.613874
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,73,      43.484537
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",256,74,      43.347968
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,0,      78.891486
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,1,      78.894336
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,2,      78.914355
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,3,      78.813917
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,4,      78.953115
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,5,      78.741937
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,6,      78.889476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,7,      78.943076
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,8,      79.017604
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,9,      79.640477
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,10,      78.703038
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,11,      78.885266
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,12,      79.162212
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,13,      78.866047
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,14,      78.871886
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,15,      78.956395
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,16,      78.706448
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,17,      79.058594
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,18,      78.910875
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,19,      78.740608
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,20,      78.712748
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,21,      78.838327
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,22,      79.079904
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,23,      78.790017
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,24,      78.649358
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,25,      78.895505
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,26,      78.784647
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,27,      78.896636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,28,      78.783077
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",320,29,      79.107963
