dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,33,     391.230963
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,34,     394.373858
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,35,     395.052041
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,36,     393.826765
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,37,     391.762767
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,38,     394.431608
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,39,     391.072746
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,40,     392.014835
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,41,     394.984242
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,42,     394.965412
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,43,     394.234211
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,44,     392.235473
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,45,     395.952951
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,46,     391.925446
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,47,     392.657138
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,48,     391.936696
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,49,     391.883536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,50,     392.358031
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,51,     394.920653
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,52,     395.390048
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,53,     395.476556
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,54,     390.408073
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,55,     392.981364
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,56,     392.928944
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,57,     395.743473
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,58,     392.315571
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,59,     393.215661
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,60,     392.310102
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,61,     393.948023
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,62,     393.585207
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,63,     392.317021
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,64,     395.961970
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,65,     393.806135
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,66,     392.498260
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,67,     394.259970
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,68,     395.474356
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,69,     394.463327
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,70,     393.349730
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,71,     392.190612
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,72,     395.222260
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,73,     394.863523
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,74,     393.282281
