dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.801940
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,1,       0.587611
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,2,       0.588701
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,3,       0.584651
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,4,       0.584351
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,5,       0.588620
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,6,       0.584751
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,7,       0.603800
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,8,       0.603080
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,9,       0.595470
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,10,       0.594730
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,11,       0.601700
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,12,       0.598470
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,13,       0.595900
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,14,       0.591620
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,       0.609590
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,       0.600660
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,       0.608469
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,       0.608420
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,       0.595850
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,20,       0.598091
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,21,       0.617150
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,22,       0.604020
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,23,       0.593830
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,24,       0.607040
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,25,       0.586681
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,26,       0.601591
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,27,       0.595550
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,28,       0.596960
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,29,       0.594061
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,30,       0.620479
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,31,       0.591850
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,32,       0.595960
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,33,       0.599990
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,34,       0.601640
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,35,       0.594150
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,36,       0.596120
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,37,       0.601090
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,38,       0.596340
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,39,       0.601640
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,40,       0.595361
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,41,       0.593821
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,42,       0.595410
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,43,       0.603010
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,44,       0.603070
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,45,       0.585611
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,46,       0.594250
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,47,       0.591980
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,48,       0.598580
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,49,       0.610610
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,50,       0.607199
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,51,       0.598110
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,52,       0.603280
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,53,       0.645788
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,54,       0.644368
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,55,       0.652888
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,56,       0.648618
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,57,       0.654508
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,58,       0.647008
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,59,       0.628168
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,60,       0.633939
