dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.038519
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,1,       0.035260
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,2,       0.035480
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,3,       0.035309
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,4,       0.034889
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,5,       0.035279
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,6,       0.039870
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,7,       0.035420
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,8,       0.034700
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,9,       0.035180
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,10,       0.034980
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,11,       0.034970
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,12,       0.035160
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,13,       0.034939
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,14,       0.035299
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,15,       0.035279
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,16,       0.035369
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,17,       0.035360
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,18,       0.035330
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,19,       0.035110
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,20,       0.034680
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,21,       0.034880
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,22,       0.035080
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,23,       0.035189
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,24,       0.035329
