dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,0,    3397.200868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,1,    3429.082141
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,2,    3427.967511
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,3,    3427.107569
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,4,    3426.684025
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,5,    3426.672565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,6,    3426.608204
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,7,    3426.862805
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,8,    3426.823725
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,9,    3427.199247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,10,    3426.717586
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,11,    3427.454757
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,12,    3427.265784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,13,    3427.488924
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,14,    3426.586814
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,15,    3426.901338
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,16,    3426.947885
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,17,    3426.700301
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,18,    3426.654134
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,19,    3426.748805
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,20,    3426.755278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,21,    3426.903665
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,22,    3428.409480
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,23,    3427.418096
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,24,    3427.439809
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,25,    3427.377569
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,26,    3426.799031
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,27,    3426.732931
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,28,    3426.916259
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,29,    3427.291578
