dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,0,    2100.181943
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,1,    1986.851768
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,2,    1968.867611
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,3,    1969.351055
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,4,    1967.375050
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,5,    1969.203429
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,6,    1969.245921
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,7,    1969.055453
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,8,    1969.188960
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,9,    1961.487769
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,10,    1977.439522
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,11,    1966.700927
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,12,    1963.956277
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,13,    1973.526751
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,14,    1966.990692
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,15,    1972.404618
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,16,    1970.190235
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,17,    1969.364612
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,18,    1966.817578
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,19,    1965.241215
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,20,    1964.798575
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,21,    1967.145680
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,22,    1972.066931
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,23,    1968.100500
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,24,    1972.900360
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,25,    1988.420559
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,26,    2026.899376
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,27,    2018.645161
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,28,    2023.256916
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,323,29,    2032.564524
