dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,0,    4388.039879
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,1,    4296.050618
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,2,    4209.335178
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,3,    4187.654806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,4,    4152.046108
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,5,    4124.150425
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,6,    4112.926134
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,7,    4097.278882
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,8,    4090.814377
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,9,    4039.728107
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,10,    4002.952089
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,11,    4004.142850
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,12,    4037.355747
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,13,    4041.918999
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,14,    4039.431006
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,15,    4032.344978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,16,    4034.781649
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,17,    3998.892843
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,18,    4007.133265
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,19,    3987.785851
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,20,    3992.687967
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,21,    4007.362572
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,22,    4001.632680
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,23,    3999.890740
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,24,    3995.272924
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,25,    4002.756836
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,26,    4004.111678
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,27,    4011.457765
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,28,    4001.360875
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,29,    3997.858450
