dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,0,    3410.919843
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,1,    3407.303015
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,2,    3405.059298
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,3,    3405.392154
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,4,    3402.813737
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,5,    3405.301425
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,6,    3406.021733
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,7,    3405.048802
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,8,    3401.080139
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,9,    3402.994424
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,10,    3402.529401
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,11,    3401.709058
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,12,    3403.267469
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,13,    3403.920600
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,14,    3399.430123
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,15,    3399.557363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,16,    3399.958536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,17,    3406.298879
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,18,    3401.087163
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,19,    3404.366494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,20,    3405.461498
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,21,    3403.223162
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,22,    3400.628803
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,23,    3401.770233
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,24,    3404.697100
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,25,    3404.203453
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,26,    3401.854595
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,27,    3402.002511
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,28,    3401.968559
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,29,    3404.382437
