dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,0,    1199.893102
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,1,    1198.409420
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,2,    1202.506570
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,3,    1198.529264
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,4,    1200.531844
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,5,    1200.318960
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,6,    1200.770911
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,7,    1198.283882
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,8,    1197.848269
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,9,    1201.978089
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,10,    1197.916709
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,11,    1196.506298
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,12,    1196.239987
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,13,    1199.131517
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,14,    1198.213576
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,15,    1196.653590
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,16,    1196.649714
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,17,    1195.761115
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,18,    1198.184773
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,19,    1198.143639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,20,    1196.609841
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,21,    1199.827779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,22,    1198.419848
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,23,    1196.564741
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,24,    1199.947622
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,25,    1198.102731
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,26,    1201.145158
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,27,    1197.113493
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,28,    1196.773106
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",1,256,29,    1201.050487
