dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,0,    2791.145989
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,1,    2798.634409
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,2,    2795.515883
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,3,    2797.195824
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,4,    2793.762841
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,5,    2794.054687
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,6,    2793.613409
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,7,    2793.650772
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,8,    2792.976144
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,9,    2795.219528
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,10,    2795.635389
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,11,    2793.876530
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,12,    2791.450954
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,13,    2795.095668
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,14,    2791.716271
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,15,    2795.045058
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,16,    2793.967640
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,17,    2795.272290
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,18,    2795.853411
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,19,    2793.373369
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,20,    2796.409418
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,21,    2795.954416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,22,    2793.960116
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,23,    2794.205905
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,24,    2795.395521
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,25,    2795.353345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,26,    2795.145070
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,27,    2795.396152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,28,    2796.615958
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,29,    2796.511124
