dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,0,    3837.118150
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,1,    3907.460459
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,2,    3896.539755
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,3,    3889.333906
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,4,    3901.477664
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,5,    3891.387358
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,6,    3904.805684
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,7,    3902.262724
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,8,    3901.275032
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,9,    3919.274007
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,10,    3889.734589
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,11,    3896.326413
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,12,    3894.469391
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,13,    3898.701978
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,14,    3896.351642
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,15,    3899.622789
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,16,    3900.085170
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,17,    3898.309359
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,18,    3895.802858
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,19,    3893.315045
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,20,    3893.470584
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,21,    3894.405742
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,22,    3897.648708
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,23,    3901.453985
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,24,    3897.238412
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,25,    3902.859650
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,26,    3899.560408
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,27,    3888.812974
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,28,    3901.967971
3,double,uniform,PoisFFT,"D | D | D | D | N | D",4,406,29,    3901.539314
