dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,0,    1859.760926
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,1,    1857.213953
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,2,    1843.767200
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,3,    1862.008560
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,4,    1858.924845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,5,    1850.116768
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,6,    1851.106619
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,7,    1864.946488
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,8,    1868.140021
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,9,    1868.136742
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,10,    1864.302926
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,11,    1853.387051
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,12,    1869.505717
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,13,    1857.739417
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,14,    1868.330188
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,15,    1866.731023
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,16,    1868.474049
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,17,    1859.204368
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,18,    1860.270554
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,19,    1855.788093
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,20,    1857.631123
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,21,    1852.361665
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,22,    1841.666393
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,23,    1843.888736
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,24,    1854.805801
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,25,    1859.390570
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,26,    1851.765049
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,27,    1857.396278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,28,    1862.000665
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,323,29,    1871.869805
