dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,0,     338.955752
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,1,     329.901641
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,2,     327.547112
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,3,     322.178261
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,4,     322.364601
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,5,     319.013119
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,6,     326.246811
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,7,     325.416128
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,8,     320.943336
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,9,     320.958744
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,10,     329.103255
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,11,     321.542027
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,12,     319.940332
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,13,     320.716002
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,14,     322.044293
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,15,     321.256143
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,16,     319.828022
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,17,     322.403456
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,18,     319.763214
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,19,     323.303001
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,20,     322.070069
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,21,     318.096533
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,22,     322.671469
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,23,     319.637212
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,24,     321.156554
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,25,     316.051229
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,26,     321.888518
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,27,     323.685430
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,28,     318.428282
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,369,29,     322.026236
