dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,0,    4329.669154
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,1,    4186.739430
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,2,    4156.027834
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,3,    4152.234536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,4,    4118.682468
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,5,    4105.236815
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,6,    4105.946095
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,7,    4112.230351
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,8,    4094.740051
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,9,    4088.515285
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,10,    4091.152699
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,11,    4099.843969
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,12,    4098.262940
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,13,    4090.564221
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,14,    4107.777224
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,15,    4092.562898
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,16,    4094.586627
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,17,    4096.785550
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,18,    4094.499966
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,19,    4086.023501
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,20,    4087.975750
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,21,    4094.477042
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,22,    4118.553999
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,23,    4089.914272
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,24,    4098.646111
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,25,    4098.001174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,26,    4101.170051
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,27,    4103.196771
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,28,    4099.326776
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,369,29,    4092.275508
