dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,0,    2826.807531
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,1,    2823.499748
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,2,    2821.587575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,3,    2821.899851
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,4,    2820.166115
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,5,    2819.069093
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,6,    2820.724221
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,7,    2821.379923
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,8,    2819.986845
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,9,    2822.635646
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,10,    2825.063416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,11,    2826.409344
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,12,    2824.775353
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,13,    2825.979156
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,14,    2826.266068
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,15,    2825.131961
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,16,    2827.231325
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,17,    2826.003340
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,18,    2825.323440
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,19,    2827.119429
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,20,    2825.707685
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,21,    2823.954729
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,22,    2823.659601
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,23,    2824.297931
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,24,    2826.270084
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,25,    2826.215122
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,26,    2823.771313
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,27,    2825.622859
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,28,    2828.762081
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,29,    2827.969046
