dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,0,    3867.839847
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,1,    3821.937877
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,2,    3824.047067
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,3,    3818.800087
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,4,    3823.266293
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,5,    3832.404766
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,6,    3822.574412
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,7,    3824.872065
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,8,    3829.299362
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,9,    3824.785793
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,10,    3821.254831
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,11,    3828.102948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,12,    3820.654812
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,13,    3816.528170
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,14,    3817.091421
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,15,    3818.708701
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,16,    3816.068144
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,17,    3816.154035
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,18,    3818.612606
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,19,    3817.103899
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,20,    3821.744327
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,21,    3818.811219
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,22,    3818.937166
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,23,    3819.463928
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,24,    3813.494503
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,25,    3812.100244
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,26,    3814.714562
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,27,    3827.401389
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,28,    3817.914350
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,29,    3814.717504
