dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,0,    2137.648538
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,1,    2065.213194
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,2,    2062.069781
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,3,    2068.458151
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,4,    2071.190222
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,5,    2067.701316
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,6,    2061.467075
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,7,    2057.519857
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,8,    2058.606127
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,9,    2071.491850
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,10,    2054.177939
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,11,    2058.988046
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,12,    2072.603632
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,13,    2069.099331
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,14,    2058.731182
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,15,    2060.242846
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,16,    2064.970974
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,17,    2057.781925
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,18,    2062.765528
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,19,    2059.171375
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,20,    2065.869574
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,21,    2057.721710
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,22,    2046.130234
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,23,    2055.547328
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,24,    2058.943876
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,25,    2052.532184
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,26,    2053.660081
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,27,    2048.785339
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,28,    2049.356479
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,323,29,    2046.218575
