dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,0,    3343.962082
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,1,    3365.583920
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,2,    3367.209392
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,3,    3362.690916
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,4,    3361.908922
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,5,    3364.392291
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,6,    3364.140465
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,7,    3362.842227
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,8,    3363.110668
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,9,    3362.826401
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,10,    3361.349544
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,11,    3364.101308
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,12,    3364.221071
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,13,    3363.555157
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,14,    3363.415463
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,15,    3363.076390
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,16,    3362.930555
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,17,    3367.386957
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,18,    3360.417090
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,19,    3362.578478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,20,    3363.039946
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,21,    3363.191824
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,22,    3363.483361
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,23,    3362.966443
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,24,    3360.989640
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,25,    3362.917213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,26,    3367.173355
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,27,    3361.951358
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,28,    3362.382675
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,29,    3363.097476
