dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,0,     300.563480
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,1,     321.470572
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,2,     325.153070
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,3,     331.679969
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,4,     327.285016
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,5,     351.739979
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,6,     332.526022
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,7,     339.953170
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,8,     330.430621
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,9,     348.426246
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,10,     328.153842
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,11,     355.992399
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,12,     346.418874
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,13,     337.528679
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,14,     340.663143
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,15,     345.476336
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,16,     344.955770
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,17,     369.945883
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,18,     349.817451
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,19,     474.878378
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,20,     361.478010
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,21,     355.732681
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,22,     343.900910
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,23,     361.863537
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,24,     349.283564
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,25,     344.697346
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,26,     357.710766
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,27,     352.515249
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,28,     355.186562
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,369,29,     359.654897
