dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,0,    2458.206914
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,1,    2400.318369
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,2,    2403.311919
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,3,    2394.322261
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,4,    2390.990392
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,5,    2408.425317
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,6,    2408.511546
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,7,    2400.293246
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,8,    2401.465129
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,9,    2411.418642
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,10,    2405.455628
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,11,    2404.184575
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,12,    2405.767147
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,13,    2392.594005
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,14,    2400.466634
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,15,    2405.254450
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,16,    2408.993236
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,17,    2400.933241
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,18,    2386.223241
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,19,    2406.224584
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,20,    2405.920712
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,21,    2412.588813
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,22,    2412.329088
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,23,    2410.175784
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,24,    2400.155103
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,25,    2415.195332
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,26,    2395.034061
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,27,    2400.844156
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,28,    2417.208617
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,323,29,    2408.414801
