dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,0,    3553.060045
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,1,    3452.818550
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,2,    3431.297724
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,3,    3419.321419
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,4,    3405.328168
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,5,    3404.479316
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,6,    3408.926779
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,7,    3409.274604
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,8,    3405.122680
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,9,    3403.695267
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,10,    3407.462381
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,11,    3405.693943
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,12,    3403.645748
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,13,    3410.514838
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,14,    3403.331618
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,15,    3403.187507
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,16,    3404.068466
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,17,    3407.156370
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,18,    3405.315856
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,19,    3399.099572
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,20,    3400.009662
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,21,    3409.038401
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,22,    3406.786713
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,23,    3402.271648
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,24,    3404.922781
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,25,    3402.748248
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,26,    3403.382713
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,27,    3402.165680
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,28,    3403.258402
3,double,uniform,PoisFFT,"P | P | P | P | N | D",4,406,29,    3405.506203
