dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,0,    2694.610227
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,1,    2532.086048
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,2,    2534.806424
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,3,    2536.453774
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,4,    2527.903532
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,5,    2531.691390
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,6,    2527.978679
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,7,    2532.847935
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,8,    2530.511126
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,9,    2529.773915
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,10,    2528.647166
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,11,    2526.373334
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,12,    2530.698140
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,13,    2532.786213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,14,    2529.479300
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,15,    2522.670023
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,16,    2520.071060
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,17,    2518.571735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,18,    2522.476211
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,19,    2520.926586
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,20,    2522.014666
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,21,    2528.486416
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,22,    2522.361123
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,23,    2520.438852
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,24,    2522.152836
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,25,    2521.699865
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,26,    2527.134645
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,27,    2523.062743
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,28,    2525.750675
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,29,    2527.530650
