dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,0,    1328.996132
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,1,    1331.952239
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,2,    1334.298881
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,3,    1333.638995
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,4,    1333.476209
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,5,    1333.352797
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,6,    1332.581326
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,7,    1333.766157
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,8,    1331.506416
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,9,    1331.724598
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,10,    1332.862932
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,11,    1331.401691
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,12,    1331.510555
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,13,    1331.031184
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,14,    1331.269041
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,15,    1333.044265
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,16,    1332.171524
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,17,    1331.915371
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,18,    1334.766509
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,19,    1331.739176
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,20,    1332.102326
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,21,    1330.756435
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,22,    1330.756448
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,23,    1330.873287
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,24,    1331.090685
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,25,    1332.120235
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,26,    1332.536509
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,27,    1331.661916
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,28,    1332.178315
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",1,256,29,    1331.287689
