dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,0,    2472.596826
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,1,    2413.608671
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,2,    2397.259481
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,3,    2394.260134
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,4,    2398.684582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,5,    2401.822114
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,6,    2402.104806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,7,    2389.835168
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,8,    2396.472373
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,9,    2393.366616
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,10,    2383.401032
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,11,    2381.692799
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,12,    2379.374726
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,13,    2374.850972
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,14,    2353.150119
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,15,    2352.140353
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,16,    2355.987208
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,17,    2358.400015
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,18,    2341.718483
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,19,    2351.859312
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,20,    2354.774217
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,21,    2352.543347
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,22,    2352.706538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,23,    2334.133163
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,24,    2325.455101
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,25,    2339.722875
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,26,    2336.286813
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,27,    2344.922605
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,28,    2332.785017
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,323,29,    2334.163233
